id,group,evaluationOfHilltown,group,impressionOfFriends,expectations,attitudeOfFriend,attitude,transiency,evaluationOfManagement,evaluationOfPhysicalAmenities,satisfactionInField,satisfactionInWorkplace,education,evaluationOfCoResidents,pastExperience,occupation
16_b,b,favorable,b,favorableAndUnfavorable,conflict,NA,NA,NA,favorable,NA,good,poor,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
17_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,fair,poor,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
18_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,NA,NA,NA,grade_school_or_less,favorable,biracial_living_experience,semiskilled
19_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,favorable,NA,poor,some_high_school,NA,NA,semiskilled
20_b,b,NA,b,NA,NA,NA,NA,untilBetterPlace,NA,favorable,hard_to_say,fair,NA,NA,NA,NA
21_b,b,NA,b,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,fair,some_high_school,NA,NA,semiskilled
22_b,b,favorable,b,noComments,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,fair,NA,NA,NA,NA,NA
23_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,NA,hard_to_say,some_high_school,NA,biracial_living_experience,white_collar_or_skilled
24_b,b,NA,b,NA,NA,NA,NA,untilBetterPlace,NA,NA,hard_to_say,NA,NA,NA,NA,NA
25_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,fair,NA,NA,NA,NA,NA
26_b,b,favorable,b,NA,conflict,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
27_b,b,favorable,b,favorable,conflict,NA,NA,NA,favorable,favorable,NA,NA,NA,NA,biracial_living_experience,NA
28_b,b,favorable,b,NA,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,NA,poor,NA,NA,NA,NA
29_b,b,favorable,b,unfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
30_b,b,unfavorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
31_b,b,NA,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,hard_to_say,NA,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
32_b,b,favorable,b,unfavorable,NA,ambivalentFriend,liberal,untilOwnHome,NA,favorable,NA,fair,grade_school_or_less,NA,NA,white_collar_or_skilled
33_b,b,NA,b,NA,NA,ambivalentFriend,liberal,asLongAsEligible,NA,favorable,poor,poor,NA,favorable,NA,NA
34_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,NA,good,hard_to_say,some_high_school,NA,NA,unskilled_domestic_and_personal_service
35_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,NA,good,good,high_school_graduate,NA,NA,semiskilled
36_b,b,NA,b,NA,integration,liberalFriend,liberal,NA,NA,NA,poor,NA,NA,favorable,no_biracial_living_experience,NA
37_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
38_b,b,favorable,b,favorableAndUnfavorable,conflict,ambivalentFriend,liberal,NA,NA,NA,NA,NA,high_school_graduate,NA,biracial_living_experience,semiskilled
39_b,b,NA,b,favorable,NA,liberalFriend,ambivalent,untilBetterPlace,NA,favorable,NA,NA,NA,NA,NA,NA
40_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,poor,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
41_b,b,favorable,b,NA,mutual_acomodation,NA,NA,neverThoughtAboutIt,NA,favorable,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
42_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,poor,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
43_b,b,NA,b,favorable,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,poor,poor,NA,NA,NA,NA
44_b,b,favorable,b,NA,NA,NA,NA,untilBetterPlace,NA,favorable,NA,hard_to_say,high_school_graduate,NA,NA,semiskilled
45_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,neverThoughtAboutIt,NA,NA,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
46_b,b,NA,b,NA,NA,NA,NA,asLongAsEligible,NA,favorable,hard_to_say,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
47_b,b,favorable,b,unfavorable,NA,NA,NA,NA,NA,favorable,NA,fair,high_school_graduate,NA,NA,white_collar_or_skilled
48_b,b,favorable,b,favorable,NA,liberalFriend,ambivalent,NA,NA,NA,good,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
49_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,NA,NA,poor,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
50_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,NA,NA,poor,NA,NA,NA,NA
51_b,b,favorable,b,favorable,NA,NA,NA,untilOwnHome,NA,NA,NA,good,some_high_school,NA,NA,white_collar_or_skilled
52_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,NA,NA,grade_school_or_less,NA,NA,white_collar_or_skilled
53_b,b,favorable,b,NA,conflict,liberalFriend,ambivalent,permanent,NA,favorable,hard_to_say,good,NA,NA,biracial_living_experience,NA
54_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,NA,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
55_b,b,favorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,NA,NA,some_high_school,NA,NA,semiskilled
56_b,b,favorable,b,NA,NA,ambivalentFriend,liberal,untilBetterPlace,NA,favorable,good,poor,NA,unfavorable,NA,NA
57_b,b,favorable,b,favorableAndUnfavorable,conflict,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,NA,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
58_b,b,favorable,b,unfavorable,NA,liberalFriend,ambivalent,NA,NA,NA,NA,good,NA,NA,NA,NA
59_b,b,favorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,NA,NA,NA,NA,NA
60_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,NA,poor,high_school_graduate,NA,NA,white_collar_or_skilled
61_b,b,favorable,b,favorableAndUnfavorable,integration,liberalFriend,liberal,untilBetterPlace,favorable,NA,poor,NA,some_high_school,favorable,biracial_living_experience,semiskilled
62_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,good,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
63_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,hard_to_say,high_school_graduate,favorable,biracial_living_experience,semiskilled
64_b,b,NA,b,favorable,NA,liberalFriend,liberal,NA,unfavorable,favorable,NA,fair,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
65_b,b,favorable,b,favorableAndUnfavorable,conflict,ambivalentFriend,liberal,neverThoughtAboutIt,NA,favorable,NA,poor,NA,NA,biracial_living_experience,NA
66_b,b,favorable,b,favorable,integration,NA,NA,asLongAsEligible,NA,favorable,NA,NA,grade_school_or_less,favorable,biracial_living_experience,white_collar_or_skilled
67_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,hard_to_say,NA,NA,NA,biracial_living_experience,NA
68_b,b,NA,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,fair,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
69_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,hard_to_say,NA,NA,NA,NA
70_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,neverThoughtAboutIt,NA,favorable,fair,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
71_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,untilBetterPlace,NA,NA,NA,poor,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
72_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,NA,NA,hard_to_say,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
73_b,b,NA,b,favorable,NA,NA,NA,neverThoughtAboutIt,NA,favorable,fair,NA,NA,NA,NA,NA
74_b,b,favorable,b,unfavorable,conflict,NA,NA,neverThoughtAboutIt,NA,NA,NA,NA,some_high_school,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
75_b,b,favorable,b,NA,NA,liberalFriend,liberal,permanent,NA,favorable,NA,NA,NA,NA,NA,NA
76_b,b,favorable,b,unfavorable,NA,NA,NA,neverThoughtAboutIt,NA,NA,NA,hard_to_say,some_high_school,NA,NA,white_collar_or_skilled
77_b,b,favorable,b,NA,NA,liberalFriend,ambivalent,asLongAsEligible,NA,favorable,poor,NA,grade_school_or_less,NA,NA,white_collar_or_skilled
78_b,b,NA,b,unfavorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,fair,NA,NA,NA,biracial_living_experience,NA
79_b,b,unfavorable,b,favorable,mutual_acomodation,NA,NA,neverThoughtAboutIt,NA,favorable,good,NA,NA,NA,biracial_living_experience,NA
80_b,b,favorable,b,favorable,NA,NA,NA,untilBetterPlace,NA,favorable,hard_to_say,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
81_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,favorable,favorable,NA,good,NA,NA,NA,NA
82_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,fair,NA,NA,NA,NA,NA
83_b,b,unfavorable,b,favorable,integration,liberalFriend,liberal,NA,NA,favorable,good,good,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
84_b,b,favorable,b,favorable,integration,liberalFriend,liberal,asLongAsEligible,NA,NA,poor,NA,NA,NA,biracial_living_experience,NA
85_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,NA,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
86_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,hard_to_say,poor,grade_school_or_less,unfavorable,biracial_living_experience,unskilled_domestic_and_personal_service
87_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,favorable,favorable,hard_to_say,NA,NA,NA,biracial_living_experience,NA
88_b,b,unfavorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,asLongAsEligible,NA,unfavorable,NA,hard_to_say,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
89_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,asLongAsEligible,NA,NA,hard_to_say,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
90_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,favorable,favorable,poor,NA,NA,NA,biracial_living_experience,NA
91_b,b,NA,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,good,hard_to_say,NA,NA,NA,NA
92_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,neverThoughtAboutIt,unfavorable,NA,good,NA,NA,NA,NA,NA
93_b,b,favorable,b,NA,NA,NA,NA,permanent,NA,favorable,hard_to_say,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
94_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,NA,poor,some_high_school,NA,biracial_living_experience,semiskilled
95_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,asLongAsEligible,NA,NA,NA,fair,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
96_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,untilBetterPlace,NA,NA,NA,good,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
97_b,b,unfavorable,b,unfavorable,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,poor,NA,NA,NA,NA,NA
98_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,permanent,NA,unfavorable,poor,poor,NA,NA,NA,NA
99_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,ambivalent,asLongAsEligible,NA,NA,NA,NA,some_high_school,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
100_b,b,favorable,b,noComments,NA,NA,NA,asLongAsEligible,NA,favorable,NA,poor,NA,NA,NA,NA
101_b,b,favorable,b,NA,NA,liberalFriend,liberal,permanent,NA,NA,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
102_b,b,favorable,b,favorable,NA,liberalFriend,liberal,untilOwnHome,NA,NA,poor,good,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
103_b,b,NA,b,favorableAndUnfavorable,NA,NA,NA,untilBetterPlace,NA,NA,NA,hard_to_say,some_high_school,unfavorable,NA,unskilled_domestic_and_personal_service
104_b,b,favorable,b,noComments,NA,NA,NA,NA,NA,NA,poor,NA,NA,NA,NA,NA
105_b,b,NA,b,favorable,NA,NA,NA,permanent,favorable,favorable,good,NA,NA,NA,NA,NA
106_b,b,NA,b,NA,NA,NA,NA,NA,NA,NA,NA,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
107_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,NA,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
108_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,asLongAsEligible,favorable,favorable,poor,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
109_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
110_b,b,favorable,b,favorableAndUnfavorable,conflict,NA,NA,NA,NA,favorable,hard_to_say,NA,NA,NA,no_biracial_living_experience,NA
111_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,NA,NA,NA,NA,NA,grade_school_or_less,NA,NA,semiskilled
112_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,permanent,NA,NA,NA,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
113_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,good,good,NA,NA,NA,NA
114_b,b,favorable,b,NA,NA,NA,NA,untilBetterPlace,NA,NA,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
115_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,untilOwnHome,NA,favorable,NA,poor,grade_school_or_less,favorable,no_biracial_living_experience,semiskilled
116_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,permanent,NA,favorable,poor,good,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
117_b,b,NA,b,favorable,NA,NA,NA,asLongAsEligible,NA,NA,poor,poor,NA,favorable,NA,NA
118_b,b,NA,b,favorable,NA,NA,NA,asLongAsEligible,unfavorable,favorable,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
119_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,permanent,NA,favorable,NA,NA,grade_school_or_less,NA,NA,white_collar_or_skilled
120_b,b,NA,b,unfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,grade_school_or_less,favorable,NA,white_collar_or_skilled
121_b,b,favorable,b,NA,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,poor,NA,NA,NA,NA,NA
122_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,NA,fair,hard_to_say,NA,NA,biracial_living_experience,NA
123_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,favorable,NA,NA
124_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,ambivalent,untilBetterPlace,NA,NA,fair,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
125_b,b,favorable,b,NA,conflict,NA,NA,untilBetterPlace,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
126_b,b,favorable,b,favorableAndUnfavorable,conflict,NA,NA,NA,NA,favorable,poor,fair,NA,favorable,biracial_living_experience,NA
127_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,asLongAsEligible,NA,NA,NA,good,NA,NA,NA,NA
128_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,good,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
129_b,b,favorable,b,NA,mutual_acomodation,ambivalentFriend,ambivalent,permanent,unfavorable,favorable,NA,good,NA,NA,biracial_living_experience,NA
130_b,b,favorable,b,favorable,conflict,ambivalentFriend,liberal,asLongAsEligible,NA,favorable,NA,good,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
131_b,b,favorable,b,favorable,conflict,NA,NA,NA,NA,favorable,poor,fair,grade_school_or_less,NA,biracial_living_experience,semiskilled
132_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,neverThoughtAboutIt,favorable,favorable,poor,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
133_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,NA,favorable,poor,NA,some_high_school,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
134_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,NA,poor,NA,NA,favorable,NA,NA
135_b,b,favorable,b,favorable,NA,liberalFriend,liberal,permanent,NA,favorable,good,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
136_b,b,favorable,b,NA,mutual_acomodation,ambivalentFriend,liberal,permanent,NA,NA,NA,good,high_school_graduate,NA,no_biracial_living_experience,semiskilled
137_b,b,favorable,b,unfavorable,NA,NA,NA,NA,NA,favorable,hard_to_say,NA,NA,NA,NA,NA
138_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
139_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,NA,good,NA,grade_school_or_less,NA,NA,white_collar_or_skilled
140_b,b,favorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,fair,some_high_school,NA,NA,semiskilled
141_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,favorable,good,NA,some_high_school,NA,NA,semiskilled
142_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,good,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
143_b,b,favorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,fair,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
144_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,permanent,NA,NA,NA,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
145_b,b,unfavorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,hard_to_say,NA,grade_school_or_less,favorable,no_biracial_living_experience,unskilled_domestic_and_personal_service
146_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,permanent,NA,NA,poor,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
147_b,b,unfavorable,b,favorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,hard_to_say,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
148_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,fair,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
149_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,favorable,poor,NA,NA,NA,NA,NA
150_b,b,favorable,b,NA,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,hard_to_say,NA,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
151_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,NA,poor,poor,NA,NA,biracial_living_experience,NA
152_b,b,favorable,b,NA,NA,ambivalentFriend,liberal,asLongAsEligible,NA,favorable,hard_to_say,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
153_b,b,favorable,b,noComments,NA,NA,NA,NA,favorable,favorable,NA,fair,some_high_school,NA,NA,white_collar_or_skilled
154_b,b,favorable,b,favorable,NA,NA,NA,neverThoughtAboutIt,NA,favorable,hard_to_say,NA,grade_school_or_less,NA,NA,semiskilled
155_b,b,favorable,b,NA,NA,liberalFriend,liberal,permanent,NA,NA,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
156_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
157_b,b,favorable,b,favorable,NA,liberalFriend,liberal,untilBetterPlace,NA,NA,NA,hard_to_say,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
158_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,NA,NA,favorable,good,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
159_b,b,favorable,b,favorable,NA,NA,NA,untilBetterPlace,NA,favorable,poor,NA,NA,NA,NA,NA
160_b,b,favorable,b,NA,conflict,NA,NA,untilBetterPlace,NA,favorable,NA,fair,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
161_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,poor,NA,NA,NA,NA,NA
162_b,b,unfavorable,b,NA,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,NA,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
163_b,b,favorable,b,NA,NA,NA,NA,neverThoughtAboutIt,NA,NA,NA,NA,NA,NA,NA,NA
164_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,poor,some_high_school,favorable,no_biracial_living_experience,unskilled_domestic_and_personal_service
165_b,b,favorable,b,NA,mutual_acomodation,NA,NA,permanent,NA,NA,NA,hard_to_say,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
166_b,b,favorable,b,favorable,NA,liberalFriend,ambivalent,permanent,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
167_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,good,NA,NA,favorable,NA,NA
168_b,b,favorable,b,favorable,NA,NA,NA,untilBetterPlace,NA,NA,NA,NA,high_school_graduate,unfavorable,NA,white_collar_or_skilled
169_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,NA,fair,NA,NA,NA,NA
170_b,b,unfavorable,b,favorable,NA,NA,NA,NA,NA,favorable,poor,good,NA,NA,NA,NA
171_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,fair,hard_to_say,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
172_b,b,favorable,b,favorable,NA,NA,NA,untilBetterPlace,NA,NA,NA,poor,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
173_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,hard_to_say,NA,NA,NA,NA,NA
174_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,fair,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
175_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,poor,poor,NA,NA,NA,NA
176_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,permanent,favorable,favorable,poor,NA,grade_school_or_less,NA,biracial_living_experience,white_collar_or_skilled
177_b,b,favorable,b,noComments,NA,liberalFriend,liberal,NA,NA,favorable,good,NA,grade_school_or_less,NA,NA,white_collar_or_skilled
178_b,b,favorable,b,NA,NA,NA,NA,neverThoughtAboutIt,NA,favorable,poor,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
179_b,b,favorable,b,noComments,NA,liberalFriend,liberal,neverThoughtAboutIt,favorable,favorable,good,hard_to_say,grade_school_or_less,NA,NA,semiskilled
180_b,b,NA,b,favorableAndUnfavorable,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,good,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
181_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,poor,NA,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
182_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,favorable,poor,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
