id,group,evaluationOfHilltown,group,impressionOfFriends,expectations,attitudeOfFriend,attitude,transiency,evaluationOfManagement,evaluationOfPhysicalAmenities,satisfactionInField,satisfactionInWorkplace,education,evaluationOfCoResidents,pastExperience,occupation
47_b,b,favorable,b,NA,mutual_acomodation,ambivalentFriend,ambivalent,asLongAsEligible,NA,favorable,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
48_b,b,NA,b,unfavorable,NA,NA,NA,untilBetterPlace,favorable,NA,NA,NA,NA,NA,NA,NA
49_b,b,favorable,b,favorable,integration,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
50_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,untilBetterPlace,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
51_b,b,NA,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
52_b,b,favorable,b,NA,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,NA,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
53_b,b,NA,b,favorable,conflict,ambivalentFriend,liberal,NA,NA,favorable,NA,fair,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
54_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,untilBetterPlace,NA,favorable,NA,good,NA,NA,biracial_living_experience,NA
55_b,b,NA,b,favorable,conflict,liberalFriend,liberal,NA,NA,NA,hard_to_say,NA,some_high_school,NA,biracial_living_experience,semiskilled
56_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,poor,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
57_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,NA,poor,NA,unfavorable,NA,NA
58_b,b,favorable,b,NA,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,hard_to_say,poor,NA,NA,NA,NA
59_b,b,unfavorable,b,favorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,good,poor,NA,NA,biracial_living_experience,NA
60_b,b,favorable,b,favorable,NA,NA,NA,permanent,NA,NA,NA,fair,some_high_school,NA,NA,unskilled_domestic_and_personal_service
61_b,b,unfavorable,b,NA,NA,NA,NA,untilBetterPlace,NA,favorable,good,good,NA,favorable,NA,NA
62_b,b,favorable,b,favorable,NA,NA,NA,untilOwnHome,NA,favorable,hard_to_say,hard_to_say,NA,NA,NA,NA
63_b,b,NA,b,NA,mutual_acomodation,NA,NA,untilBetterPlace,NA,favorable,good,NA,high_school_graduate,NA,biracial_living_experience,semiskilled
64_b,b,NA,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,poor,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
65_b,b,favorable,b,favorableAndUnfavorable,conflict,NA,NA,asLongAsEligible,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
66_b,b,unfavorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,good,good,NA,NA,NA,NA
67_b,b,NA,b,NA,conflict,liberalFriend,liberal,NA,NA,NA,poor,NA,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
68_b,b,favorable,b,unfavorable,NA,NA,NA,NA,NA,favorable,poor,poor,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
69_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,poor,poor,NA,NA,NA,NA
70_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,poor,some_high_school,NA,NA,white_collar_or_skilled
71_b,b,unfavorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,poor,some_high_school,NA,NA,semiskilled
72_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,good,NA,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
73_b,b,NA,b,unfavorable,mutual_acomodation,NA,NA,permanent,NA,NA,poor,NA,NA,NA,biracial_living_experience,NA
74_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,NA,hard_to_say,high_school_graduate,NA,biracial_living_experience,semiskilled
75_b,b,favorable,b,NA,NA,NA,NA,NA,unfavorable,NA,poor,NA,NA,NA,NA,NA
76_b,b,favorable,b,NA,mutual_acomodation,ambivalentFriend,liberal,untilBetterPlace,NA,favorable,NA,NA,some_high_school,NA,biracial_living_experience,semiskilled
77_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,NA,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
78_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,fair,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
79_b,b,favorable,b,favorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,NA,poor,high_school_graduate,NA,NA,semiskilled
80_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,NA,good,high_school_graduate,NA,biracial_living_experience,semiskilled
81_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,ambivalent,neverThoughtAboutIt,favorable,favorable,poor,NA,NA,NA,biracial_living_experience,NA
82_b,b,favorable,b,favorable,conflict,NA,NA,untilBetterPlace,NA,favorable,NA,hard_to_say,some_high_school,NA,biracial_living_experience,white_collar_or_skilled
83_b,b,favorable,b,unfavorable,NA,liberalFriend,ambivalent,NA,NA,favorable,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
84_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
85_b,b,favorable,b,NA,NA,NA,NA,permanent,NA,favorable,NA,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
86_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,fair,hard_to_say,NA,NA,biracial_living_experience,NA
87_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,untilBetterPlace,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
88_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,untilBetterPlace,NA,NA,NA,poor,some_high_school,NA,biracial_living_experience,semiskilled
89_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,permanent,NA,favorable,poor,NA,NA,NA,NA,NA
90_b,b,favorable,b,NA,mutual_acomodation,NA,NA,permanent,NA,NA,NA,good,some_high_school,favorable,biracial_living_experience,white_collar_or_skilled
91_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,asLongAsEligible,NA,favorable,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
92_b,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,NA,good,NA,NA,biracial_living_experience,NA
93_b,b,favorable,b,unfavorable,NA,NA,NA,permanent,NA,NA,fair,good,NA,NA,NA,NA
94_b,b,NA,b,favorableAndUnfavorable,integration,liberalFriend,ambivalent,NA,NA,unfavorable,good,NA,NA,NA,biracial_living_experience,NA
95_b,b,NA,b,NA,conflict,liberalFriend,liberal,untilBetterPlace,NA,favorable,good,poor,NA,unfavorable,no_biracial_living_experience,NA
96_b,b,unfavorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,poor,NA,high_school_graduate,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
97_b,b,favorable,b,noComments,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
98_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,NA,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
99_b,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,poor,some_high_school,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
100_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,poor,NA,NA,NA,biracial_living_experience,NA
101_b,b,favorable,b,NA,conflict,liberalFriend,liberal,NA,NA,NA,hard_to_say,good,grade_school_or_less,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
102_b,b,favorable,b,unfavorable,NA,NA,NA,asLongAsEligible,NA,favorable,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
103_b,b,favorable,b,NA,integration,liberalFriend,liberal,asLongAsEligible,NA,favorable,hard_to_say,NA,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
104_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,asLongAsEligible,favorable,favorable,poor,hard_to_say,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
105_b,b,NA,b,favorable,NA,ambivalentFriend,liberal,neverThoughtAboutIt,NA,favorable,hard_to_say,NA,NA,NA,NA,NA
106_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,poor,NA,NA,NA,NA,NA
107_b,b,favorable,b,NA,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,NA,poor,some_high_school,NA,NA,semiskilled
108_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,fair,NA,NA,NA,NA,NA
109_b,b,favorable,b,NA,NA,NA,NA,NA,NA,NA,poor,NA,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
110_b,b,favorable,b,unfavorable,NA,NA,NA,neverThoughtAboutIt,NA,favorable,good,poor,NA,favorable,NA,NA
111_b,b,favorable,b,unfavorable,NA,NA,NA,NA,NA,favorable,poor,good,NA,NA,NA,NA
112_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,favorable,NA,NA,grade_school_or_less,favorable,NA,semiskilled
113_b,b,favorable,b,noComments,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,NA,some_high_school,NA,biracial_living_experience,semiskilled
114_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,hard_to_say,NA,NA,unfavorable,NA,NA
115_b,b,favorable,b,favorable,mutual_acomodation,ambivalentFriend,liberal,permanent,NA,NA,NA,good,NA,NA,biracial_living_experience,NA
116_b,b,NA,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,hard_to_say,some_high_school,NA,NA,unskilled_domestic_and_personal_service
117_b,b,favorable,b,NA,NA,NA,NA,permanent,NA,favorable,NA,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
118_b,b,favorable,b,NA,NA,liberalFriend,liberal,untilBetterPlace,NA,NA,NA,hard_to_say,some_high_school,NA,NA,unskilled_domestic_and_personal_service
119_b,b,unfavorable,b,favorable,NA,liberalFriend,liberal,untilBetterPlace,NA,NA,poor,NA,NA,NA,NA,NA
120_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,favorable,unfavorable,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
121_b,b,NA,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,permanent,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
122_b,b,favorable,b,favorableAndUnfavorable,conflict,liberalFriend,ambivalent,NA,NA,favorable,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
123_b,b,favorable,b,favorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,unfavorable,poor,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
124_b,b,NA,b,favorable,NA,NA,NA,untilBetterPlace,NA,NA,good,NA,NA,favorable,NA,NA
125_b,b,NA,b,favorable,NA,liberalFriend,liberal,permanent,NA,favorable,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
126_b,b,favorable,b,favorable,NA,NA,NA,neverThoughtAboutIt,NA,favorable,fair,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
127_b,b,favorable,b,unfavorable,NA,NA,NA,permanent,NA,favorable,NA,fair,some_high_school,NA,NA,white_collar_or_skilled
128_b,b,favorable,b,favorable,NA,liberalFriend,liberal,permanent,NA,NA,fair,NA,grade_school_or_less,NA,NA,white_collar_or_skilled
129_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,NA,hard_to_say,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
130_b,b,favorable,b,favorable,NA,NA,NA,NA,favorable,favorable,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
131_b,b,favorable,b,NA,mutual_acomodation,NA,NA,permanent,NA,NA,good,fair,NA,NA,biracial_living_experience,NA
132_b,b,favorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,favorable,favorable,NA,poor,high_school_graduate,NA,NA,white_collar_or_skilled
133_b,b,unfavorable,b,NA,NA,ambivalentFriend,liberal,asLongAsEligible,NA,unfavorable,NA,NA,some_high_school,favorable,NA,semiskilled
134_b,b,NA,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,poor,grade_school_or_less,NA,biracial_living_experience,white_collar_or_skilled
135_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,hard_to_say,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
136_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,permanent,favorable,favorable,poor,fair,NA,NA,biracial_living_experience,NA
137_b,b,favorable,b,unfavorable,NA,NA,NA,asLongAsEligible,NA,favorable,good,poor,NA,NA,NA,NA
138_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,asLongAsEligible,NA,NA,NA,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
139_b,b,favorable,b,favorable,NA,NA,NA,untilBetterPlace,NA,favorable,poor,NA,NA,NA,NA,NA
140_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,untilBetterPlace,NA,NA,NA,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
141_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,hard_to_say,poor,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
142_b,b,favorable,b,favorableAndUnfavorable,conflict,NA,NA,permanent,NA,favorable,good,poor,NA,NA,no_biracial_living_experience,NA
143_b,b,favorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,NA,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
144_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,NA,NA,good,NA,NA,biracial_living_experience,NA
145_b,b,favorable,b,NA,mutual_acomodation,ambivalentFriend,liberal,permanent,NA,NA,hard_to_say,poor,grade_school_or_less,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
146_b,b,favorable,b,NA,NA,liberalFriend,ambivalent,NA,NA,favorable,poor,poor,NA,favorable,NA,NA
147_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,good,NA,NA,NA,NA,NA
148_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,neverThoughtAboutIt,NA,favorable,NA,hard_to_say,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
149_b,b,favorable,b,NA,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,NA,poor,high_school_graduate,NA,NA,semiskilled
150_b,b,unfavorable,b,favorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,poor,NA,grade_school_or_less,NA,NA,white_collar_or_skilled
151_b,b,favorable,b,NA,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,poor,poor,NA,NA,NA,NA
152_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA,NA
153_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,NA,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
154_b,b,NA,b,NA,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,NA,NA,NA,NA,NA,NA
155_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,fair,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
156_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,unfavorable,favorable,good,hard_to_say,NA,favorable,NA,NA
157_b,b,favorable,b,favorable,conflict,NA,NA,untilOwnHome,NA,favorable,NA,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
158_b,b,NA,b,NA,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,poor,NA,NA,biracial_living_experience,NA
159_b,b,favorable,b,favorable,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,NA,good,some_high_school,NA,NA,unskilled_domestic_and_personal_service
160_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,hard_to_say,NA,NA,NA,NA,NA
161_b,b,favorable,b,favorable,mutual_acomodation,ambivalentFriend,liberal,asLongAsEligible,NA,favorable,NA,good,grade_school_or_less,NA,biracial_living_experience,semiskilled
162_b,b,favorable,b,unfavorable,NA,NA,NA,asLongAsEligible,NA,favorable,good,NA,NA,NA,NA,NA
163_b,b,NA,b,unfavorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,NA,hard_to_say,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
164_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
165_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,good,poor,NA,NA,NA,NA
166_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,untilOwnHome,NA,favorable,good,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
167_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,hard_to_say,NA,NA,NA,NA
168_b,b,favorable,b,unfavorable,conflict,NA,NA,asLongAsEligible,NA,favorable,NA,hard_to_say,NA,NA,biracial_living_experience,NA
169_b,b,favorable,b,favorable,integration,NA,NA,untilBetterPlace,NA,favorable,good,NA,NA,NA,biracial_living_experience,NA
170_b,b,favorable,b,favorableAndUnfavorable,integration,NA,NA,NA,NA,favorable,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
171_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,hard_to_say,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
172_b,b,favorable,b,NA,NA,ambivalentFriend,ambivalent,permanent,NA,favorable,poor,NA,NA,NA,NA,NA
173_b,b,favorable,b,NA,NA,liberalFriend,liberal,untilOwnHome,NA,favorable,NA,poor,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
174_b,b,favorable,b,favorable,NA,NA,NA,untilOwnHome,favorable,favorable,hard_to_say,NA,NA,NA,NA,NA
175_b,b,favorable,b,NA,NA,liberalFriend,liberal,neverThoughtAboutIt,favorable,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
176_b,b,unfavorable,b,noComments,NA,liberalFriend,liberal,NA,NA,favorable,hard_to_say,hard_to_say,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
177_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,permanent,favorable,favorable,poor,NA,NA,favorable,biracial_living_experience,NA
178_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,NA,good,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
179_b,b,unfavorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,poor,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
180_b,b,favorable,b,favorable,integration,NA,NA,neverThoughtAboutIt,NA,favorable,NA,good,high_school_graduate,favorable,biracial_living_experience,white_collar_or_skilled
181_b,b,favorable,b,favorable,conflict,NA,NA,untilBetterPlace,NA,favorable,hard_to_say,poor,NA,NA,no_biracial_living_experience,NA
182_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,ambivalentFriend,liberal,asLongAsEligible,favorable,favorable,NA,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
