id,group,evaluationOfHilltown,group,impressionOfFriends,expectations,attitudeOfFriend,attitude,transiency,evaluationOfManagement,evaluationOfPhysicalAmenities,satisfactionInField,satisfactionInWorkplace,education,evaluationOfCoResidents,pastExperience,occupation
41_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,poor,NA,NA,favorable,biracial_living_experience,NA
42_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,good,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
43_b,b,unfavorable,b,noComments,conflict,NA,NA,untilBetterPlace,NA,NA,NA,poor,NA,NA,biracial_living_experience,NA
44_b,b,NA,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,poor,poor,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
45_b,b,unfavorable,b,favorable,mutual_acomodation,NA,NA,untilBetterPlace,NA,favorable,good,NA,NA,NA,biracial_living_experience,NA
46_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,asLongAsEligible,unfavorable,NA,poor,poor,NA,NA,NA,NA
47_b,b,favorable,b,NA,NA,liberalFriend,liberal,untilOwnHome,NA,favorable,NA,good,high_school_graduate,NA,NA,white_collar_or_skilled
48_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,permanent,NA,favorable,NA,hard_to_say,some_high_school,NA,NA,unskilled_domestic_and_personal_service
49_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,permanent,NA,NA,hard_to_say,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
50_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,NA,good,some_high_school,NA,biracial_living_experience,white_collar_or_skilled
51_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
52_b,b,favorable,b,noComments,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,poor,NA,NA,biracial_living_experience,NA
53_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,poor,poor,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
54_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,favorable,favorable,good,fair,grade_school_or_less,NA,biracial_living_experience,white_collar_or_skilled
55_b,b,favorable,b,favorable,NA,NA,NA,NA,favorable,NA,poor,poor,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
56_b,b,favorable,b,favorable,integration,liberalFriend,liberal,permanent,NA,favorable,hard_to_say,poor,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
57_b,b,favorable,b,favorable,NA,liberalFriend,liberal,untilOwnHome,favorable,NA,hard_to_say,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
58_b,b,favorable,b,NA,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,NA,NA,high_school_graduate,favorable,NA,semiskilled
59_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,untilBetterPlace,NA,NA,NA,hard_to_say,some_high_school,favorable,NA,white_collar_or_skilled
60_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,hard_to_say,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
61_b,b,favorable,b,favorable,NA,NA,NA,neverThoughtAboutIt,unfavorable,favorable,good,NA,NA,NA,NA,NA
62_b,b,NA,b,favorableAndUnfavorable,NA,NA,NA,untilBetterPlace,NA,NA,poor,poor,NA,NA,NA,NA
63_b,b,favorable,b,NA,mutual_acomodation,NA,NA,neverThoughtAboutIt,NA,favorable,NA,poor,grade_school_or_less,NA,biracial_living_experience,semiskilled
64_b,b,favorable,b,favorable,conflict,NA,NA,NA,NA,favorable,NA,hard_to_say,grade_school_or_less,NA,no_biracial_living_experience,white_collar_or_skilled
65_b,b,NA,b,favorable,NA,NA,NA,NA,NA,favorable,NA,fair,grade_school_or_less,NA,NA,white_collar_or_skilled
66_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,poor,NA,NA,NA,NA,NA
67_b,b,favorable,b,NA,mutual_acomodation,NA,NA,neverThoughtAboutIt,favorable,NA,poor,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
68_b,b,unfavorable,b,unfavorable,mutual_acomodation,liberalFriend,ambivalent,permanent,NA,favorable,NA,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
69_b,b,favorable,b,NA,mutual_acomodation,NA,NA,neverThoughtAboutIt,NA,favorable,good,fair,NA,NA,no_biracial_living_experience,NA
70_b,b,favorable,b,noComments,NA,NA,NA,permanent,NA,favorable,poor,NA,some_high_school,NA,NA,semiskilled
71_b,b,NA,b,NA,mutual_acomodation,liberalFriend,liberal,untilBetterPlace,NA,favorable,NA,good,NA,NA,biracial_living_experience,NA
72_b,b,NA,b,NA,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,NA,high_school_graduate,favorable,NA,semiskilled
73_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,good,hard_to_say,NA,unfavorable,biracial_living_experience,NA
74_b,b,favorable,b,favorable,NA,NA,NA,permanent,NA,favorable,fair,good,NA,NA,NA,NA
75_b,b,favorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,hard_to_say,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
76_b,b,favorable,b,favorable,conflict,NA,NA,NA,NA,NA,hard_to_say,NA,grade_school_or_less,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
77_b,b,unfavorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,untilOwnHome,NA,favorable,NA,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
78_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,poor,some_high_school,NA,NA,semiskilled
79_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,fair,poor,NA,NA,NA,NA
80_b,b,NA,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,good,poor,grade_school_or_less,NA,NA,semiskilled
81_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,untilOwnHome,NA,NA,good,NA,NA,NA,biracial_living_experience,NA
82_b,b,favorable,b,favorableAndUnfavorable,integration,NA,NA,untilBetterPlace,NA,favorable,NA,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
83_b,b,favorable,b,favorableAndUnfavorable,integration,NA,NA,asLongAsEligible,NA,favorable,NA,poor,high_school_graduate,NA,no_biracial_living_experience,white_collar_or_skilled
84_b,b,favorable,b,favorable,NA,liberalFriend,liberal,untilOwnHome,NA,favorable,NA,NA,NA,NA,NA,NA
85_b,b,favorable,b,favorable,NA,liberalFriend,ambivalent,permanent,NA,NA,NA,fair,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
86_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,good,NA,NA,NA,NA,NA
87_b,b,favorable,b,noComments,NA,NA,NA,NA,NA,favorable,NA,poor,NA,NA,NA,NA
88_b,b,favorable,b,favorable,conflict,NA,NA,untilBetterPlace,NA,NA,NA,NA,NA,favorable,no_biracial_living_experience,NA
89_b,b,favorable,b,NA,integration,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,NA,poor,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
90_b,b,NA,b,unfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,unfavorable,poor,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
91_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,hard_to_say,grade_school_or_less,NA,biracial_living_experience,semiskilled
92_b,b,favorable,b,favorable,NA,NA,NA,NA,favorable,NA,fair,NA,NA,NA,NA,NA
93_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,asLongAsEligible,NA,NA,poor,fair,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
94_b,b,unfavorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,favorable,unfavorable,poor,NA,NA,NA,biracial_living_experience,NA
95_b,b,favorable,b,NA,NA,liberalFriend,ambivalent,asLongAsEligible,NA,favorable,NA,hard_to_say,some_high_school,NA,NA,semiskilled
96_b,b,favorable,b,NA,NA,liberalFriend,liberal,permanent,NA,NA,NA,fair,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
97_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,good,fair,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
98_b,b,unfavorable,b,favorable,mutual_acomodation,NA,NA,neverThoughtAboutIt,NA,favorable,NA,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
99_b,b,favorable,b,favorable,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,NA,good,NA,favorable,NA,NA
100_b,b,favorable,b,favorable,NA,NA,NA,untilOwnHome,NA,favorable,NA,fair,NA,NA,NA,NA
101_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,permanent,NA,favorable,NA,good,NA,NA,biracial_living_experience,NA
102_b,b,favorable,b,noComments,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,poor,grade_school_or_less,NA,NA,semiskilled
103_b,b,NA,b,favorableAndUnfavorable,NA,NA,NA,permanent,NA,favorable,poor,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
104_b,b,NA,b,unfavorable,mutual_acomodation,NA,NA,NA,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
105_b,b,favorable,b,NA,conflict,liberalFriend,liberal,asLongAsEligible,NA,NA,good,NA,high_school_graduate,favorable,biracial_living_experience,white_collar_or_skilled
106_b,b,favorable,b,NA,mutual_acomodation,NA,NA,asLongAsEligible,NA,NA,NA,good,high_school_graduate,NA,biracial_living_experience,semiskilled
107_b,b,favorable,b,NA,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
108_b,b,NA,b,favorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,NA,good,some_high_school,NA,NA,semiskilled
109_b,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,liberal,untilBetterPlace,NA,favorable,fair,NA,NA,NA,biracial_living_experience,NA
110_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,untilOwnHome,NA,NA,poor,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
111_b,b,unfavorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,untilOwnHome,NA,favorable,poor,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
112_b,b,favorable,b,favorable,NA,NA,NA,untilOwnHome,NA,NA,good,good,high_school_graduate,NA,NA,white_collar_or_skilled
113_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,NA,poor,some_high_school,NA,biracial_living_experience,white_collar_or_skilled
114_b,b,favorable,b,NA,conflict,NA,NA,NA,favorable,NA,hard_to_say,NA,some_high_school,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
115_b,b,NA,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,hard_to_say,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
116_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,NA,good,poor,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
117_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,poor,hard_to_say,high_school_graduate,favorable,NA,unskilled_domestic_and_personal_service
118_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,permanent,NA,favorable,poor,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
119_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,NA,poor,some_high_school,NA,NA,white_collar_or_skilled
120_b,b,favorable,b,favorableAndUnfavorable,integration,NA,NA,untilBetterPlace,favorable,favorable,good,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
121_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,good,good,NA,NA,NA,NA
122_b,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,hard_to_say,grade_school_or_less,NA,biracial_living_experience,semiskilled
123_b,b,favorable,b,NA,NA,liberalFriend,liberal,untilBetterPlace,favorable,NA,NA,hard_to_say,grade_school_or_less,NA,NA,white_collar_or_skilled
124_b,b,favorable,b,favorable,NA,liberalFriend,liberal,permanent,NA,favorable,NA,hard_to_say,some_high_school,NA,NA,semiskilled
125_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,good,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
126_b,b,favorable,b,NA,conflict,NA,NA,NA,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
127_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,NA,NA,poor,NA,NA,NA,biracial_living_experience,NA
128_b,b,NA,b,NA,mutual_acomodation,NA,NA,asLongAsEligible,NA,NA,poor,NA,NA,NA,biracial_living_experience,NA
129_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,asLongAsEligible,favorable,favorable,poor,poor,NA,NA,biracial_living_experience,NA
130_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,asLongAsEligible,NA,NA,NA,good,NA,NA,NA,NA
131_b,b,NA,b,favorable,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,NA,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
132_b,b,unfavorable,b,NA,NA,NA,NA,asLongAsEligible,NA,NA,hard_to_say,NA,NA,NA,NA,NA
133_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,favorable,favorable,NA,good,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
134_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA,NA
135_b,b,favorable,b,NA,NA,NA,NA,NA,NA,NA,NA,poor,NA,favorable,NA,NA
136_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,untilBetterPlace,favorable,favorable,hard_to_say,NA,grade_school_or_less,NA,biracial_living_experience,semiskilled
137_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,NA,NA,favorable,fair,fair,grade_school_or_less,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
138_b,b,favorable,b,favorable,NA,liberalFriend,ambivalent,asLongAsEligible,NA,favorable,poor,NA,NA,favorable,NA,NA
139_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,NA,hard_to_say,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
140_b,b,NA,b,NA,mutual_acomodation,NA,NA,untilBetterPlace,NA,favorable,NA,fair,some_high_school,NA,biracial_living_experience,white_collar_or_skilled
141_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,permanent,NA,favorable,poor,NA,NA,unfavorable,biracial_living_experience,NA
142_b,b,favorable,b,NA,integration,liberalFriend,liberal,asLongAsEligible,NA,favorable,hard_to_say,poor,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
143_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,NA,some_high_school,NA,NA,white_collar_or_skilled
144_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
145_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,NA,NA,NA,good,grade_school_or_less,NA,biracial_living_experience,semiskilled
146_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,good,NA,NA,NA,NA,NA
147_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,neverThoughtAboutIt,NA,NA,NA,hard_to_say,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
148_b,b,NA,b,favorable,NA,ambivalentFriend,liberal,NA,NA,favorable,poor,good,NA,NA,NA,NA
149_b,b,NA,b,NA,NA,liberalFriend,liberal,NA,NA,NA,hard_to_say,NA,NA,favorable,NA,NA
150_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
151_b,b,NA,b,favorable,NA,liberalFriend,liberal,untilBetterPlace,NA,NA,NA,good,some_high_school,NA,NA,white_collar_or_skilled
152_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,untilOwnHome,unfavorable,favorable,poor,poor,NA,NA,NA,NA
153_b,b,favorable,b,NA,NA,NA,NA,neverThoughtAboutIt,NA,favorable,NA,poor,high_school_graduate,NA,NA,white_collar_or_skilled
154_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,NA,fair,NA,NA,NA,no_biracial_living_experience,NA
155_b,b,NA,b,favorable,NA,liberalFriend,liberal,permanent,NA,favorable,NA,NA,some_high_school,NA,NA,white_collar_or_skilled
156_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,untilBetterPlace,NA,NA,hard_to_say,poor,NA,NA,no_biracial_living_experience,NA
157_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,asLongAsEligible,favorable,favorable,fair,fair,some_high_school,unfavorable,biracial_living_experience,unskilled_domestic_and_personal_service
158_b,b,favorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,good,NA,NA,favorable,NA,NA
159_b,b,favorable,b,unfavorable,mutual_acomodation,ambivalentFriend,liberal,NA,NA,NA,NA,poor,some_high_school,NA,biracial_living_experience,semiskilled
160_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,neverThoughtAboutIt,NA,favorable,NA,poor,NA,NA,NA,NA
161_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,ambivalent,asLongAsEligible,NA,favorable,poor,hard_to_say,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
162_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,NA,NA,favorable,poor,NA,grade_school_or_less,NA,biracial_living_experience,semiskilled
163_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,fair,NA,some_high_school,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
164_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,favorable,poor,poor,NA,favorable,NA,NA
165_b,b,favorable,b,favorable,NA,liberalFriend,liberal,permanent,NA,NA,NA,NA,high_school_graduate,favorable,NA,white_collar_or_skilled
166_b,b,favorable,b,unfavorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,poor,some_high_school,favorable,NA,semiskilled
167_b,b,unfavorable,b,NA,mutual_acomodation,ambivalentFriend,liberal,neverThoughtAboutIt,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
168_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,permanent,NA,favorable,good,NA,NA,NA,NA,NA
169_b,b,favorable,b,noComments,conflict,NA,NA,neverThoughtAboutIt,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
170_b,b,favorable,b,unfavorable,NA,liberalFriend,ambivalent,NA,NA,favorable,good,NA,NA,NA,NA,NA
171_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,permanent,NA,NA,NA,NA,NA,NA,no_biracial_living_experience,NA
172_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,asLongAsEligible,NA,favorable,hard_to_say,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
173_b,b,favorable,b,NA,integration,NA,NA,neverThoughtAboutIt,NA,favorable,NA,poor,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
174_b,b,favorable,b,NA,mutual_acomodation,NA,NA,permanent,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
175_b,b,favorable,b,favorable,NA,NA,NA,permanent,NA,favorable,poor,good,some_high_school,NA,NA,unskilled_domestic_and_personal_service
176_b,b,favorable,b,NA,mutual_acomodation,NA,NA,neverThoughtAboutIt,NA,favorable,NA,good,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
177_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,NA,NA,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
178_b,b,NA,b,unfavorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,NA,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
179_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,fair,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
180_b,b,unfavorable,b,unfavorable,NA,NA,NA,untilBetterPlace,NA,favorable,poor,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
181_b,b,favorable,b,favorable,NA,NA,NA,untilOwnHome,NA,NA,NA,poor,some_high_school,NA,NA,semiskilled
182_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,untilBetterPlace,NA,NA,NA,fair,some_high_school,NA,NA,white_collar_or_skilled
