id,group,evaluationOfHilltown,group,impressionOfFriends,expectations,attitudeOfFriend,attitude,transiency,evaluationOfManagement,evaluationOfPhysicalAmenities,satisfactionInField,satisfactionInWorkplace,education,evaluationOfCoResidents,pastExperience,occupation
46_b,b,favorable,b,favorable,conflict,NA,NA,asLongAsEligible,NA,favorable,NA,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
47_b,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
48_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,NA,NA,some_high_school,NA,biracial_living_experience,semiskilled
49_b,b,unfavorable,b,favorableAndUnfavorable,NA,NA,NA,NA,favorable,unfavorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
50_b,b,NA,b,favorableAndUnfavorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,NA,poor,grade_school_or_less,NA,NA,semiskilled
51_b,b,NA,b,favorable,integration,NA,NA,neverThoughtAboutIt,favorable,favorable,hard_to_say,hard_to_say,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
52_b,b,NA,b,favorable,NA,NA,NA,NA,NA,NA,hard_to_say,fair,NA,NA,NA,NA
53_b,b,favorable,b,favorableAndUnfavorable,conflict,liberalFriend,liberal,permanent,NA,NA,poor,hard_to_say,NA,NA,no_biracial_living_experience,NA
54_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,good,poor,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
55_b,b,NA,b,NA,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,unfavorable,poor,fair,some_high_school,NA,NA,unskilled_domestic_and_personal_service
56_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,neverThoughtAboutIt,NA,favorable,hard_to_say,good,NA,NA,biracial_living_experience,NA
57_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,fair,NA,NA,favorable,NA,NA
58_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
59_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,favorable,favorable,NA,good,some_high_school,NA,NA,unskilled_domestic_and_personal_service
60_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,permanent,NA,favorable,NA,NA,NA,NA,NA,NA
61_b,b,favorable,b,NA,NA,ambivalentFriend,liberal,permanent,NA,NA,NA,NA,NA,NA,NA,NA
62_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,permanent,NA,favorable,poor,hard_to_say,NA,favorable,biracial_living_experience,NA
63_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,permanent,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
64_b,b,favorable,b,favorable,NA,liberalFriend,liberal,permanent,NA,favorable,NA,good,grade_school_or_less,unfavorable,NA,semiskilled
65_b,b,favorable,b,favorable,NA,NA,NA,permanent,NA,favorable,fair,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
66_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,NA,NA,poor,some_high_school,NA,biracial_living_experience,white_collar_or_skilled
67_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,untilOwnHome,NA,favorable,good,NA,grade_school_or_less,NA,NA,white_collar_or_skilled
68_b,b,NA,b,NA,NA,NA,NA,NA,NA,favorable,NA,NA,grade_school_or_less,NA,NA,semiskilled
69_b,b,favorable,b,NA,NA,NA,NA,untilOwnHome,NA,NA,NA,NA,some_high_school,NA,NA,white_collar_or_skilled
70_b,b,NA,b,NA,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,good,NA,NA,NA,biracial_living_experience,NA
71_b,b,favorable,b,unfavorable,NA,NA,NA,neverThoughtAboutIt,NA,favorable,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
72_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,NA,fair,NA,NA,biracial_living_experience,NA
73_b,b,unfavorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,good,fair,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
74_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,NA,NA,fair,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
75_b,b,favorable,b,noComments,NA,liberalFriend,liberal,NA,NA,favorable,hard_to_say,NA,NA,NA,NA,NA
76_b,b,NA,b,favorable,mutual_acomodation,NA,NA,untilBetterPlace,NA,favorable,NA,poor,grade_school_or_less,NA,biracial_living_experience,semiskilled
77_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,untilBetterPlace,NA,favorable,NA,good,NA,NA,NA,NA
78_b,b,favorable,b,favorable,integration,liberalFriend,liberal,permanent,NA,NA,good,fair,NA,NA,biracial_living_experience,NA
79_b,b,NA,b,favorable,mutual_acomodation,NA,NA,neverThoughtAboutIt,NA,favorable,NA,good,grade_school_or_less,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
80_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,NA,NA,good,NA,NA,biracial_living_experience,NA
81_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,poor,NA,high_school_graduate,NA,no_biracial_living_experience,white_collar_or_skilled
82_b,b,favorable,b,unfavorable,NA,NA,NA,neverThoughtAboutIt,NA,favorable,good,poor,NA,NA,NA,NA
83_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,permanent,NA,favorable,good,NA,high_school_graduate,NA,biracial_living_experience,semiskilled
84_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,unfavorable,NA,fair,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
85_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,unfavorable,good,NA,grade_school_or_less,NA,NA,white_collar_or_skilled
86_b,b,favorable,b,noComments,integration,NA,NA,NA,NA,favorable,fair,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
87_b,b,NA,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
88_b,b,favorable,b,unfavorable,conflict,liberalFriend,liberal,NA,NA,NA,NA,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
89_b,b,favorable,b,NA,conflict,liberalFriend,liberal,untilBetterPlace,NA,favorable,good,fair,NA,NA,biracial_living_experience,NA
90_b,b,NA,b,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA,NA
91_b,b,favorable,b,noComments,conflict,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,fair,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
92_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,asLongAsEligible,favorable,favorable,poor,NA,NA,NA,biracial_living_experience,NA
93_b,b,favorable,b,noComments,mutual_acomodation,NA,NA,asLongAsEligible,NA,NA,NA,NA,some_high_school,NA,biracial_living_experience,white_collar_or_skilled
94_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,favorable,favorable,NA,NA,NA,NA,NA,NA
95_b,b,favorable,b,NA,NA,NA,NA,untilOwnHome,NA,favorable,NA,NA,NA,NA,NA,NA
96_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
97_b,b,favorable,b,noComments,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,NA,NA,some_high_school,NA,NA,white_collar_or_skilled
98_b,b,favorable,b,unfavorable,NA,NA,NA,NA,NA,NA,poor,hard_to_say,some_high_school,NA,NA,unskilled_domestic_and_personal_service
99_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,poor,NA,NA,NA,NA,NA
100_b,b,favorable,b,favorable,NA,liberalFriend,ambivalent,asLongAsEligible,NA,favorable,poor,NA,NA,NA,NA,NA
101_b,b,NA,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,NA,hard_to_say,grade_school_or_less,NA,biracial_living_experience,white_collar_or_skilled
102_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,poor,NA,NA,biracial_living_experience,NA
103_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,NA,poor,high_school_graduate,NA,biracial_living_experience,semiskilled
104_b,b,favorable,b,favorable,conflict,NA,NA,NA,favorable,NA,good,NA,NA,NA,biracial_living_experience,NA
105_b,b,NA,b,favorable,NA,liberalFriend,liberal,untilBetterPlace,NA,NA,good,NA,NA,NA,NA,NA
106_b,b,favorable,b,favorable,mutual_acomodation,ambivalentFriend,liberal,permanent,NA,NA,good,NA,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
107_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
108_b,b,favorable,b,favorableAndUnfavorable,integration,NA,NA,asLongAsEligible,NA,favorable,fair,NA,some_high_school,unfavorable,biracial_living_experience,white_collar_or_skilled
109_b,b,unfavorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
110_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,favorable,favorable,NA,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
111_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,neverThoughtAboutIt,NA,favorable,NA,hard_to_say,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
112_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,good,NA,high_school_graduate,NA,NA,semiskilled
113_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,NA,NA,NA,hard_to_say,NA,NA,NA,biracial_living_experience,NA
114_b,b,favorable,b,NA,NA,NA,NA,NA,NA,unfavorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
115_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,neverThoughtAboutIt,unfavorable,favorable,NA,poor,NA,NA,no_biracial_living_experience,NA
116_b,b,NA,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,NA,NA,NA,NA,NA
117_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,permanent,NA,favorable,NA,hard_to_say,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
118_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,NA,poor,high_school_graduate,favorable,NA,unskilled_domestic_and_personal_service
119_b,b,favorable,b,NA,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
120_b,b,favorable,b,NA,NA,NA,NA,neverThoughtAboutIt,NA,favorable,poor,NA,NA,NA,NA,NA
121_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,permanent,favorable,favorable,NA,NA,grade_school_or_less,NA,biracial_living_experience,white_collar_or_skilled
122_b,b,favorable,b,favorable,integration,liberalFriend,liberal,untilOwnHome,favorable,favorable,NA,NA,grade_school_or_less,NA,biracial_living_experience,semiskilled
123_b,b,favorable,b,favorable,NA,liberalFriend,liberal,untilOwnHome,NA,favorable,NA,good,some_high_school,NA,NA,white_collar_or_skilled
124_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,poor,NA,some_high_school,favorable,biracial_living_experience,semiskilled
125_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
126_b,b,favorable,b,noComments,mutual_acomodation,NA,NA,untilBetterPlace,NA,favorable,good,good,NA,NA,biracial_living_experience,NA
127_b,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,poor,NA,NA,NA,biracial_living_experience,NA
128_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,NA,favorable,poor,hard_to_say,some_high_school,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
129_b,b,favorable,b,favorable,NA,NA,NA,NA,unfavorable,favorable,NA,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
130_b,b,NA,b,favorable,mutual_acomodation,NA,NA,untilOwnHome,NA,favorable,NA,hard_to_say,some_high_school,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
131_b,b,favorable,b,NA,NA,NA,NA,untilBetterPlace,NA,favorable,good,NA,NA,NA,NA,NA
132_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,favorable,NA,good,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
133_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,ambivalent,neverThoughtAboutIt,NA,favorable,poor,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
134_b,b,favorable,b,favorable,NA,NA,NA,permanent,NA,NA,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
135_b,b,favorable,b,unfavorable,NA,ambivalentFriend,ambivalent,NA,favorable,favorable,hard_to_say,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
136_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,poor,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
137_b,b,unfavorable,b,favorableAndUnfavorable,conflict,NA,NA,neverThoughtAboutIt,NA,favorable,poor,NA,some_high_school,NA,biracial_living_experience,semiskilled
138_b,b,favorable,b,NA,mutual_acomodation,NA,NA,permanent,NA,favorable,hard_to_say,NA,NA,NA,biracial_living_experience,NA
139_b,b,NA,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,good,NA,some_high_school,NA,biracial_living_experience,white_collar_or_skilled
140_b,b,favorable,b,NA,mutual_acomodation,NA,NA,neverThoughtAboutIt,favorable,favorable,poor,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
141_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,poor,NA,NA,favorable,NA,NA
142_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,untilBetterPlace,NA,favorable,NA,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
143_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,poor,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
144_b,b,favorable,b,favorable,NA,NA,NA,NA,unfavorable,favorable,poor,NA,NA,NA,NA,NA
145_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,NA,good,good,NA,NA,biracial_living_experience,NA
146_b,b,favorable,b,favorable,NA,liberalFriend,liberal,untilBetterPlace,NA,NA,poor,hard_to_say,some_high_school,NA,NA,unskilled_domestic_and_personal_service
147_b,b,favorable,b,NA,NA,NA,NA,untilBetterPlace,NA,NA,NA,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
148_b,b,favorable,b,favorable,conflict,NA,NA,untilOwnHome,NA,favorable,NA,hard_to_say,high_school_graduate,NA,biracial_living_experience,semiskilled
149_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,permanent,unfavorable,NA,poor,fair,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
150_b,b,NA,b,NA,conflict,NA,NA,untilBetterPlace,NA,favorable,NA,hard_to_say,grade_school_or_less,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
151_b,b,NA,b,favorable,conflict,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,hard_to_say,NA,NA,biracial_living_experience,NA
152_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,ambivalent,permanent,NA,NA,poor,NA,NA,NA,biracial_living_experience,NA
153_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,fair,some_high_school,NA,NA,unskilled_domestic_and_personal_service
154_b,b,favorable,b,noComments,NA,NA,NA,permanent,NA,favorable,NA,good,grade_school_or_less,NA,NA,semiskilled
155_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,NA,good,NA,NA,NA,NA
156_b,b,favorable,b,NA,integration,ambivalentFriend,liberal,asLongAsEligible,NA,NA,poor,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
157_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
158_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,NA,poor,high_school_graduate,unfavorable,NA,unskilled_domestic_and_personal_service
159_b,b,favorable,b,favorable,integration,liberalFriend,liberal,permanent,NA,favorable,fair,poor,NA,NA,no_biracial_living_experience,NA
160_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,NA,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
161_b,b,NA,b,favorable,mutual_acomodation,liberalFriend,ambivalent,NA,NA,NA,NA,hard_to_say,NA,NA,biracial_living_experience,NA
162_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,fair,NA,NA,biracial_living_experience,NA
163_b,b,favorable,b,noComments,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,NA,NA,some_high_school,NA,NA,semiskilled
164_b,b,favorable,b,favorable,NA,NA,NA,untilBetterPlace,NA,favorable,NA,NA,some_high_school,NA,NA,semiskilled
165_b,b,favorable,b,favorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,NA,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
166_b,b,favorable,b,favorable,integration,NA,NA,asLongAsEligible,NA,favorable,poor,poor,NA,unfavorable,biracial_living_experience,NA
167_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,permanent,NA,NA,NA,poor,NA,NA,biracial_living_experience,NA
168_b,b,NA,b,NA,NA,NA,NA,NA,NA,NA,good,NA,NA,NA,NA,NA
169_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,permanent,NA,NA,hard_to_say,NA,NA,NA,no_biracial_living_experience,NA
170_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,untilOwnHome,NA,favorable,poor,poor,NA,NA,biracial_living_experience,NA
171_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,poor,NA,NA,NA,NA
172_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,poor,grade_school_or_less,NA,NA,semiskilled
173_b,b,unfavorable,b,NA,NA,NA,NA,NA,NA,favorable,hard_to_say,NA,grade_school_or_less,NA,NA,semiskilled
174_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,poor,grade_school_or_less,NA,NA,white_collar_or_skilled
175_b,b,favorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
176_b,b,favorable,b,favorable,integration,NA,NA,untilBetterPlace,NA,NA,NA,hard_to_say,some_high_school,favorable,biracial_living_experience,white_collar_or_skilled
177_b,b,favorable,b,favorable,NA,NA,NA,neverThoughtAboutIt,NA,favorable,fair,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
178_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,fair,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
179_b,b,favorable,b,unfavorable,NA,NA,NA,asLongAsEligible,NA,NA,poor,poor,NA,favorable,NA,NA
180_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,NA,NA,NA,no_biracial_living_experience,NA
181_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,favorable,NA,fair,some_high_school,NA,NA,unskilled_domestic_and_personal_service
