id,group,evaluationOfHilltown,group,impressionOfFriends,expectations,attitudeOfFriend,attitude,transiency,evaluationOfManagement,evaluationOfPhysicalAmenities,satisfactionInField,satisfactionInWorkplace,education,evaluationOfCoResidents,pastExperience,occupation
30_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,favorable,NA,hard_to_say,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
31_b,b,favorable,b,favorable,NA,NA,NA,neverThoughtAboutIt,unfavorable,favorable,poor,poor,NA,NA,NA,NA
32_b,b,favorable,b,favorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,poor,poor,NA,favorable,NA,NA
33_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,hard_to_say,good,NA,NA,NA,NA
34_b,b,favorable,b,NA,NA,ambivalentFriend,ambivalent,NA,NA,favorable,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
35_b,b,NA,b,favorableAndUnfavorable,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
36_b,b,favorable,b,NA,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,poor,NA,NA,favorable,NA,NA
37_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,NA,some_high_school,NA,NA,semiskilled
38_b,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,no_biracial_living_experience,NA
39_b,b,NA,b,NA,mutual_acomodation,NA,NA,permanent,NA,NA,NA,poor,grade_school_or_less,NA,biracial_living_experience,white_collar_or_skilled
40_b,b,unfavorable,b,NA,conflict,NA,NA,NA,NA,favorable,NA,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
41_b,b,NA,b,favorable,conflict,NA,NA,asLongAsEligible,favorable,favorable,NA,poor,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
42_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,hard_to_say,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
43_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,NA,high_school_graduate,favorable,NA,semiskilled
44_b,b,NA,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,NA,poor,NA,NA,biracial_living_experience,NA
45_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,ambivalent,neverThoughtAboutIt,NA,favorable,good,good,NA,NA,biracial_living_experience,NA
46_b,b,favorable,b,favorableAndUnfavorable,NA,ambivalentFriend,ambivalent,asLongAsEligible,favorable,favorable,NA,good,high_school_graduate,NA,NA,white_collar_or_skilled
47_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,permanent,NA,NA,poor,fair,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
48_b,b,favorable,b,favorable,conflict,NA,NA,NA,NA,NA,NA,NA,NA,NA,biracial_living_experience,NA
49_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,NA,hard_to_say,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
50_b,b,favorable,b,favorable,NA,NA,NA,untilBetterPlace,NA,NA,poor,NA,NA,NA,NA,NA
51_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,good,grade_school_or_less,unfavorable,NA,unskilled_domestic_and_personal_service
52_b,b,favorable,b,NA,NA,NA,NA,untilBetterPlace,NA,favorable,hard_to_say,good,some_high_school,NA,NA,unskilled_domestic_and_personal_service
53_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
54_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
55_b,b,unfavorable,b,favorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
56_b,b,favorable,b,NA,NA,liberalFriend,liberal,untilBetterPlace,NA,NA,poor,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
57_b,b,NA,b,unfavorable,conflict,NA,NA,neverThoughtAboutIt,NA,favorable,good,poor,NA,NA,biracial_living_experience,NA
58_b,b,favorable,b,favorable,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,NA,NA,grade_school_or_less,unfavorable,NA,unskilled_domestic_and_personal_service
59_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,asLongAsEligible,NA,favorable,NA,NA,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
60_b,b,NA,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,hard_to_say,NA,some_high_school,favorable,biracial_living_experience,white_collar_or_skilled
61_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,favorable,good,fair,NA,favorable,NA,NA
62_b,b,NA,b,NA,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,good,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
63_b,b,unfavorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,poor,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
64_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,poor,hard_to_say,NA,NA,NA,NA
65_b,b,NA,b,NA,NA,NA,NA,neverThoughtAboutIt,NA,favorable,NA,hard_to_say,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
66_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,favorable,favorable,good,NA,NA,NA,NA,NA
67_b,b,favorable,b,favorable,NA,NA,NA,neverThoughtAboutIt,NA,favorable,good,poor,some_high_school,NA,NA,semiskilled
68_b,b,NA,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,neverThoughtAboutIt,NA,NA,poor,NA,NA,NA,biracial_living_experience,NA
69_b,b,unfavorable,b,favorable,mutual_acomodation,NA,NA,NA,favorable,favorable,NA,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
70_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,good,good,NA,NA,NA,NA
71_b,b,NA,b,favorable,NA,liberalFriend,ambivalent,permanent,NA,favorable,poor,good,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
72_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
73_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,NA,NA,good,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
74_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,good,NA,NA,NA,biracial_living_experience,NA
75_b,b,NA,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,fair,poor,NA,NA,biracial_living_experience,NA
76_b,b,unfavorable,b,NA,NA,NA,NA,permanent,NA,favorable,poor,poor,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
77_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,good,poor,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
78_b,b,favorable,b,unfavorable,NA,NA,NA,asLongAsEligible,NA,favorable,poor,NA,NA,NA,NA,NA
79_b,b,favorable,b,favorable,NA,NA,NA,neverThoughtAboutIt,NA,NA,NA,good,NA,NA,NA,NA
80_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,poor,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
81_b,b,NA,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,fair,fair,NA,NA,NA,NA
82_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,neverThoughtAboutIt,NA,favorable,NA,NA,high_school_graduate,NA,biracial_living_experience,semiskilled
83_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,ambivalent,untilBetterPlace,NA,favorable,NA,NA,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
84_b,b,favorable,b,favorableAndUnfavorable,conflict,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,fair,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
85_b,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,liberal,untilBetterPlace,NA,NA,NA,poor,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
86_b,b,NA,b,favorable,conflict,NA,NA,neverThoughtAboutIt,NA,NA,NA,poor,NA,NA,biracial_living_experience,NA
87_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,poor,NA,NA,NA,NA
88_b,b,NA,b,noComments,mutual_acomodation,NA,NA,permanent,NA,favorable,poor,hard_to_say,some_high_school,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
89_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,good,poor,NA,NA,biracial_living_experience,NA
90_b,b,favorable,b,unfavorable,NA,NA,NA,untilBetterPlace,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
91_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,hard_to_say,some_high_school,NA,NA,white_collar_or_skilled
92_b,b,favorable,b,favorable,NA,NA,NA,permanent,NA,favorable,poor,fair,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
93_b,b,favorable,b,favorable,conflict,ambivalentFriend,liberal,asLongAsEligible,NA,favorable,NA,poor,NA,NA,no_biracial_living_experience,NA
94_b,b,favorable,b,unfavorable,NA,liberalFriend,ambivalent,NA,NA,NA,fair,hard_to_say,NA,NA,NA,NA
95_b,b,favorable,b,unfavorable,integration,NA,NA,NA,NA,favorable,poor,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
96_b,b,favorable,b,favorableAndUnfavorable,conflict,ambivalentFriend,liberal,asLongAsEligible,favorable,favorable,good,fair,NA,NA,biracial_living_experience,NA
97_b,b,favorable,b,noComments,mutual_acomodation,NA,NA,asLongAsEligible,NA,NA,poor,hard_to_say,NA,NA,biracial_living_experience,NA
98_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,NA,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
99_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,favorable,NA,NA,NA,favorable,NA,NA
100_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA,NA
101_b,b,favorable,b,unfavorable,conflict,liberalFriend,liberal,NA,NA,NA,NA,poor,some_high_school,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
102_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,NA,NA,good,NA,favorable,biracial_living_experience,NA
103_b,b,favorable,b,NA,integration,NA,NA,asLongAsEligible,NA,favorable,NA,hard_to_say,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
104_b,b,favorable,b,favorableAndUnfavorable,conflict,NA,NA,asLongAsEligible,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
105_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,neverThoughtAboutIt,unfavorable,favorable,hard_to_say,NA,grade_school_or_less,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
106_b,b,favorable,b,favorable,NA,liberalFriend,liberal,permanent,favorable,favorable,poor,fair,NA,NA,NA,NA
107_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,hard_to_say,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
108_b,b,NA,b,favorable,mutual_acomodation,liberalFriend,liberal,untilBetterPlace,NA,favorable,poor,NA,some_high_school,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
109_b,b,favorable,b,NA,NA,NA,NA,neverThoughtAboutIt,NA,NA,fair,good,NA,favorable,NA,NA
110_b,b,favorable,b,noComments,integration,liberalFriend,liberal,NA,NA,NA,poor,poor,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
111_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,favorable,favorable,NA,NA,some_high_school,NA,NA,semiskilled
112_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,poor,some_high_school,NA,biracial_living_experience,semiskilled
113_b,b,NA,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,fair,NA,NA,NA,NA,NA
114_b,b,NA,b,favorable,integration,liberalFriend,liberal,untilBetterPlace,NA,NA,NA,hard_to_say,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
115_b,b,favorable,b,favorable,conflict,NA,NA,NA,favorable,favorable,fair,NA,grade_school_or_less,favorable,no_biracial_living_experience,unskilled_domestic_and_personal_service
116_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,permanent,NA,NA,NA,hard_to_say,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
117_b,b,favorable,b,NA,NA,NA,NA,permanent,NA,favorable,NA,NA,NA,NA,NA,NA
118_b,b,unfavorable,b,unfavorable,NA,liberalFriend,liberal,permanent,NA,favorable,good,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
119_b,b,favorable,b,noComments,NA,NA,NA,untilBetterPlace,NA,favorable,NA,NA,some_high_school,NA,NA,semiskilled
120_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,NA,unfavorable,NA,NA,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
121_b,b,unfavorable,b,favorableAndUnfavorable,NA,NA,NA,asLongAsEligible,NA,NA,NA,hard_to_say,NA,NA,NA,NA
122_b,b,favorable,b,NA,mutual_acomodation,NA,NA,permanent,favorable,favorable,good,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
123_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,neverThoughtAboutIt,unfavorable,NA,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
124_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,favorable,favorable,NA,good,NA,favorable,NA,NA
125_b,b,favorable,b,favorableAndUnfavorable,integration,liberalFriend,liberal,permanent,NA,NA,NA,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
126_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,untilBetterPlace,favorable,favorable,good,NA,some_high_school,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
127_b,b,NA,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,untilBetterPlace,NA,favorable,NA,poor,high_school_graduate,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
128_b,b,favorable,b,unfavorable,NA,NA,NA,untilBetterPlace,NA,NA,fair,NA,NA,NA,NA,NA
129_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
130_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
131_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,good,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
132_b,b,favorable,b,favorable,integration,NA,NA,untilBetterPlace,NA,NA,poor,poor,NA,NA,biracial_living_experience,NA
133_b,b,NA,b,favorable,mutual_acomodation,liberalFriend,liberal,untilOwnHome,NA,favorable,good,NA,NA,NA,biracial_living_experience,NA
134_b,b,favorable,b,favorable,conflict,NA,NA,NA,NA,favorable,good,poor,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
135_b,b,favorable,b,favorable,NA,liberalFriend,ambivalent,neverThoughtAboutIt,NA,favorable,poor,poor,NA,NA,NA,NA
136_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,permanent,NA,unfavorable,poor,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
137_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,favorable,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
138_b,b,unfavorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,poor,some_high_school,NA,NA,white_collar_or_skilled
139_b,b,unfavorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
140_b,b,favorable,b,favorable,NA,NA,NA,neverThoughtAboutIt,NA,NA,NA,poor,grade_school_or_less,NA,NA,semiskilled
141_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
142_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,fair,fair,NA,NA,NA,NA
143_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,poor,NA,NA,NA,NA,NA
144_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,untilBetterPlace,NA,NA,NA,fair,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
145_b,b,NA,b,NA,conflict,liberalFriend,liberal,NA,NA,favorable,NA,NA,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
146_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
147_b,b,favorable,b,favorable,NA,NA,NA,untilBetterPlace,NA,favorable,NA,fair,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
148_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
149_b,b,NA,b,favorable,NA,NA,NA,permanent,NA,NA,NA,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
150_b,b,NA,b,favorable,mutual_acomodation,NA,NA,NA,favorable,favorable,poor,good,NA,NA,biracial_living_experience,NA
151_b,b,unfavorable,b,unfavorable,NA,NA,NA,permanent,NA,NA,good,NA,NA,favorable,NA,NA
152_b,b,favorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,poor,NA,NA,NA,NA,NA
153_b,b,favorable,b,NA,NA,NA,NA,permanent,NA,favorable,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
154_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,poor,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
155_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,good,grade_school_or_less,favorable,NA,white_collar_or_skilled
156_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,poor,grade_school_or_less,favorable,NA,white_collar_or_skilled
157_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
158_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,fair,NA,NA,NA,NA,NA
159_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,good,NA,NA,NA,NA,NA
160_b,b,NA,b,favorableAndUnfavorable,NA,NA,NA,neverThoughtAboutIt,NA,unfavorable,NA,good,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
161_b,b,favorable,b,NA,NA,NA,NA,untilBetterPlace,NA,favorable,hard_to_say,NA,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
162_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,untilBetterPlace,NA,NA,good,hard_to_say,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
163_b,b,favorable,b,NA,integration,NA,NA,untilBetterPlace,NA,favorable,NA,hard_to_say,high_school_graduate,NA,no_biracial_living_experience,semiskilled
164_b,b,NA,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,favorable,favorable,NA,poor,high_school_graduate,NA,NA,semiskilled
165_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
166_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,poor,fair,some_high_school,NA,NA,unskilled_domestic_and_personal_service
167_b,b,favorable,b,favorableAndUnfavorable,conflict,NA,NA,NA,NA,NA,good,NA,some_high_school,favorable,biracial_living_experience,white_collar_or_skilled
168_b,b,NA,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,asLongAsEligible,favorable,NA,good,NA,NA,favorable,biracial_living_experience,NA
169_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,neverThoughtAboutIt,NA,NA,NA,fair,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
170_b,b,favorable,b,noComments,mutual_acomodation,liberalFriend,ambivalent,asLongAsEligible,NA,NA,good,good,some_high_school,NA,biracial_living_experience,semiskilled
171_b,b,favorable,b,favorableAndUnfavorable,NA,ambivalentFriend,liberal,asLongAsEligible,NA,NA,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
172_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
173_b,b,unfavorable,b,NA,mutual_acomodation,NA,NA,NA,NA,NA,NA,hard_to_say,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
174_b,b,favorable,b,noComments,NA,liberalFriend,liberal,untilOwnHome,favorable,favorable,good,poor,NA,NA,NA,NA
175_b,b,unfavorable,b,NA,NA,NA,NA,NA,NA,favorable,poor,NA,NA,NA,NA,NA
176_b,b,favorable,b,unfavorable,conflict,NA,NA,asLongAsEligible,NA,NA,poor,poor,NA,NA,no_biracial_living_experience,NA
177_b,b,favorable,b,favorable,integration,NA,NA,asLongAsEligible,NA,favorable,poor,NA,some_high_school,NA,biracial_living_experience,semiskilled
178_b,b,favorable,b,noComments,mutual_acomodation,NA,NA,asLongAsEligible,NA,NA,poor,poor,NA,NA,biracial_living_experience,NA
179_b,b,NA,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,some_high_school,NA,NA,white_collar_or_skilled
180_b,b,favorable,b,NA,mutual_acomodation,NA,NA,permanent,NA,NA,NA,hard_to_say,NA,NA,biracial_living_experience,NA
181_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,NA,hard_to_say,some_high_school,favorable,NA,white_collar_or_skilled
182_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,untilBetterPlace,NA,NA,good,NA,NA,NA,NA,NA
