id,group,evaluationOfHilltown,group,impressionOfFriends,expectations,attitudeOfFriend,attitude,transiency,evaluationOfManagement,evaluationOfPhysicalAmenities,satisfactionInField,satisfactionInWorkplace,education,evaluationOfCoResidents,pastExperience,occupation
13_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
14_b,b,favorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,hard_to_say,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
15_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,poor,NA,NA,NA,NA,NA
16_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,ambivalent,NA,NA,NA,poor,poor,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
17_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,poor,NA,NA,NA,NA,NA
18_b,b,favorable,b,NA,NA,NA,NA,NA,NA,NA,good,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
19_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,asLongAsEligible,NA,NA,fair,good,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
20_b,b,favorable,b,favorable,conflict,NA,NA,asLongAsEligible,NA,favorable,NA,fair,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
21_b,b,favorable,b,NA,NA,ambivalentFriend,liberal,NA,NA,favorable,good,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
22_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,favorable,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
23_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,fair,poor,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
24_b,b,favorable,b,unfavorable,NA,NA,NA,asLongAsEligible,NA,NA,NA,NA,grade_school_or_less,NA,NA,white_collar_or_skilled
25_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,untilOwnHome,NA,favorable,NA,NA,grade_school_or_less,NA,biracial_living_experience,semiskilled
26_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,untilOwnHome,NA,favorable,NA,poor,NA,NA,biracial_living_experience,NA
27_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,permanent,NA,favorable,fair,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
28_b,b,favorable,b,favorable,integration,liberalFriend,liberal,untilOwnHome,NA,NA,NA,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
29_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,permanent,favorable,NA,NA,poor,NA,NA,NA,NA
30_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
31_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,unfavorable,favorable,NA,hard_to_say,grade_school_or_less,favorable,biracial_living_experience,white_collar_or_skilled
32_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,permanent,NA,favorable,NA,NA,NA,NA,NA,NA
33_b,b,favorable,b,unfavorable,conflict,liberalFriend,liberal,untilBetterPlace,NA,favorable,fair,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
34_b,b,favorable,b,NA,conflict,NA,NA,asLongAsEligible,NA,favorable,good,poor,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
35_b,b,favorable,b,NA,NA,NA,NA,permanent,favorable,NA,poor,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
36_b,b,favorable,b,noComments,NA,liberalFriend,liberal,NA,NA,favorable,poor,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
37_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,untilBetterPlace,NA,favorable,good,NA,NA,NA,biracial_living_experience,NA
38_b,b,NA,b,NA,NA,liberalFriend,ambivalent,neverThoughtAboutIt,NA,favorable,poor,NA,NA,NA,NA,NA
39_b,b,NA,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,good,NA,NA,NA,NA,NA
40_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,NA,NA,fair,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
41_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,poor,hard_to_say,NA,NA,biracial_living_experience,NA
42_b,b,favorable,b,NA,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,NA,poor,grade_school_or_less,NA,biracial_living_experience,semiskilled
43_b,b,favorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,good,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
44_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,untilBetterPlace,NA,favorable,good,poor,NA,favorable,biracial_living_experience,NA
45_b,b,favorable,b,favorable,NA,NA,NA,untilBetterPlace,NA,NA,hard_to_say,hard_to_say,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
46_b,b,favorable,b,unfavorable,NA,ambivalentFriend,liberal,asLongAsEligible,NA,favorable,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
47_b,b,NA,b,favorable,NA,NA,NA,neverThoughtAboutIt,NA,favorable,poor,NA,grade_school_or_less,NA,NA,white_collar_or_skilled
48_b,b,favorable,b,favorable,conflict,ambivalentFriend,liberal,asLongAsEligible,NA,NA,NA,NA,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
49_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,favorable,favorable,good,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
50_b,b,favorable,b,NA,integration,liberalFriend,liberal,untilBetterPlace,NA,NA,poor,poor,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
51_b,b,NA,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,hard_to_say,NA,high_school_graduate,NA,NA,white_collar_or_skilled
52_b,b,NA,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,poor,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
53_b,b,favorable,b,favorable,integration,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,NA,poor,some_high_school,unfavorable,biracial_living_experience,unskilled_domestic_and_personal_service
54_b,b,favorable,b,favorable,NA,NA,NA,neverThoughtAboutIt,NA,NA,NA,poor,NA,NA,NA,NA
55_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,untilBetterPlace,NA,NA,good,poor,NA,NA,NA,NA
56_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,favorable,favorable,NA,poor,grade_school_or_less,NA,NA,semiskilled
57_b,b,NA,b,favorable,NA,liberalFriend,ambivalent,asLongAsEligible,NA,favorable,NA,fair,NA,NA,NA,NA
58_b,b,NA,b,NA,NA,NA,NA,neverThoughtAboutIt,NA,NA,good,NA,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
59_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,untilOwnHome,NA,favorable,poor,hard_to_say,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
60_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,permanent,NA,favorable,NA,fair,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
61_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,neverThoughtAboutIt,NA,NA,NA,hard_to_say,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
62_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
63_b,b,favorable,b,favorable,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,poor,NA,NA,favorable,NA,NA
64_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,poor,some_high_school,NA,NA,white_collar_or_skilled
65_b,b,favorable,b,NA,mutual_acomodation,NA,NA,asLongAsEligible,NA,NA,NA,NA,some_high_school,NA,biracial_living_experience,semiskilled
66_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,neverThoughtAboutIt,NA,NA,NA,NA,high_school_graduate,NA,NA,white_collar_or_skilled
67_b,b,favorable,b,NA,NA,NA,NA,neverThoughtAboutIt,NA,favorable,poor,NA,NA,NA,NA,NA
68_b,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,good,NA,NA,favorable,biracial_living_experience,NA
69_b,b,favorable,b,NA,mutual_acomodation,NA,NA,asLongAsEligible,NA,NA,NA,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
70_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,untilBetterPlace,NA,NA,poor,fair,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
71_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,hard_to_say,grade_school_or_less,NA,NA,white_collar_or_skilled
72_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,untilBetterPlace,NA,favorable,NA,good,grade_school_or_less,NA,biracial_living_experience,semiskilled
73_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,poor,NA,NA,biracial_living_experience,NA
74_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,good,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
75_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,NA,fair,NA,NA,NA,biracial_living_experience,NA
76_b,b,favorable,b,unfavorable,NA,NA,NA,NA,NA,favorable,poor,poor,NA,NA,NA,NA
77_b,b,unfavorable,b,favorable,NA,NA,NA,untilBetterPlace,NA,favorable,NA,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
78_b,b,NA,b,favorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,NA,poor,some_high_school,NA,biracial_living_experience,semiskilled
79_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,ambivalent,neverThoughtAboutIt,NA,favorable,fair,NA,NA,NA,biracial_living_experience,NA
80_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,poor,some_high_school,NA,NA,semiskilled
81_b,b,favorable,b,favorable,NA,NA,NA,permanent,NA,NA,poor,NA,NA,NA,NA,NA
82_b,b,favorable,b,favorableAndUnfavorable,conflict,liberalFriend,liberal,NA,NA,favorable,poor,poor,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
83_b,b,favorable,b,favorable,mutual_acomodation,ambivalentFriend,liberal,asLongAsEligible,unfavorable,favorable,NA,good,some_high_school,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
84_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,poor,NA,NA,NA,NA
85_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,good,hard_to_say,NA,NA,NA,NA
86_b,b,NA,b,NA,NA,ambivalentFriend,liberal,neverThoughtAboutIt,NA,NA,NA,poor,some_high_school,favorable,NA,semiskilled
87_b,b,unfavorable,b,favorable,conflict,NA,NA,permanent,NA,favorable,NA,NA,some_high_school,favorable,no_biracial_living_experience,white_collar_or_skilled
88_b,b,NA,b,noComments,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,NA,hard_to_say,NA,NA,NA,NA
89_b,b,NA,b,NA,NA,NA,NA,permanent,NA,favorable,NA,poor,NA,NA,NA,NA
90_b,b,unfavorable,b,NA,mutual_acomodation,NA,NA,permanent,NA,NA,NA,NA,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
91_b,b,favorable,b,NA,NA,NA,NA,NA,NA,unfavorable,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
92_b,b,favorable,b,favorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,hard_to_say,hard_to_say,some_high_school,NA,NA,unskilled_domestic_and_personal_service
93_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,poor,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
94_b,b,favorable,b,NA,NA,NA,NA,untilOwnHome,favorable,NA,NA,hard_to_say,some_high_school,NA,NA,white_collar_or_skilled
95_b,b,NA,b,favorable,NA,NA,NA,NA,NA,NA,poor,hard_to_say,NA,favorable,NA,NA
96_b,b,favorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,NA,fair,grade_school_or_less,NA,NA,semiskilled
97_b,b,favorable,b,NA,NA,liberalFriend,liberal,untilOwnHome,NA,NA,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
98_b,b,NA,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,NA,favorable,poor,poor,NA,NA,biracial_living_experience,NA
99_b,b,favorable,b,NA,mutual_acomodation,NA,NA,untilOwnHome,NA,favorable,NA,hard_to_say,NA,NA,biracial_living_experience,NA
100_b,b,favorable,b,NA,NA,NA,NA,NA,NA,NA,NA,good,NA,NA,NA,NA
101_b,b,favorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,good,poor,NA,NA,NA,NA
102_b,b,favorable,b,favorable,NA,NA,NA,untilBetterPlace,NA,favorable,NA,hard_to_say,grade_school_or_less,NA,NA,white_collar_or_skilled
103_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,NA,NA,favorable,good,NA,NA,NA,biracial_living_experience,NA
104_b,b,favorable,b,favorable,NA,liberalFriend,liberal,untilBetterPlace,NA,unfavorable,poor,NA,NA,NA,NA,NA
105_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,neverThoughtAboutIt,NA,NA,fair,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
106_b,b,NA,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,NA,poor,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
107_b,b,favorable,b,NA,mutual_acomodation,NA,NA,untilOwnHome,NA,favorable,NA,poor,high_school_graduate,NA,biracial_living_experience,semiskilled
108_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,untilBetterPlace,NA,favorable,NA,fair,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
109_b,b,favorable,b,favorable,conflict,NA,NA,NA,NA,NA,good,NA,NA,NA,biracial_living_experience,NA
110_b,b,unfavorable,b,favorable,integration,NA,NA,NA,NA,NA,good,fair,NA,NA,biracial_living_experience,NA
111_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
112_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,ambivalent,asLongAsEligible,NA,NA,NA,fair,some_high_school,NA,biracial_living_experience,white_collar_or_skilled
113_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,fair,poor,NA,favorable,NA,NA
114_b,b,favorable,b,NA,integration,NA,NA,NA,NA,NA,fair,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
115_b,b,NA,b,noComments,mutual_acomodation,ambivalentFriend,ambivalent,NA,NA,NA,poor,poor,NA,NA,biracial_living_experience,NA
116_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,untilBetterPlace,NA,favorable,good,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
117_b,b,favorable,b,favorable,conflict,NA,NA,untilOwnHome,NA,NA,poor,NA,high_school_graduate,NA,no_biracial_living_experience,white_collar_or_skilled
118_b,b,favorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,good,hard_to_say,NA,NA,NA,NA
119_b,b,favorable,b,favorableAndUnfavorable,conflict,NA,NA,asLongAsEligible,NA,favorable,NA,NA,high_school_graduate,NA,biracial_living_experience,semiskilled
120_b,b,favorable,b,NA,mutual_acomodation,NA,NA,permanent,NA,NA,NA,NA,NA,NA,biracial_living_experience,NA
121_b,b,favorable,b,unfavorable,NA,NA,NA,NA,favorable,NA,fair,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
122_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,NA,NA,poor,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
123_b,b,favorable,b,favorable,integration,NA,NA,NA,NA,NA,hard_to_say,NA,NA,NA,biracial_living_experience,NA
124_b,b,unfavorable,b,NA,NA,NA,NA,neverThoughtAboutIt,NA,NA,NA,poor,high_school_graduate,favorable,NA,white_collar_or_skilled
125_b,b,favorable,b,favorable,integration,NA,NA,untilOwnHome,NA,favorable,NA,poor,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
126_b,b,favorable,b,NA,NA,liberalFriend,ambivalent,asLongAsEligible,NA,favorable,NA,NA,high_school_graduate,favorable,NA,semiskilled
127_b,b,unfavorable,b,NA,NA,NA,NA,permanent,NA,favorable,NA,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
128_b,b,favorable,b,favorable,NA,liberalFriend,liberal,permanent,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
129_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,unfavorable,favorable,NA,NA,some_high_school,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
130_b,b,NA,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,unfavorable,poor,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
131_b,b,NA,b,favorable,NA,ambivalentFriend,liberal,asLongAsEligible,NA,favorable,poor,poor,NA,favorable,NA,NA
132_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,ambivalent,asLongAsEligible,NA,NA,fair,NA,NA,NA,biracial_living_experience,NA
133_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,NA,poor,poor,NA,favorable,biracial_living_experience,NA
134_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,good,some_high_school,NA,NA,unskilled_domestic_and_personal_service
135_b,b,favorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,favorable,favorable,poor,poor,NA,favorable,NA,NA
136_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,NA,NA,favorable,NA,fair,grade_school_or_less,NA,biracial_living_experience,semiskilled
137_b,b,NA,b,unfavorable,mutual_acomodation,NA,NA,neverThoughtAboutIt,NA,favorable,hard_to_say,NA,NA,NA,biracial_living_experience,NA
138_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,permanent,NA,NA,hard_to_say,NA,NA,NA,biracial_living_experience,NA
139_b,b,unfavorable,b,favorable,NA,NA,NA,NA,NA,NA,NA,hard_to_say,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
140_b,b,NA,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,poor,NA,NA,NA,NA
141_b,b,favorable,b,unfavorable,mutual_acomodation,ambivalentFriend,liberal,asLongAsEligible,NA,favorable,poor,poor,NA,NA,biracial_living_experience,NA
142_b,b,unfavorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,hard_to_say,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
143_b,b,NA,b,favorable,conflict,NA,NA,neverThoughtAboutIt,NA,favorable,NA,good,grade_school_or_less,NA,biracial_living_experience,white_collar_or_skilled
144_b,b,NA,b,NA,NA,NA,NA,asLongAsEligible,NA,NA,poor,hard_to_say,NA,NA,NA,NA
145_b,b,favorable,b,NA,NA,NA,NA,neverThoughtAboutIt,NA,favorable,poor,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
146_b,b,NA,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,untilBetterPlace,NA,NA,good,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
147_b,b,favorable,b,favorable,NA,NA,NA,untilBetterPlace,NA,favorable,poor,NA,NA,favorable,NA,NA
148_b,b,favorable,b,noComments,NA,NA,NA,asLongAsEligible,NA,favorable,NA,fair,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
149_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,biracial_living_experience,NA
150_b,b,favorable,b,favorable,NA,NA,NA,permanent,NA,NA,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
151_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,favorable,favorable,NA,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
152_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
153_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,permanent,NA,NA,poor,NA,NA,NA,biracial_living_experience,NA
154_b,b,favorable,b,favorable,conflict,ambivalentFriend,liberal,untilOwnHome,NA,favorable,hard_to_say,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
155_b,b,favorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,good,NA,NA,NA,NA,NA
156_b,b,NA,b,NA,NA,ambivalentFriend,liberal,permanent,NA,NA,NA,poor,grade_school_or_less,NA,NA,white_collar_or_skilled
157_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,untilBetterPlace,NA,favorable,NA,hard_to_say,high_school_graduate,NA,biracial_living_experience,semiskilled
158_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,neverThoughtAboutIt,NA,NA,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
159_b,b,favorable,b,favorable,NA,liberalFriend,liberal,permanent,NA,favorable,poor,NA,NA,NA,NA,NA
160_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,asLongAsEligible,NA,NA,poor,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
161_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,untilBetterPlace,NA,favorable,fair,poor,NA,NA,biracial_living_experience,NA
162_b,b,NA,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,favorable,NA,good,NA,NA,NA,NA,NA
163_b,b,favorable,b,unfavorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,poor,grade_school_or_less,unfavorable,NA,white_collar_or_skilled
164_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,NA,high_school_graduate,NA,NA,semiskilled
165_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
166_b,b,favorable,b,NA,conflict,liberalFriend,liberal,NA,NA,favorable,NA,poor,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
167_b,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,ambivalent,NA,NA,favorable,hard_to_say,good,high_school_graduate,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
168_b,b,NA,b,favorable,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,good,hard_to_say,some_high_school,NA,NA,semiskilled
169_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,NA,poor,hard_to_say,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
170_b,b,favorable,b,NA,NA,NA,NA,untilBetterPlace,NA,NA,poor,NA,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
171_b,b,favorable,b,favorable,integration,NA,NA,asLongAsEligible,NA,NA,NA,fair,grade_school_or_less,NA,biracial_living_experience,semiskilled
172_b,b,favorable,b,noComments,mutual_acomodation,NA,NA,NA,NA,NA,NA,poor,NA,NA,biracial_living_experience,NA
173_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,good,NA,NA,NA,NA,NA
174_b,b,favorable,b,favorable,NA,NA,NA,neverThoughtAboutIt,NA,NA,NA,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
175_b,b,NA,b,favorable,NA,NA,NA,permanent,NA,favorable,NA,poor,NA,NA,NA,NA
176_b,b,favorable,b,unfavorable,conflict,NA,NA,asLongAsEligible,NA,NA,NA,poor,NA,NA,biracial_living_experience,NA
177_b,b,favorable,b,NA,integration,liberalFriend,liberal,permanent,favorable,favorable,poor,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
178_b,b,favorable,b,NA,mutual_acomodation,NA,NA,asLongAsEligible,NA,NA,NA,poor,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
179_b,b,NA,b,favorable,integration,liberalFriend,ambivalent,untilOwnHome,NA,favorable,poor,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
180_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,NA,fair,NA,NA,NA,NA,NA
181_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,NA,hard_to_say,fair,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
