evaluationOfHilltown,transiency,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,pastExperience,evaluationOfPhysicalAmenities,satisfactionInField,education,evaluationOfCoResidents,evaluationOfManagement,occupation
favorable,NA,favorableAndUnfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,favorable,conflict,NA,NA,poor,biracialLivingExperience,NA,hardToSay,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
favorable,NA,unfavorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,NA,favorable,NA,liberalFriend,ambivalent,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,NA,hardToSay,NA,favorable,NA,semiSkilled
NA,untilBetterPlace,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,permanent,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,neverThoughtAboutIt,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,unfavorable,NA
favorable,NA,favorable,mutualAcomodataion,ambivalentFriend,liberal,poor,noBiracialLivingExperience,favorable,hardToSay,NA,favorable,NA,semiSkilled
favorable,neverThoughtAboutIt,favorable,integration,liberalFriend,liberal,poor,biracialLivingExperience,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,NA,mutualAcomodataion,ambivalentFriend,liberal,poor,biracialLivingExperience,favorable,good,NA,NA,NA,semiSkilled
favorable,NA,NA,NA,NA,NA,poor,NA,NA,good,NA,NA,NA,unskilledDomesticPersonalService
NA,NA,favorableAndUnfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,favorable,NA,NA
favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,favorable,poor,NA,favorable,NA,unskilledDomesticPersonalService
favorable,NA,NA,NA,NA,NA,fair,NA,NA,hardToSay,someHighSchool,NA,NA,semiSkilled
favorable,untilBetterPlace,unfavorable,mutualAcomodataion,ambivalentFriend,liberal,poor,biracialLivingExperience,NA,poor,NA,NA,favorable,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,integration,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,permanent,noComments,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,NA,NA
unfavorable,NA,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,poor,NA,NA,NA,semiSkilled
favorable,NA,favorableAndUnfavorable,conflict,NA,NA,poor,noBiracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,NA,liberalFriend,liberal,poor,NA,favorable,fair,NA,NA,NA,unskilledDomesticPersonalService
favorable,untilOwnHome,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,untilBetterPlace,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
NA,neverThoughtAboutIt,NA,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,favorable,poor,someHighSchool,NA,favorable,unskilledDomesticPersonalService
favorable,NA,NA,NA,NA,NA,fair,NA,favorable,poor,NA,NA,NA,semiSkilled
favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,highSchoolGraduate,favorable,NA,NA
favorable,untilBetterPlace,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,favorable,unfavorable,NA
favorable,untilBetterPlace,unfavorable,NA,NA,NA,poor,NA,favorable,fair,NA,NA,NA,unskilledDomesticPersonalService
NA,NA,favorable,NA,NA,NA,NA,NA,NA,NA,NA,favorable,NA,NA
NA,untilBetterPlace,NA,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,fair,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,good,NA,favorable,fair,gradeSchoolOrLess,NA,NA,semiSkilled
NA,NA,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,favorable,NA
favorable,NA,favorable,integration,NA,NA,poor,biracialLivingExperience,NA,poor,highSchoolGraduate,NA,favorable,semiSkilled
favorable,NA,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,noComments,conflict,NA,NA,NA,noBiracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,neverThoughtAboutIt,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,favorable,NA,NA
favorable,NA,favorable,NA,ambivalentFriend,ambivalent,NA,NA,favorable,NA,NA,NA,NA,NA
NA,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,fair,biracialLivingExperience,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,favorable,NA,NA
favorable,untilOwnHome,NA,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,NA,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,NA,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,untilOwnHome,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
NA,NA,favorable,NA,NA,NA,good,NA,favorable,poor,gradeSchoolOrLess,NA,NA,whiteColorSkilled
favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,favorable,NA,NA
favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,permanent,unfavorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
favorable,asLongAsEligible,NA,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,favorable,NA
favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
NA,NA,favorable,NA,NA,NA,hardToSay,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,poor,NA,NA,good,NA,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,semiSkilled
favorable,untilBetterPlace,favorableAndUnfavorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
favorable,neverThoughtAboutIt,NA,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,whiteColorSkilled
favorable,asLongAsEligible,favorableAndUnfavorable,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
unfavorable,asLongAsEligible,NA,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,poor,NA,NA,poor,NA,favorable,NA,semiSkilled
favorable,asLongAsEligible,unfavorable,integration,liberalFriend,ambivalent,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,fair,NA,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
unfavorable,permanent,favorable,NA,ambivalentFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
favorable,NA,NA,integration,NA,NA,poor,biracialLivingExperience,favorable,poor,NA,unfavorable,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,NA,noBiracialLivingExperience,NA,NA,gradeSchoolOrLess,unfavorable,NA,NA
favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,highSchoolGraduate,favorable,NA,NA
favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,poor,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,favorable,NA,NA,NA,poor,NA,favorable,good,gradeSchoolOrLess,unfavorable,NA,unskilledDomesticPersonalService
favorable,NA,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
favorable,untilBetterPlace,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,hardToSay,someHighSchool,favorable,NA,unskilledDomesticPersonalService
favorable,permanent,unfavorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
favorable,neverThoughtAboutIt,favorableAndUnfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,favorable,NA,NA,NA,fair,NA,NA,fair,gradeSchoolOrLess,NA,favorable,unskilledDomesticPersonalService
favorable,untilBetterPlace,noComments,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
favorable,permanent,NA,conflict,liberalFriend,liberal,hardToSay,noBiracialLivingExperience,favorable,good,someHighSchool,NA,NA,whiteColorSkilled
favorable,NA,NA,NA,liberalFriend,liberal,good,NA,NA,poor,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
favorable,NA,noComments,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,highSchoolGraduate,NA,NA,NA
favorable,untilBetterPlace,NA,NA,liberalFriend,ambivalent,hardToSay,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,permanent,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,NA,NA,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,NA,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,NA,favorable,mutualAcomodataion,NA,NA,good,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
NA,NA,NA,NA,NA,NA,hardToSay,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,unfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,fair,someHighSchool,NA,NA,whiteColorSkilled
favorable,asLongAsEligible,noComments,conflict,ambivalentFriend,liberal,hardToSay,biracialLivingExperience,NA,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
NA,asLongAsEligible,NA,NA,ambivalentFriend,liberal,hardToSay,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
unfavorable,NA,favorable,NA,liberalFriend,liberal,poor,NA,NA,poor,NA,NA,NA,whiteColorSkilled
NA,NA,favorable,integration,liberalFriend,liberal,poor,biracialLivingExperience,favorable,good,NA,NA,NA,whiteColorSkilled
favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
NA,neverThoughtAboutIt,unfavorable,NA,NA,NA,hardToSay,NA,NA,fair,highSchoolGraduate,NA,NA,whiteColorSkilled
favorable,NA,NA,conflict,NA,NA,good,biracialLivingExperience,NA,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
NA,untilBetterPlace,favorable,NA,liberalFriend,liberal,good,NA,NA,fair,gradeSchoolOrLess,NA,unfavorable,unskilledDomesticPersonalService
NA,neverThoughtAboutIt,favorable,NA,NA,NA,hardToSay,NA,favorable,good,gradeSchoolOrLess,favorable,NA,semiSkilled
unfavorable,asLongAsEligible,unfavorable,NA,NA,NA,good,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,untilOwnHome,favorableAndUnfavorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,favorable,good,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,poor,NA,favorable,good,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,good,NA,NA,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
unfavorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,good,NA,NA,good,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
NA,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,NA,favorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,favorable,NA
favorable,permanent,NA,NA,liberalFriend,ambivalent,poor,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,permanent,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
favorable,asLongAsEligible,favorable,integration,liberalFriend,ambivalent,good,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,NA,semiSkilled
favorable,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,NA,NA
NA,NA,favorable,mutualAcomodataion,NA,NA,good,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,noComments,mutualAcomodataion,liberalFriend,liberal,fair,biracialLivingExperience,favorable,hardToSay,NA,favorable,NA,unskilledDomesticPersonalService
favorable,permanent,NA,NA,NA,NA,good,NA,favorable,good,gradeSchoolOrLess,favorable,favorable,whiteColorSkilled
favorable,permanent,favorable,NA,NA,NA,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,favorable,hardToSay,NA,favorable,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,favorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
favorable,untilBetterPlace,unfavorable,NA,NA,NA,poor,NA,favorable,good,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,favorable,integration,liberalFriend,liberal,hardToSay,biracialLivingExperience,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
NA,neverThoughtAboutIt,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
favorable,NA,favorable,conflict,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,permanent,NA,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,favorable,good,someHighSchool,NA,unfavorable,unskilledDomesticPersonalService
favorable,permanent,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,unfavorable,NA,NA
unfavorable,NA,favorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,neverThoughtAboutIt,NA,integration,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,permanent,NA,NA,liberalFriend,liberal,fair,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,unfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,untilOwnHome,NA,integration,NA,NA,good,biracialLivingExperience,NA,good,highSchoolGraduate,NA,NA,whiteColorSkilled
favorable,untilBetterPlace,favorable,NA,NA,NA,hardToSay,NA,NA,poor,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,NA,good,someHighSchool,NA,NA,semiSkilled
favorable,untilOwnHome,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,NA,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,unfavorable,NA,NA,NA,NA,NA
favorable,permanent,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
favorable,permanent,unfavorable,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,NA,poor,someHighSchool,NA,NA,semiSkilled
NA,NA,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
favorable,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,poor,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
favorable,NA,NA,conflict,NA,NA,hardToSay,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,permanent,favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
favorable,neverThoughtAboutIt,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
NA,neverThoughtAboutIt,favorable,mutualAcomodataion,ambivalentFriend,liberal,poor,biracialLivingExperience,NA,poor,someHighSchool,favorable,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,favorable,fair,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
unfavorable,NA,NA,NA,liberalFriend,liberal,poor,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,poor,NA,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
favorable,NA,favorableAndUnfavorable,conflict,liberalFriend,ambivalent,poor,biracialLivingExperience,favorable,poor,someHighSchool,NA,favorable,semiSkilled
favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,favorable,NA,NA
NA,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,hardToSay,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,NA,NA,NA,NA,hardToSay,NA,favorable,fair,someHighSchool,NA,NA,unskilledDomesticPersonalService
NA,asLongAsEligible,NA,NA,NA,NA,NA,NA,unfavorable,NA,NA,unfavorable,NA,NA
unfavorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,highSchoolGraduate,NA,NA,NA
unfavorable,NA,favorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
unfavorable,NA,unfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,NA,favorable,NA,NA,NA,hardToSay,NA,favorable,poor,NA,favorable,NA,whiteColorSkilled
favorable,NA,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,favorable,NA,semiSkilled
favorable,permanent,favorableAndUnfavorable,conflict,NA,NA,poor,biracialLivingExperience,favorable,poor,someHighSchool,NA,favorable,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorableAndUnfavorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,unfavorable,NA
favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,favorable,good,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,NA,favorable,integration,NA,NA,fair,noBiracialLivingExperience,NA,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,ambivalent,hardToSay,biracialLivingExperience,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
NA,permanent,favorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
unfavorable,untilOwnHome,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,someHighSchool,NA,unfavorable,unskilledDomesticPersonalService
