id,group,evaluationOfHilltown,group,impressionOfFriends,expectations,attitudeOfFriend,attitude,transiency,evaluationOfManagement,evaluationOfPhysicalAmenities,satisfactionInField,satisfactionInWorkplace,education,evaluationOfCoResidents,pastExperience,occupation
16_b,b,NA,b,favorable,NA,NA,NA,untilOwnHome,NA,favorable,good,NA,NA,NA,NA,NA
17_b,b,favorable,b,noComments,NA,NA,NA,asLongAsEligible,NA,favorable,NA,NA,NA,NA,NA,NA
18_b,b,favorable,b,unfavorable,NA,NA,NA,NA,favorable,favorable,NA,good,some_high_school,NA,NA,white_collar_or_skilled
19_b,b,favorable,b,favorable,NA,liberalFriend,liberal,permanent,NA,NA,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
20_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,untilBetterPlace,NA,NA,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
21_b,b,NA,b,favorableAndUnfavorable,NA,NA,NA,untilBetterPlace,NA,NA,fair,poor,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
22_b,b,NA,b,NA,NA,NA,NA,asLongAsEligible,NA,favorable,NA,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
23_b,b,unfavorable,b,NA,NA,NA,NA,asLongAsEligible,NA,favorable,NA,hard_to_say,some_high_school,NA,NA,white_collar_or_skilled
24_b,b,favorable,b,NA,NA,liberalFriend,ambivalent,asLongAsEligible,NA,favorable,NA,poor,NA,NA,NA,NA
25_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,poor,poor,NA,NA,biracial_living_experience,NA
26_b,b,NA,b,NA,mutual_acomodation,NA,NA,permanent,favorable,NA,poor,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
27_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,untilOwnHome,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
28_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,poor,poor,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
29_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,permanent,NA,NA,fair,fair,NA,NA,biracial_living_experience,NA
30_b,b,favorable,b,unfavorable,integration,liberalFriend,liberal,NA,NA,favorable,good,NA,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
31_b,b,unfavorable,b,favorable,conflict,ambivalentFriend,liberal,untilBetterPlace,NA,NA,good,NA,some_high_school,NA,no_biracial_living_experience,white_collar_or_skilled
32_b,b,NA,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,fair,NA,NA,favorable,NA,NA
33_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,ambivalent,asLongAsEligible,NA,NA,NA,fair,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
34_b,b,favorable,b,favorable,integration,NA,NA,asLongAsEligible,NA,favorable,good,hard_to_say,NA,NA,biracial_living_experience,NA
35_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,good,NA,grade_school_or_less,unfavorable,biracial_living_experience,white_collar_or_skilled
36_b,b,favorable,b,favorable,NA,liberalFriend,liberal,untilOwnHome,NA,favorable,hard_to_say,poor,NA,NA,NA,NA
37_b,b,favorable,b,NA,NA,NA,NA,untilOwnHome,NA,NA,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
38_b,b,favorable,b,favorable,mutual_acomodation,ambivalentFriend,ambivalent,NA,NA,favorable,hard_to_say,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
39_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,NA,hard_to_say,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
40_b,b,favorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,poor,NA,NA,NA,NA
41_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,NA,poor,NA,NA,NA,biracial_living_experience,NA
42_b,b,favorable,b,unfavorable,NA,NA,NA,asLongAsEligible,NA,NA,NA,poor,NA,NA,NA,NA
43_b,b,NA,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,unfavorable,favorable,NA,fair,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
44_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,permanent,NA,favorable,poor,good,NA,favorable,biracial_living_experience,NA
45_b,b,favorable,b,favorable,NA,NA,NA,permanent,NA,NA,good,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
46_b,b,unfavorable,b,NA,NA,NA,NA,untilBetterPlace,NA,favorable,good,NA,some_high_school,NA,NA,semiskilled
47_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,NA,NA,some_high_school,NA,NA,white_collar_or_skilled
48_b,b,favorable,b,NA,NA,NA,NA,permanent,NA,favorable,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
49_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,ambivalentFriend,liberal,permanent,favorable,NA,NA,poor,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
50_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,NA,favorable,fair,NA,NA,NA,biracial_living_experience,NA
51_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,NA,poor,poor,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
52_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,NA,NA,NA,NA,NA
53_b,b,favorable,b,favorable,NA,NA,NA,neverThoughtAboutIt,NA,favorable,good,NA,high_school_graduate,NA,NA,white_collar_or_skilled
54_b,b,unfavorable,b,NA,conflict,ambivalentFriend,liberal,asLongAsEligible,NA,favorable,fair,NA,NA,NA,biracial_living_experience,NA
55_b,b,favorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,NA,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
56_b,b,favorable,b,favorable,conflict,NA,NA,permanent,NA,favorable,poor,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
57_b,b,favorable,b,NA,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,NA,good,some_high_school,NA,biracial_living_experience,semiskilled
58_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,hard_to_say,hard_to_say,NA,NA,NA,NA
59_b,b,unfavorable,b,NA,mutual_acomodation,NA,NA,untilBetterPlace,unfavorable,favorable,poor,NA,NA,NA,biracial_living_experience,NA
60_b,b,favorable,b,favorableAndUnfavorable,NA,ambivalentFriend,ambivalent,asLongAsEligible,NA,NA,poor,poor,NA,favorable,NA,NA
61_b,b,favorable,b,favorable,NA,NA,NA,untilBetterPlace,NA,favorable,NA,hard_to_say,grade_school_or_less,favorable,NA,semiskilled
62_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,fair,some_high_school,NA,NA,semiskilled
63_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,NA,NA,poor,NA,NA,NA,biracial_living_experience,NA
64_b,b,NA,b,favorable,NA,liberalFriend,liberal,untilOwnHome,NA,favorable,poor,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
65_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,good,NA,some_high_school,favorable,no_biracial_living_experience,unskilled_domestic_and_personal_service
66_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,asLongAsEligible,NA,favorable,good,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
67_b,b,NA,b,NA,NA,NA,NA,NA,NA,favorable,NA,good,NA,NA,NA,NA
68_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,poor,poor,high_school_graduate,NA,biracial_living_experience,semiskilled
69_b,b,favorable,b,NA,mutual_acomodation,ambivalentFriend,liberal,NA,NA,favorable,NA,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
70_b,b,favorable,b,favorable,NA,NA,NA,untilBetterPlace,NA,NA,fair,NA,NA,NA,NA,NA
71_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,NA,NA,some_high_school,NA,biracial_living_experience,white_collar_or_skilled
72_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,permanent,NA,NA,poor,fair,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
73_b,b,favorable,b,NA,conflict,NA,NA,NA,NA,favorable,good,poor,NA,NA,biracial_living_experience,NA
74_b,b,NA,b,NA,NA,NA,NA,asLongAsEligible,NA,NA,good,NA,NA,NA,NA,NA
75_b,b,favorable,b,noComments,NA,liberalFriend,ambivalent,asLongAsEligible,NA,NA,NA,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
76_b,b,favorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
77_b,b,unfavorable,b,favorable,NA,NA,NA,neverThoughtAboutIt,NA,favorable,NA,poor,NA,NA,NA,NA
78_b,b,favorable,b,unfavorable,NA,NA,NA,permanent,NA,favorable,NA,hard_to_say,NA,NA,NA,NA
79_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,permanent,NA,NA,NA,good,some_high_school,favorable,biracial_living_experience,semiskilled
80_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,poor,NA,NA,NA,NA
81_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,untilBetterPlace,NA,favorable,poor,good,NA,NA,biracial_living_experience,NA
82_b,b,favorable,b,NA,mutual_acomodation,NA,NA,permanent,NA,favorable,NA,poor,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
83_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,NA,good,NA,NA,NA,NA
84_b,b,favorable,b,unfavorable,NA,NA,NA,neverThoughtAboutIt,NA,favorable,hard_to_say,poor,NA,NA,NA,NA
85_b,b,favorable,b,unfavorable,NA,NA,NA,neverThoughtAboutIt,NA,NA,NA,hard_to_say,high_school_graduate,NA,NA,semiskilled
86_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,NA,fair,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
87_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,permanent,NA,favorable,poor,hard_to_say,NA,NA,NA,NA
88_b,b,favorable,b,NA,integration,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,good,grade_school_or_less,NA,biracial_living_experience,white_collar_or_skilled
89_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
90_b,b,favorable,b,noComments,mutual_acomodation,liberalFriend,liberal,untilBetterPlace,NA,favorable,good,hard_to_say,NA,NA,biracial_living_experience,NA
91_b,b,favorable,b,NA,NA,NA,NA,NA,favorable,favorable,poor,good,NA,NA,NA,NA
92_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,good,NA,NA,NA,NA,NA
93_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,neverThoughtAboutIt,NA,favorable,hard_to_say,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
94_b,b,NA,b,favorable,NA,NA,NA,untilOwnHome,NA,favorable,good,poor,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
95_b,b,NA,b,favorableAndUnfavorable,NA,liberalFriend,ambivalent,asLongAsEligible,NA,favorable,hard_to_say,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
96_b,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
97_b,b,unfavorable,b,favorableAndUnfavorable,NA,ambivalentFriend,liberal,untilBetterPlace,NA,favorable,poor,NA,NA,NA,NA,NA
98_b,b,NA,b,NA,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,NA,NA,high_school_graduate,NA,NA,semiskilled
99_b,b,favorable,b,unfavorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,hard_to_say,high_school_graduate,NA,NA,semiskilled
100_b,b,NA,b,favorableAndUnfavorable,NA,NA,NA,permanent,NA,favorable,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
101_b,b,favorable,b,favorable,NA,NA,NA,untilBetterPlace,NA,favorable,hard_to_say,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
102_b,b,favorable,b,favorableAndUnfavorable,integration,liberalFriend,liberal,untilOwnHome,NA,favorable,NA,poor,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
103_b,b,favorable,b,NA,NA,NA,NA,NA,favorable,favorable,good,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
104_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,untilOwnHome,NA,favorable,NA,NA,grade_school_or_less,NA,biracial_living_experience,white_collar_or_skilled
105_b,b,favorable,b,favorableAndUnfavorable,NA,ambivalentFriend,liberal,asLongAsEligible,NA,favorable,NA,NA,high_school_graduate,NA,NA,semiskilled
106_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,fair,fair,some_high_school,NA,NA,unskilled_domestic_and_personal_service
107_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,NA,NA,NA,fair,NA,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
108_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,untilOwnHome,NA,NA,NA,NA,NA,NA,biracial_living_experience,NA
109_b,b,NA,b,favorable,conflict,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
110_b,b,NA,b,favorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,NA,NA,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
111_b,b,NA,b,NA,NA,NA,NA,asLongAsEligible,NA,favorable,NA,NA,NA,NA,NA,NA
112_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,untilBetterPlace,NA,NA,NA,poor,grade_school_or_less,NA,NA,semiskilled
113_b,b,favorable,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
114_b,b,favorable,b,favorable,NA,NA,NA,untilBetterPlace,NA,NA,poor,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
115_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,hard_to_say,hard_to_say,NA,NA,NA,NA
116_b,b,favorable,b,favorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,NA,poor,some_high_school,NA,NA,white_collar_or_skilled
117_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,permanent,NA,favorable,poor,good,grade_school_or_less,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
118_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,NA,NA,grade_school_or_less,NA,biracial_living_experience,white_collar_or_skilled
119_b,b,unfavorable,b,favorable,NA,liberalFriend,ambivalent,untilOwnHome,NA,favorable,NA,fair,NA,NA,NA,NA
120_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,NA,favorable,favorable,good,NA,NA,favorable,biracial_living_experience,NA
121_b,b,favorable,b,favorableAndUnfavorable,conflict,NA,NA,untilOwnHome,favorable,favorable,NA,poor,NA,NA,no_biracial_living_experience,NA
122_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,high_school_graduate,favorable,NA,white_collar_or_skilled
123_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,unfavorable,NA,NA,NA,NA,NA,NA
124_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,poor,NA,grade_school_or_less,unfavorable,NA,unskilled_domestic_and_personal_service
125_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,NA,NA,unfavorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
126_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,neverThoughtAboutIt,favorable,NA,poor,NA,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
127_b,b,favorable,b,NA,NA,NA,NA,neverThoughtAboutIt,NA,unfavorable,NA,poor,NA,NA,NA,NA
128_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,neverThoughtAboutIt,NA,favorable,poor,poor,NA,NA,no_biracial_living_experience,NA
129_b,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,fair,NA,grade_school_or_less,NA,NA,semiskilled
130_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,untilBetterPlace,NA,favorable,poor,NA,NA,favorable,NA,NA
131_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,NA,poor,NA,NA,NA,NA
132_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,NA,hard_to_say,poor,grade_school_or_less,NA,no_biracial_living_experience,white_collar_or_skilled
133_b,b,favorable,b,favorable,conflict,NA,NA,neverThoughtAboutIt,favorable,NA,good,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
134_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,good,NA,grade_school_or_less,NA,NA,white_collar_or_skilled
135_b,b,favorable,b,unfavorable,NA,NA,NA,asLongAsEligible,NA,favorable,good,NA,some_high_school,NA,NA,semiskilled
136_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,neverThoughtAboutIt,NA,favorable,hard_to_say,NA,some_high_school,NA,NA,semiskilled
137_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,NA,hard_to_say,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
138_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,permanent,NA,NA,poor,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
139_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,fair,some_high_school,NA,NA,unskilled_domestic_and_personal_service
140_b,b,unfavorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
141_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,permanent,NA,favorable,poor,NA,NA,NA,NA,NA
142_b,b,NA,b,favorable,NA,NA,NA,permanent,NA,favorable,good,fair,some_high_school,NA,NA,unskilled_domestic_and_personal_service
143_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,hard_to_say,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
144_b,b,favorable,b,NA,NA,liberalFriend,liberal,untilBetterPlace,NA,NA,fair,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
145_b,b,favorable,b,favorable,NA,liberalFriend,ambivalent,neverThoughtAboutIt,NA,NA,NA,NA,NA,NA,NA,NA
146_b,b,favorable,b,NA,NA,NA,NA,neverThoughtAboutIt,favorable,NA,NA,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
147_b,b,NA,b,favorableAndUnfavorable,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,poor,poor,NA,NA,NA,NA
148_b,b,NA,b,favorable,NA,liberalFriend,liberal,untilOwnHome,NA,favorable,good,NA,some_high_school,NA,NA,white_collar_or_skilled
149_b,b,unfavorable,b,unfavorable,NA,NA,NA,untilBetterPlace,NA,favorable,NA,NA,NA,NA,NA,NA
150_b,b,favorable,b,favorableAndUnfavorable,integration,NA,NA,NA,NA,favorable,NA,poor,NA,NA,biracial_living_experience,NA
151_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,ambivalent,untilOwnHome,NA,favorable,NA,hard_to_say,some_high_school,favorable,biracial_living_experience,white_collar_or_skilled
152_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,untilBetterPlace,NA,NA,poor,good,NA,NA,NA,NA
153_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,NA,poor,NA,NA,NA,NA
154_b,b,favorable,b,NA,NA,NA,NA,NA,NA,NA,poor,poor,NA,favorable,NA,NA
155_b,b,NA,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,poor,NA,NA,NA,NA
156_b,b,favorable,b,NA,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,NA,good,some_high_school,NA,NA,semiskilled
157_b,b,NA,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,poor,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
158_b,b,favorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,fair,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
159_b,b,NA,b,NA,NA,NA,NA,permanent,NA,NA,poor,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
160_b,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,unfavorable,poor,poor,NA,NA,NA,NA
161_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,NA,fair,NA,some_high_school,NA,biracial_living_experience,semiskilled
162_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,untilBetterPlace,NA,NA,poor,NA,NA,NA,biracial_living_experience,NA
163_b,b,favorable,b,unfavorable,conflict,NA,NA,untilBetterPlace,NA,favorable,NA,poor,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
164_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,NA,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
165_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,ambivalent,untilOwnHome,NA,favorable,good,NA,NA,NA,biracial_living_experience,NA
166_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,unfavorable,poor,good,some_high_school,NA,NA,unskilled_domestic_and_personal_service
167_b,b,unfavorable,b,favorableAndUnfavorable,NA,liberalFriend,ambivalent,NA,NA,NA,NA,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
168_b,b,favorable,b,favorable,integration,liberalFriend,liberal,untilBetterPlace,NA,favorable,NA,poor,some_high_school,NA,biracial_living_experience,white_collar_or_skilled
169_b,b,NA,b,favorable,NA,NA,NA,untilBetterPlace,NA,NA,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
170_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,NA,NA,NA,some_high_school,NA,biracial_living_experience,semiskilled
171_b,b,NA,b,favorable,integration,NA,NA,asLongAsEligible,NA,NA,fair,poor,grade_school_or_less,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
172_b,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,favorable,favorable,fair,poor,high_school_graduate,unfavorable,NA,semiskilled
173_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,favorable,favorable,poor,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
174_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,poor,NA,NA,NA,NA,NA
175_b,b,favorable,b,favorableAndUnfavorable,conflict,liberalFriend,liberal,permanent,NA,favorable,NA,NA,grade_school_or_less,NA,biracial_living_experience,white_collar_or_skilled
176_b,b,favorable,b,favorable,NA,NA,NA,neverThoughtAboutIt,NA,favorable,fair,good,NA,NA,NA,NA
177_b,b,NA,b,favorableAndUnfavorable,integration,liberalFriend,liberal,untilBetterPlace,NA,favorable,poor,poor,NA,NA,biracial_living_experience,NA
178_b,b,favorable,b,NA,NA,liberalFriend,ambivalent,asLongAsEligible,NA,favorable,NA,NA,high_school_graduate,NA,NA,semiskilled
179_b,b,favorable,b,favorable,NA,liberalFriend,liberal,permanent,NA,favorable,NA,hard_to_say,grade_school_or_less,favorable,NA,semiskilled
180_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,untilBetterPlace,NA,NA,NA,poor,NA,NA,biracial_living_experience,NA
181_b,b,favorable,b,NA,NA,NA,NA,untilOwnHome,NA,favorable,good,poor,NA,NA,NA,NA
182_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,ambivalent,NA,NA,NA,poor,poor,grade_school_or_less,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
183_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,unfavorable,favorable,good,NA,some_high_school,NA,biracial_living_experience,semiskilled
184_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,NA,NA,hard_to_say,some_high_school,NA,biracial_living_experience,white_collar_or_skilled
