id,group,evaluationOfHilltown,group,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,evaluationOfManagement,evaluationOfPhysicalAmenities,satisfactionInField,transiency,education,evaluationOfCoResidents,pastExperience,occupation
79_b,b,favorable,b,favorable,mutual_acomodation,ambivalentFriend,liberal,NA,NA,NA,good,neverThoughtAboutIt,NA,NA,biracial_living_experience,NA
80_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,NA,NA,untilBetterPlace,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
81_b,b,favorable,b,noComments,NA,liberalFriend,ambivalent,hard_to_say,NA,NA,good,asLongAsEligible,some_high_school,favorable,NA,white_collar_or_skilled
82_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,poor,asLongAsEligible,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
83_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,neverThoughtAboutIt,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
84_b,b,NA,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,NA,NA,poor,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
85_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,NA,neverThoughtAboutIt,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
86_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,untilOwnHome,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
87_b,b,unfavorable,b,NA,mutual_acomodation,NA,NA,poor,NA,NA,good,NA,NA,NA,biracial_living_experience,NA
88_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,untilOwnHome,high_school_graduate,NA,NA,white_collar_or_skilled
89_b,b,favorable,b,favorableAndUnfavorable,conflict,liberalFriend,liberal,NA,NA,NA,NA,neverThoughtAboutIt,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
90_b,b,favorable,b,favorable,integration,NA,NA,good,NA,favorable,good,NA,NA,NA,biracial_living_experience,NA
91_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,fair,NA,some_high_school,NA,biracial_living_experience,white_collar_or_skilled
92_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,poor,NA,NA,NA,untilBetterPlace,NA,NA,biracial_living_experience,NA
93_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,NA,neverThoughtAboutIt,NA,NA,biracial_living_experience,NA
94_b,b,NA,b,noComments,mutual_acomodation,liberalFriend,liberal,fair,NA,NA,NA,NA,some_high_school,NA,biracial_living_experience,semiskilled
95_b,b,favorable,b,NA,NA,NA,NA,hard_to_say,NA,favorable,NA,NA,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
96_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,asLongAsEligible,NA,favorable,NA,NA
97_b,b,favorable,b,favorable,integration,liberalFriend,liberal,hard_to_say,NA,NA,NA,untilBetterPlace,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
98_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,good,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
99_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,ambivalent,NA,NA,favorable,poor,neverThoughtAboutIt,NA,NA,NA,NA
100_b,b,favorable,b,unfavorable,NA,NA,NA,poor,NA,NA,hard_to_say,NA,some_high_school,NA,NA,semiskilled
101_b,b,unfavorable,b,NA,conflict,liberalFriend,liberal,NA,NA,favorable,poor,permanent,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
102_b,b,favorable,b,favorable,NA,NA,NA,good,NA,NA,NA,asLongAsEligible,high_school_graduate,NA,NA,white_collar_or_skilled
103_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,poor,untilOwnHome,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
104_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,favorable,favorable,poor,asLongAsEligible,NA,NA,biracial_living_experience,NA
105_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,neverThoughtAboutIt,high_school_graduate,NA,NA,white_collar_or_skilled
106_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,ambivalent,poor,NA,favorable,good,NA,some_high_school,NA,biracial_living_experience,semiskilled
107_b,b,favorable,b,NA,mutual_acomodation,NA,NA,poor,NA,favorable,NA,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
108_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,NA,asLongAsEligible,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
109_b,b,NA,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,poor,neverThoughtAboutIt,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
110_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,favorable,fair,neverThoughtAboutIt,NA,NA,NA,NA
111_b,b,favorable,b,NA,conflict,NA,NA,poor,NA,favorable,hard_to_say,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
112_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,NA,NA,NA,NA,NA
113_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,favorable,good,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
114_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,ambivalentFriend,ambivalent,NA,NA,favorable,NA,permanent,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
115_b,b,favorable,b,NA,integration,liberalFriend,liberal,NA,NA,favorable,poor,untilOwnHome,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
116_b,b,favorable,b,NA,NA,NA,NA,hard_to_say,NA,NA,poor,asLongAsEligible,NA,NA,NA,NA
117_b,b,NA,b,favorable,mutual_acomodation,NA,NA,NA,NA,NA,NA,NA,grade_school_or_less,NA,biracial_living_experience,semiskilled
118_b,b,NA,b,favorable,NA,NA,NA,hard_to_say,NA,favorable,poor,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
119_b,b,NA,b,favorable,integration,ambivalentFriend,liberal,NA,NA,NA,NA,NA,grade_school_or_less,favorable,biracial_living_experience,semiskilled
120_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,untilOwnHome,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
121_b,b,favorable,b,favorable,NA,ambivalentFriend,ambivalent,NA,NA,favorable,poor,neverThoughtAboutIt,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
122_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,ambivalent,NA,NA,NA,good,asLongAsEligible,NA,favorable,biracial_living_experience,NA
123_b,b,favorable,b,NA,NA,NA,NA,poor,NA,NA,NA,permanent,high_school_graduate,NA,NA,semiskilled
124_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,hard_to_say,NA,NA,good,asLongAsEligible,NA,favorable,NA,NA
125_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,fair,asLongAsEligible,some_high_school,NA,biracial_living_experience,semiskilled
126_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,good,permanent,NA,NA,NA,NA
127_b,b,favorable,b,favorable,conflict,NA,NA,poor,NA,favorable,good,permanent,NA,favorable,biracial_living_experience,NA
128_b,b,favorable,b,NA,mutual_acomodation,ambivalentFriend,liberal,NA,favorable,favorable,good,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
129_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
130_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,NA,NA,poor,asLongAsEligible,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
131_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,NA,poor,permanent,NA,NA,biracial_living_experience,NA
132_b,b,NA,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,poor,permanent,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
133_b,b,unfavorable,b,favorable,NA,NA,NA,hard_to_say,NA,favorable,poor,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
134_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,hard_to_say,untilBetterPlace,NA,NA,NA,NA
135_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,fair,NA,favorable,NA,asLongAsEligible,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
136_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,good,NA,favorable,fair,untilBetterPlace,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
137_b,b,NA,b,unfavorable,conflict,NA,NA,hard_to_say,unfavorable,NA,hard_to_say,untilBetterPlace,NA,NA,biracial_living_experience,NA
138_b,b,favorable,b,favorable,NA,liberalFriend,ambivalent,NA,favorable,favorable,good,permanent,NA,NA,NA,NA
139_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,poor,untilBetterPlace,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
140_b,b,NA,b,favorable,mutual_acomodation,liberalFriend,liberal,good,NA,favorable,good,NA,NA,NA,biracial_living_experience,NA
141_b,b,NA,b,favorable,mutual_acomodation,NA,NA,NA,NA,NA,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
142_b,b,unfavorable,b,favorable,NA,NA,NA,NA,NA,favorable,good,permanent,some_high_school,NA,NA,unskilled_domestic_and_personal_service
143_b,b,favorable,b,NA,NA,ambivalentFriend,liberal,poor,NA,favorable,hard_to_say,asLongAsEligible,NA,NA,NA,NA
144_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,poor,NA,NA,poor,neverThoughtAboutIt,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
145_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,poor,unfavorable,NA,NA,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
146_b,b,favorable,b,NA,NA,liberalFriend,liberal,fair,NA,favorable,good,neverThoughtAboutIt,some_high_school,NA,NA,semiskilled
147_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,hard_to_say,NA,favorable,good,neverThoughtAboutIt,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
148_b,b,unfavorable,b,NA,NA,NA,NA,NA,favorable,favorable,good,neverThoughtAboutIt,NA,favorable,NA,NA
149_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,favorable,poor,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
150_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,NA,NA,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
151_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,good,NA,some_high_school,favorable,NA,semiskilled
152_b,b,unfavorable,b,favorable,mutual_acomodation,NA,NA,poor,NA,NA,NA,neverThoughtAboutIt,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
153_b,b,favorable,b,favorableAndUnfavorable,NA,ambivalentFriend,liberal,NA,favorable,favorable,fair,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
154_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,hard_to_say,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
155_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,NA,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
156_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,NA,poor,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
157_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,poor,asLongAsEligible,NA,NA,biracial_living_experience,NA
158_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,poor,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
159_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,good,unfavorable,favorable,NA,untilBetterPlace,high_school_graduate,NA,NA,white_collar_or_skilled
160_b,b,NA,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,poor,favorable,favorable,NA,NA,NA,NA,biracial_living_experience,NA
161_b,b,unfavorable,b,favorable,mutual_acomodation,NA,NA,good,NA,favorable,NA,untilOwnHome,NA,NA,biracial_living_experience,NA
162_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,NA,untilOwnHome,some_high_school,NA,NA,white_collar_or_skilled
163_b,b,NA,b,NA,conflict,NA,NA,NA,favorable,favorable,poor,permanent,NA,NA,biracial_living_experience,NA
164_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,fair,NA,NA,good,NA,NA,NA,NA,NA
165_b,b,favorable,b,unfavorable,NA,ambivalentFriend,liberal,poor,NA,favorable,NA,NA,grade_school_or_less,NA,NA,white_collar_or_skilled
166_b,b,NA,b,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA,NA
167_b,b,NA,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,asLongAsEligible,NA,unfavorable,NA,NA
168_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
169_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,poor,NA,NA,NA,untilBetterPlace,some_high_school,NA,NA,semiskilled
171_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,poor,NA,NA,fair,untilBetterPlace,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
172_b,b,favorable,b,favorable,conflict,NA,NA,NA,NA,favorable,NA,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
173_b,b,favorable,b,favorable,conflict,NA,NA,NA,NA,NA,good,neverThoughtAboutIt,grade_school_or_less,favorable,no_biracial_living_experience,unskilled_domestic_and_personal_service
174_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,NA,NA,NA,NA,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
175_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,good,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
176_b,b,favorable,b,NA,NA,liberalFriend,liberal,hard_to_say,NA,NA,hard_to_say,permanent,NA,NA,NA,NA
177_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,poor,untilBetterPlace,NA,NA,biracial_living_experience,NA
178_b,b,favorable,b,unfavorable,mutual_acomodation,ambivalentFriend,liberal,NA,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
179_b,b,favorable,b,favorable,NA,liberalFriend,liberal,poor,NA,favorable,NA,asLongAsEligible,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
180_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,hard_to_say,favorable,favorable,NA,NA,some_high_school,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
181_b,b,favorable,b,NA,NA,NA,NA,good,NA,favorable,NA,permanent,NA,NA,NA,NA
182_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,favorable,NA,untilBetterPlace,some_high_school,NA,NA,semiskilled
