id,group,evaluationOfHilltown,group,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,evaluationOfManagement,evaluationOfPhysicalAmenities,satisfactionInField,transiency,education,evaluationOfCoResidents,pastExperience,occupation
52_b,b,favorable,b,NA,conflict,liberalFriend,liberal,NA,NA,NA,poor,NA,NA,favorable,biracial_living_experience,NA
53_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,NA,NA,favorable,hard_to_say,NA,NA,favorable,NA,NA
54_b,b,unfavorable,b,noComments,NA,liberalFriend,ambivalent,NA,NA,NA,poor,untilOwnHome,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
55_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,favorable,NA,asLongAsEligible,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
56_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,good,NA,NA,NA,permanent,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
57_b,b,NA,b,favorable,NA,liberalFriend,liberal,poor,NA,favorable,NA,untilBetterPlace,NA,NA,NA,NA
58_b,b,favorable,b,favorable,NA,NA,NA,good,NA,favorable,NA,asLongAsEligible,NA,favorable,NA,NA
59_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,poor,NA,favorable,poor,permanent,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
60_b,b,NA,b,NA,NA,NA,NA,NA,NA,favorable,NA,NA,grade_school_or_less,NA,NA,semiskilled
61_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,favorable,favorable,NA,neverThoughtAboutIt,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
62_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,poor,NA,NA,NA,NA,some_high_school,NA,NA,semiskilled
63_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,poor,NA,favorable,NA,NA,grade_school_or_less,favorable,no_biracial_living_experience,unskilled_domestic_and_personal_service
64_b,b,unfavorable,b,favorableAndUnfavorable,mutual_acomodation,ambivalentFriend,liberal,hard_to_say,NA,NA,poor,neverThoughtAboutIt,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
65_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,NA,hard_to_say,NA,some_high_school,NA,biracial_living_experience,semiskilled
66_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,good,untilOwnHome,NA,NA,NA,NA
67_b,b,favorable,b,NA,conflict,ambivalentFriend,ambivalent,NA,NA,favorable,poor,untilOwnHome,NA,NA,biracial_living_experience,NA
68_b,b,unfavorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,good,neverThoughtAboutIt,some_high_school,NA,biracial_living_experience,semiskilled
69_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,poor,NA,NA,NA,permanent,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
70_b,b,unfavorable,b,favorable,NA,NA,NA,poor,NA,NA,poor,permanent,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
71_b,b,favorable,b,noComments,NA,NA,NA,NA,NA,favorable,good,asLongAsEligible,NA,NA,NA,NA
72_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,NA,fair,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
73_b,b,unfavorable,b,unfavorable,NA,NA,NA,poor,NA,favorable,NA,untilBetterPlace,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
74_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,poor,NA,favorable,fair,NA,NA,favorable,NA,NA
75_b,b,NA,b,NA,NA,NA,NA,hard_to_say,NA,favorable,good,neverThoughtAboutIt,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
76_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,poor,NA,favorable,poor,NA,some_high_school,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
77_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,poor,NA,favorable,poor,neverThoughtAboutIt,NA,NA,biracial_living_experience,NA
78_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,poor,NA,NA,fair,asLongAsEligible,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
79_b,b,NA,b,favorable,mutual_acomodation,liberalFriend,liberal,fair,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
80_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,poor,asLongAsEligible,NA,NA,NA,NA
81_b,b,favorable,b,unfavorable,NA,NA,NA,NA,NA,favorable,good,untilBetterPlace,NA,NA,NA,NA
82_b,b,favorable,b,unfavorable,NA,NA,NA,hard_to_say,NA,favorable,NA,asLongAsEligible,some_high_school,NA,NA,white_collar_or_skilled
83_b,b,NA,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,untilBetterPlace,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
84_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,hard_to_say,neverThoughtAboutIt,NA,NA,NA,NA
85_b,b,NA,b,NA,mutual_acomodation,NA,NA,poor,NA,NA,NA,untilBetterPlace,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
86_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,good,NA,high_school_graduate,NA,NA,white_collar_or_skilled
87_b,b,favorable,b,favorable,conflict,NA,NA,hard_to_say,favorable,favorable,good,asLongAsEligible,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
88_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,NA,good,NA,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
89_b,b,unfavorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,asLongAsEligible,NA,NA,NA,NA
90_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,NA,NA,NA,NA,NA,NA,NA
91_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,NA,NA,NA,NA,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
92_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,hard_to_say,NA,NA,NA,neverThoughtAboutIt,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
93_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,hard_to_say,favorable,favorable,NA,asLongAsEligible,some_high_school,NA,biracial_living_experience,semiskilled
94_b,b,favorable,b,favorable,NA,liberalFriend,liberal,poor,NA,favorable,fair,asLongAsEligible,NA,NA,NA,NA
95_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,hard_to_say,NA,favorable,NA,NA,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
96_b,b,NA,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,ambivalent,poor,NA,favorable,NA,untilOwnHome,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
97_b,b,NA,b,favorable,NA,liberalFriend,liberal,poor,NA,favorable,NA,asLongAsEligible,NA,NA,NA,NA
98_b,b,favorable,b,favorableAndUnfavorable,conflict,liberalFriend,liberal,NA,NA,unfavorable,hard_to_say,NA,NA,NA,biracial_living_experience,NA
99_b,b,NA,b,favorableAndUnfavorable,conflict,NA,NA,fair,NA,favorable,NA,untilOwnHome,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
100_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,NA,NA,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
101_b,b,favorable,b,NA,NA,NA,NA,hard_to_say,NA,favorable,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
102_b,b,favorable,b,favorable,NA,NA,NA,poor,favorable,favorable,good,neverThoughtAboutIt,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
103_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,NA,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,semiskilled
104_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,good,NA,NA,NA,neverThoughtAboutIt,grade_school_or_less,NA,biracial_living_experience,white_collar_or_skilled
105_b,b,unfavorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,NA,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
106_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,good,neverThoughtAboutIt,NA,NA,NA,NA
107_b,b,NA,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,poor,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
108_b,b,favorable,b,favorableAndUnfavorable,integration,liberalFriend,liberal,poor,NA,favorable,good,untilOwnHome,NA,NA,biracial_living_experience,NA
109_b,b,unfavorable,b,NA,NA,NA,NA,NA,NA,NA,NA,untilOwnHome,some_high_school,favorable,NA,semiskilled
110_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,poor,untilOwnHome,NA,NA,biracial_living_experience,NA
111_b,b,NA,b,favorable,conflict,liberalFriend,liberal,good,NA,NA,fair,asLongAsEligible,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
112_b,b,NA,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,NA,unfavorable,NA,untilBetterPlace,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
113_b,b,favorable,b,NA,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,permanent,NA,NA,NA,NA
114_b,b,favorable,b,favorable,NA,liberalFriend,ambivalent,poor,NA,NA,hard_to_say,neverThoughtAboutIt,NA,NA,NA,NA
115_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,NA,NA,untilBetterPlace,grade_school_or_less,favorable,NA,semiskilled
116_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,NA,NA,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
117_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,unfavorable,biracial_living_experience,NA
118_b,b,favorable,b,favorable,integration,NA,NA,poor,NA,NA,NA,asLongAsEligible,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
119_b,b,NA,b,NA,integration,NA,NA,poor,NA,NA,poor,NA,NA,NA,no_biracial_living_experience,NA
120_b,b,favorable,b,favorableAndUnfavorable,conflict,NA,NA,poor,NA,favorable,NA,permanent,some_high_school,NA,biracial_living_experience,white_collar_or_skilled
121_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,neverThoughtAboutIt,NA,NA,NA,NA
122_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,hard_to_say,neverThoughtAboutIt,NA,favorable,NA,NA
123_b,b,favorable,b,favorable,mutual_acomodation,ambivalentFriend,liberal,NA,NA,favorable,NA,NA,some_high_school,favorable,biracial_living_experience,semiskilled
124_b,b,favorable,b,favorable,NA,liberalFriend,ambivalent,poor,NA,NA,hard_to_say,asLongAsEligible,NA,NA,NA,NA
125_b,b,favorable,b,favorable,NA,liberalFriend,liberal,poor,NA,NA,fair,permanent,some_high_school,NA,NA,unskilled_domestic_and_personal_service
126_b,b,NA,b,favorable,mutual_acomodation,NA,NA,poor,NA,favorable,NA,NA,some_high_school,NA,biracial_living_experience,semiskilled
127_b,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,hard_to_say,permanent,NA,NA,biracial_living_experience,NA
128_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,permanent,NA,NA,NA,NA
129_b,b,favorable,b,NA,NA,NA,NA,fair,NA,favorable,NA,permanent,some_high_school,NA,NA,white_collar_or_skilled
130_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,favorable,NA,NA,NA,NA,NA,NA
131_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,fair,neverThoughtAboutIt,some_high_school,NA,NA,unskilled_domestic_and_personal_service
132_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,untilBetterPlace,NA,NA,NA,NA
133_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,NA,favorable,NA,NA,neverThoughtAboutIt,NA,NA,biracial_living_experience,NA
134_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,NA,asLongAsEligible,NA,NA,NA,NA
135_b,b,favorable,b,NA,NA,liberalFriend,liberal,hard_to_say,NA,favorable,NA,untilBetterPlace,high_school_graduate,NA,NA,white_collar_or_skilled
136_b,b,favorable,b,NA,NA,NA,NA,poor,NA,NA,NA,asLongAsEligible,NA,NA,NA,NA
137_b,b,NA,b,favorable,mutual_acomodation,NA,NA,NA,NA,NA,good,NA,high_school_graduate,favorable,biracial_living_experience,white_collar_or_skilled
138_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,unfavorable,fair,permanent,NA,NA,NA,NA
139_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,good,NA,NA,NA,NA,NA
140_b,b,NA,b,favorableAndUnfavorable,conflict,NA,NA,NA,NA,favorable,good,permanent,grade_school_or_less,NA,biracial_living_experience,semiskilled
141_b,b,NA,b,NA,mutual_acomodation,NA,NA,poor,NA,favorable,NA,asLongAsEligible,grade_school_or_less,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
142_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,poor,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
143_b,b,favorable,b,NA,NA,ambivalentFriend,ambivalent,poor,NA,favorable,NA,untilOwnHome,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
144_b,b,unfavorable,b,favorable,NA,NA,NA,NA,NA,favorable,good,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
145_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,poor,NA,grade_school_or_less,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
146_b,b,favorable,b,NA,NA,liberalFriend,ambivalent,poor,NA,NA,NA,permanent,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
147_b,b,favorable,b,NA,NA,NA,NA,poor,NA,favorable,good,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
148_b,b,favorable,b,favorableAndUnfavorable,conflict,liberalFriend,liberal,NA,NA,favorable,NA,NA,grade_school_or_less,favorable,no_biracial_living_experience,unskilled_domestic_and_personal_service
149_b,b,favorable,b,NA,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,permanent,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
150_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,NA,NA,NA,NA,NA,NA,NA
151_b,b,unfavorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,fair,NA,NA,NA,biracial_living_experience,NA
152_b,b,favorable,b,favorable,NA,NA,NA,NA,unfavorable,favorable,NA,permanent,high_school_graduate,NA,NA,white_collar_or_skilled
153_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,NA,NA,NA,NA,NA
154_b,b,favorable,b,NA,NA,liberalFriend,ambivalent,NA,NA,favorable,NA,asLongAsEligible,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
155_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,fair,NA,some_high_school,NA,NA,semiskilled
156_b,b,favorable,b,unfavorable,NA,NA,NA,good,favorable,favorable,NA,untilBetterPlace,some_high_school,NA,NA,unskilled_domestic_and_personal_service
157_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,fair,asLongAsEligible,NA,NA,biracial_living_experience,NA
158_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,hard_to_say,NA,favorable,poor,asLongAsEligible,grade_school_or_less,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
159_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,poor,NA,favorable,poor,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
160_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,poor,NA,NA,good,asLongAsEligible,NA,favorable,biracial_living_experience,NA
161_b,b,favorable,b,favorable,NA,NA,NA,good,NA,NA,NA,NA,some_high_school,NA,NA,semiskilled
162_b,b,favorable,b,NA,conflict,liberalFriend,liberal,poor,favorable,favorable,poor,untilOwnHome,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
163_b,b,favorable,b,unfavorable,NA,NA,NA,hard_to_say,NA,favorable,NA,neverThoughtAboutIt,high_school_graduate,NA,NA,semiskilled
164_b,b,favorable,b,favorable,integration,liberalFriend,liberal,NA,NA,NA,fair,asLongAsEligible,NA,NA,biracial_living_experience,NA
165_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,hard_to_say,asLongAsEligible,grade_school_or_less,NA,NA,semiskilled
166_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,good,NA,NA,NA,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,semiskilled
167_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,NA,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
168_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,poor,asLongAsEligible,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
169_b,b,NA,b,NA,NA,NA,NA,poor,unfavorable,favorable,hard_to_say,asLongAsEligible,NA,NA,NA,NA
170_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,good,NA,NA,favorable,NA,NA
171_b,b,favorable,b,favorable,integration,NA,NA,NA,NA,favorable,NA,untilOwnHome,NA,favorable,biracial_living_experience,NA
172_b,b,NA,b,favorable,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,asLongAsEligible,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
173_b,b,favorable,b,NA,mutual_acomodation,NA,NA,poor,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
174_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,NA,NA,grade_school_or_less,NA,NA,semiskilled
175_b,b,NA,b,unfavorable,NA,ambivalentFriend,liberal,hard_to_say,NA,favorable,NA,untilBetterPlace,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
176_b,b,NA,b,favorable,mutual_acomodation,NA,NA,NA,NA,NA,hard_to_say,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
177_b,b,favorable,b,favorable,NA,liberalFriend,ambivalent,NA,NA,favorable,poor,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
178_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,good,NA,some_high_school,NA,NA,semiskilled
179_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,poor,untilBetterPlace,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
180_b,b,favorable,b,NA,NA,liberalFriend,liberal,fair,NA,favorable,NA,neverThoughtAboutIt,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
181_b,b,favorable,b,NA,NA,liberalFriend,liberal,good,NA,favorable,NA,neverThoughtAboutIt,NA,NA,NA,NA
