id,group,evaluationOfHilltown,group,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,evaluationOfManagement,evaluationOfPhysicalAmenities,satisfactionInField,transiency,education,evaluationOfCoResidents,pastExperience,occupation
21_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,good,untilOwnHome,NA,NA,biracial_living_experience,NA
22_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,poor,NA,NA,fair,untilBetterPlace,some_high_school,NA,biracial_living_experience,semiskilled
23_b,b,favorable,b,NA,NA,ambivalentFriend,liberal,good,favorable,unfavorable,fair,NA,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
24_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,poor,NA,NA,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
25_b,b,NA,b,NA,mutual_acomodation,liberalFriend,liberal,poor,NA,NA,NA,NA,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
26_b,b,favorable,b,favorableAndUnfavorable,conflict,NA,NA,NA,NA,NA,NA,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,white_collar_or_skilled
27_b,b,favorable,b,NA,NA,liberalFriend,liberal,hard_to_say,NA,NA,fair,untilOwnHome,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
28_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,favorable,poor,asLongAsEligible,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
29_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,untilBetterPlace,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
30_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,poor,asLongAsEligible,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
31_b,b,favorable,b,NA,mutual_acomodation,NA,NA,poor,NA,favorable,poor,untilBetterPlace,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
32_b,b,NA,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,NA,asLongAsEligible,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
33_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,hard_to_say,asLongAsEligible,NA,NA,NA,NA
34_b,b,NA,b,unfavorable,mutual_acomodation,NA,NA,NA,NA,favorable,NA,untilOwnHome,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
35_b,b,favorable,b,favorable,NA,liberalFriend,ambivalent,fair,NA,favorable,NA,neverThoughtAboutIt,high_school_graduate,NA,NA,white_collar_or_skilled
36_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,NA,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
37_b,b,favorable,b,favorableAndUnfavorable,NA,ambivalentFriend,liberal,NA,NA,NA,poor,untilBetterPlace,NA,unfavorable,NA,NA
38_b,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,liberal,good,NA,favorable,NA,untilBetterPlace,NA,NA,biracial_living_experience,NA
39_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,unfavorable,poor,neverThoughtAboutIt,NA,favorable,NA,NA
40_b,b,NA,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,fair,permanent,NA,NA,NA,NA
41_b,b,NA,b,favorable,NA,liberalFriend,liberal,poor,NA,favorable,NA,permanent,some_high_school,NA,NA,unskilled_domestic_and_personal_service
42_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,NA,NA,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
43_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,favorable,NA,neverThoughtAboutIt,some_high_school,NA,NA,unskilled_domestic_and_personal_service
44_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,favorable,NA,untilOwnHome,some_high_school,NA,NA,unskilled_domestic_and_personal_service
45_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,poor,NA,favorable,poor,NA,high_school_graduate,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
46_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,poor,NA,favorable,NA,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
47_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,NA,NA,asLongAsEligible,some_high_school,NA,NA,semiskilled
48_b,b,favorable,b,favorable,NA,NA,NA,NA,favorable,favorable,poor,untilOwnHome,NA,NA,NA,NA
49_b,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,liberal,poor,favorable,NA,fair,asLongAsEligible,NA,favorable,biracial_living_experience,NA
50_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,good,asLongAsEligible,some_high_school,NA,biracial_living_experience,semiskilled
51_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,favorable,NA,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
52_b,b,favorable,b,favorable,conflict,NA,NA,NA,NA,favorable,hard_to_say,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
53_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,hard_to_say,unfavorable,NA,fair,neverThoughtAboutIt,NA,NA,NA,NA
54_b,b,favorable,b,NA,conflict,liberalFriend,liberal,NA,NA,favorable,poor,NA,NA,NA,no_biracial_living_experience,NA
55_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,favorable,NA,permanent,NA,NA,NA,NA
56_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,NA,poor,neverThoughtAboutIt,some_high_school,NA,NA,semiskilled
57_b,b,favorable,b,NA,NA,NA,NA,poor,NA,NA,NA,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
58_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,ambivalent,poor,NA,favorable,poor,NA,high_school_graduate,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
59_b,b,favorable,b,noComments,mutual_acomodation,NA,NA,poor,NA,favorable,fair,asLongAsEligible,NA,NA,biracial_living_experience,NA
60_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,poor,unfavorable,NA,poor,untilBetterPlace,grade_school_or_less,unfavorable,biracial_living_experience,semiskilled
61_b,b,NA,b,favorable,mutual_acomodation,NA,NA,poor,NA,favorable,NA,asLongAsEligible,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
62_b,b,favorable,b,favorable,conflict,NA,NA,hard_to_say,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
63_b,b,favorable,b,NA,NA,ambivalentFriend,liberal,poor,NA,favorable,good,asLongAsEligible,grade_school_or_less,NA,NA,white_collar_or_skilled
64_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,fair,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
65_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
66_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,favorable,good,asLongAsEligible,NA,NA,NA,NA
67_b,b,favorable,b,favorable,NA,liberalFriend,liberal,fair,NA,favorable,NA,NA,NA,NA,NA,NA
68_b,b,favorable,b,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,asLongAsEligible,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
69_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
70_b,b,unfavorable,b,favorable,mutual_acomodation,ambivalentFriend,ambivalent,NA,NA,favorable,poor,permanent,NA,NA,no_biracial_living_experience,NA
71_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,asLongAsEligible,NA,NA,NA,NA
72_b,b,favorable,b,NA,NA,NA,NA,poor,NA,favorable,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
73_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,fair,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
74_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,NA,untilBetterPlace,NA,NA,biracial_living_experience,NA
75_b,b,favorable,b,NA,integration,liberalFriend,liberal,NA,NA,favorable,fair,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
76_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,fair,NA,favorable,NA,untilBetterPlace,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
77_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,asLongAsEligible,some_high_school,NA,NA,semiskilled
78_b,b,NA,b,favorable,NA,liberalFriend,liberal,poor,NA,NA,NA,asLongAsEligible,NA,favorable,NA,NA
79_b,b,NA,b,favorable,conflict,NA,NA,hard_to_say,NA,favorable,good,neverThoughtAboutIt,NA,NA,biracial_living_experience,NA
80_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,hard_to_say,NA,NA,NA,NA,NA
81_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,poor,NA,NA,NA,asLongAsEligible,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
82_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,NA,NA,permanent,some_high_school,NA,NA,unskilled_domestic_and_personal_service
83_b,b,favorable,b,favorable,mutual_acomodation,ambivalentFriend,liberal,poor,favorable,NA,fair,permanent,NA,NA,biracial_living_experience,NA
84_b,b,favorable,b,favorable,conflict,NA,NA,poor,NA,unfavorable,NA,untilBetterPlace,grade_school_or_less,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
85_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,poor,asLongAsEligible,NA,NA,NA,NA
86_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,hard_to_say,permanent,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
87_b,b,favorable,b,unfavorable,integration,NA,NA,NA,NA,NA,poor,asLongAsEligible,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
88_b,b,favorable,b,favorable,NA,NA,NA,good,NA,NA,NA,permanent,some_high_school,favorable,NA,semiskilled
89_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,asLongAsEligible,NA,NA,NA,NA
90_b,b,favorable,b,unfavorable,conflict,NA,NA,NA,NA,favorable,poor,untilBetterPlace,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
91_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,fair,NA,high_school_graduate,NA,NA,semiskilled
92_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,fair,NA,NA,NA,asLongAsEligible,high_school_graduate,NA,NA,semiskilled
93_b,b,unfavorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,poor,asLongAsEligible,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
94_b,b,NA,b,NA,NA,liberalFriend,liberal,hard_to_say,NA,favorable,good,NA,NA,NA,NA,NA
95_b,b,favorable,b,NA,NA,liberalFriend,liberal,good,NA,favorable,NA,NA,grade_school_or_less,NA,NA,white_collar_or_skilled
96_b,b,unfavorable,b,unfavorable,conflict,liberalFriend,liberal,NA,NA,favorable,fair,untilBetterPlace,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
97_b,b,favorable,b,NA,mutual_acomodation,NA,NA,poor,NA,NA,NA,NA,NA,NA,biracial_living_experience,NA
98_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,NA,NA,NA,good,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
99_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,favorable,NA,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
100_b,b,favorable,b,unfavorable,NA,NA,NA,fair,NA,favorable,poor,asLongAsEligible,NA,NA,NA,NA
101_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,NA,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
102_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,NA,poor,NA,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
103_b,b,favorable,b,favorable,NA,liberalFriend,liberal,good,NA,favorable,NA,permanent,NA,NA,NA,NA
104_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
105_b,b,favorable,b,NA,NA,liberalFriend,liberal,good,NA,favorable,NA,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
106_b,b,favorable,b,favorable,mutual_acomodation,ambivalentFriend,ambivalent,good,NA,favorable,NA,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
107_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,NA,neverThoughtAboutIt,NA,NA,NA,NA
108_b,b,NA,b,favorable,NA,liberalFriend,liberal,poor,NA,favorable,NA,neverThoughtAboutIt,some_high_school,NA,NA,semiskilled
109_b,b,favorable,b,NA,conflict,liberalFriend,liberal,NA,favorable,favorable,NA,asLongAsEligible,high_school_graduate,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
110_b,b,favorable,b,NA,conflict,liberalFriend,liberal,fair,NA,NA,NA,asLongAsEligible,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
111_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,fair,NA,NA,NA,untilOwnHome,NA,NA,biracial_living_experience,NA
112_b,b,favorable,b,unfavorable,NA,NA,NA,NA,NA,favorable,good,asLongAsEligible,NA,NA,NA,NA
113_b,b,NA,b,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,hard_to_say,asLongAsEligible,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
114_b,b,favorable,b,favorable,integration,NA,NA,good,NA,NA,good,NA,NA,NA,biracial_living_experience,NA
115_b,b,unfavorable,b,NA,mutual_acomodation,NA,NA,NA,NA,NA,NA,untilBetterPlace,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
116_b,b,favorable,b,NA,NA,NA,NA,hard_to_say,NA,favorable,NA,neverThoughtAboutIt,high_school_graduate,NA,NA,semiskilled
117_b,b,favorable,b,noComments,NA,NA,NA,poor,NA,unfavorable,NA,NA,grade_school_or_less,favorable,NA,semiskilled
118_b,b,NA,b,NA,NA,NA,NA,NA,favorable,favorable,poor,permanent,some_high_school,NA,NA,unskilled_domestic_and_personal_service
119_b,b,NA,b,favorable,NA,NA,NA,NA,NA,favorable,poor,asLongAsEligible,NA,NA,NA,NA
120_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,poor,NA,NA,poor,asLongAsEligible,NA,NA,biracial_living_experience,NA
121_b,b,unfavorable,b,favorableAndUnfavorable,NA,liberalFriend,ambivalent,poor,NA,favorable,NA,asLongAsEligible,grade_school_or_less,NA,NA,semiskilled
122_b,b,favorable,b,favorable,NA,NA,NA,good,NA,favorable,hard_to_say,permanent,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
123_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,NA,asLongAsEligible,grade_school_or_less,favorable,biracial_living_experience,white_collar_or_skilled
124_b,b,favorable,b,noComments,NA,NA,NA,hard_to_say,NA,NA,hard_to_say,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
125_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,good,NA,NA,good,neverThoughtAboutIt,some_high_school,NA,NA,unskilled_domestic_and_personal_service
126_b,b,unfavorable,b,favorable,NA,NA,NA,NA,NA,favorable,good,untilBetterPlace,NA,NA,NA,NA
127_b,b,favorable,b,favorable,NA,liberalFriend,liberal,fair,NA,favorable,NA,NA,grade_school_or_less,NA,NA,semiskilled
128_b,b,favorable,b,favorable,conflict,NA,NA,NA,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
129_b,b,favorable,b,favorable,integration,liberalFriend,liberal,poor,NA,NA,NA,asLongAsEligible,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
130_b,b,NA,b,favorable,mutual_acomodation,NA,NA,NA,NA,NA,poor,untilOwnHome,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
131_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,untilBetterPlace,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
132_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,poor,NA,favorable,NA,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
133_b,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,NA,good,asLongAsEligible,NA,unfavorable,biracial_living_experience,NA
134_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,NA,NA,untilBetterPlace,NA,NA,NA,NA
135_b,b,favorable,b,NA,conflict,NA,NA,NA,NA,favorable,good,NA,high_school_graduate,NA,no_biracial_living_experience,white_collar_or_skilled
136_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,poor,NA,favorable,NA,asLongAsEligible,grade_school_or_less,unfavorable,biracial_living_experience,unskilled_domestic_and_personal_service
137_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,good,NA,NA,NA,permanent,some_high_school,NA,NA,unskilled_domestic_and_personal_service
138_b,b,favorable,b,unfavorable,NA,NA,NA,NA,NA,favorable,good,asLongAsEligible,grade_school_or_less,NA,NA,semiskilled
139_b,b,NA,b,NA,mutual_acomodation,NA,NA,NA,favorable,favorable,poor,untilBetterPlace,grade_school_or_less,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
140_b,b,favorable,b,NA,NA,liberalFriend,liberal,hard_to_say,NA,favorable,NA,NA,NA,NA,NA,NA
141_b,b,NA,b,favorable,NA,ambivalentFriend,liberal,poor,NA,favorable,NA,NA,NA,NA,NA,NA
142_b,b,NA,b,favorableAndUnfavorable,NA,liberalFriend,liberal,fair,NA,NA,hard_to_say,NA,NA,NA,NA,NA
143_b,b,favorable,b,noComments,NA,NA,NA,NA,NA,favorable,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
144_b,b,favorable,b,NA,NA,NA,NA,hard_to_say,NA,NA,poor,NA,NA,NA,NA,NA
145_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,NA,favorable,poor,untilOwnHome,high_school_graduate,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
146_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,ambivalent,NA,NA,favorable,fair,untilBetterPlace,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
147_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,permanent,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
148_b,b,favorable,b,favorable,mutual_acomodation,ambivalentFriend,liberal,fair,NA,favorable,good,asLongAsEligible,NA,NA,biracial_living_experience,NA
149_b,b,favorable,b,favorable,NA,NA,NA,hard_to_say,NA,NA,NA,untilOwnHome,some_high_school,NA,NA,white_collar_or_skilled
150_b,b,NA,b,favorable,NA,NA,NA,poor,NA,NA,good,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
151_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,poor,NA,favorable,NA,asLongAsEligible,NA,NA,NA,NA
152_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,untilBetterPlace,some_high_school,NA,NA,white_collar_or_skilled
153_b,b,favorable,b,unfavorable,NA,NA,NA,NA,NA,NA,poor,NA,NA,favorable,NA,NA
154_b,b,favorable,b,favorable,NA,NA,NA,fair,NA,NA,NA,permanent,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
155_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,NA,good,neverThoughtAboutIt,grade_school_or_less,NA,NA,white_collar_or_skilled
156_b,b,NA,b,unfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,NA,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
157_b,b,favorable,b,noComments,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
158_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,NA,NA,good,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
159_b,b,NA,b,favorable,NA,NA,NA,good,NA,NA,NA,neverThoughtAboutIt,NA,NA,NA,NA
160_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,poor,NA,NA,NA,NA,NA
161_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,good,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
162_b,b,favorable,b,unfavorable,integration,liberalFriend,liberal,poor,NA,favorable,poor,untilBetterPlace,some_high_school,favorable,biracial_living_experience,semiskilled
163_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,NA,unfavorable,good,asLongAsEligible,NA,NA,biracial_living_experience,NA
164_b,b,unfavorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,neverThoughtAboutIt,some_high_school,NA,NA,unskilled_domestic_and_personal_service
165_b,b,unfavorable,b,NA,mutual_acomodation,NA,NA,poor,NA,favorable,NA,asLongAsEligible,NA,NA,biracial_living_experience,NA
166_b,b,favorable,b,NA,conflict,liberalFriend,liberal,poor,NA,favorable,good,untilBetterPlace,NA,NA,biracial_living_experience,NA
167_b,b,favorable,b,unfavorable,NA,NA,NA,NA,NA,NA,poor,permanent,some_high_school,NA,NA,unskilled_domestic_and_personal_service
168_b,b,favorable,b,favorableAndUnfavorable,integration,NA,NA,good,NA,favorable,poor,untilBetterPlace,NA,NA,biracial_living_experience,NA
169_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,good,NA,favorable,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
170_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,poor,NA,grade_school_or_less,NA,biracial_living_experience,white_collar_or_skilled
171_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,poor,NA,favorable,NA,untilBetterPlace,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
172_b,b,unfavorable,b,unfavorable,mutual_acomodation,liberalFriend,liberal,fair,NA,NA,NA,permanent,high_school_graduate,NA,biracial_living_experience,semiskilled
173_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,poor,asLongAsEligible,NA,NA,biracial_living_experience,NA
174_b,b,unfavorable,b,favorable,NA,liberalFriend,liberal,good,NA,favorable,NA,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
175_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,favorable,NA,NA,some_high_school,NA,NA,semiskilled
176_b,b,favorable,b,NA,mutual_acomodation,NA,NA,good,NA,favorable,poor,neverThoughtAboutIt,NA,favorable,biracial_living_experience,NA
177_b,b,favorable,b,unfavorable,NA,NA,NA,poor,NA,favorable,poor,permanent,NA,NA,NA,NA
178_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,poor,NA,some_high_school,NA,NA,semiskilled
179_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,good,NA,some_high_school,NA,NA,white_collar_or_skilled
180_b,b,unfavorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,poor,NA,favorable,NA,NA,some_high_school,favorable,biracial_living_experience,white_collar_or_skilled
181_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,unfavorable,favorable,good,neverThoughtAboutIt,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
182_b,b,unfavorable,b,NA,NA,NA,NA,NA,NA,NA,hard_to_say,permanent,NA,NA,NA,NA
183_b,b,favorable,b,NA,NA,NA,NA,poor,NA,favorable,NA,untilOwnHome,NA,NA,NA,NA
