id,group,evaluationOfHilltown,group,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,evaluationOfManagement,evaluationOfPhysicalAmenities,satisfactionInField,transiency,education,evaluationOfCoResidents,pastExperience,occupation
43_b,b,favorable,b,NA,mutual_acomodation,NA,NA,good,NA,favorable,NA,neverThoughtAboutIt,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
44_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,NA,NA,favorable,poor,untilBetterPlace,NA,NA,biracial_living_experience,NA
45_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,NA,NA,favorable,fair,neverThoughtAboutIt,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
46_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
47_b,b,favorable,b,favorable,NA,liberalFriend,liberal,poor,NA,favorable,NA,NA,NA,NA,NA,NA
48_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,good,NA,NA,NA,NA,NA,NA,NA,NA
49_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,good,NA,NA,NA,NA,NA
50_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,NA,NA,NA,NA,NA
51_b,b,favorable,b,NA,mutual_acomodation,NA,NA,poor,NA,favorable,NA,neverThoughtAboutIt,NA,NA,biracial_living_experience,NA
52_b,b,unfavorable,b,favorable,mutual_acomodation,NA,NA,poor,NA,NA,NA,permanent,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
53_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,NA,NA
54_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,hard_to_say,untilBetterPlace,high_school_graduate,NA,NA,white_collar_or_skilled
55_b,b,NA,b,favorable,NA,liberalFriend,liberal,fair,NA,favorable,NA,untilBetterPlace,NA,NA,NA,NA
56_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,hard_to_say,untilOwnHome,NA,NA,NA,NA
57_b,b,favorable,b,NA,NA,NA,NA,poor,NA,NA,poor,neverThoughtAboutIt,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
58_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,NA,poor,neverThoughtAboutIt,NA,NA,NA,NA
59_b,b,unfavorable,b,NA,mutual_acomodation,liberalFriend,liberal,poor,NA,NA,NA,NA,high_school_graduate,NA,biracial_living_experience,semiskilled
60_b,b,NA,b,unfavorable,conflict,liberalFriend,liberal,NA,NA,favorable,good,permanent,NA,NA,no_biracial_living_experience,NA
61_b,b,favorable,b,unfavorable,mutual_acomodation,ambivalentFriend,liberal,NA,NA,favorable,NA,asLongAsEligible,some_high_school,NA,no_biracial_living_experience,semiskilled
62_b,b,NA,b,NA,conflict,liberalFriend,liberal,good,NA,favorable,NA,untilOwnHome,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
63_b,b,unfavorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,fair,NA,favorable,NA,permanent,high_school_graduate,NA,biracial_living_experience,semiskilled
64_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,NA,poor,neverThoughtAboutIt,NA,favorable,NA,NA
65_b,b,favorable,b,NA,NA,NA,NA,poor,NA,favorable,good,NA,NA,favorable,NA,NA
66_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,poor,asLongAsEligible,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
67_b,b,favorable,b,NA,NA,ambivalentFriend,liberal,poor,NA,favorable,poor,asLongAsEligible,NA,NA,NA,NA
68_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,NA,NA
69_b,b,favorable,b,unfavorable,NA,NA,NA,poor,NA,NA,poor,untilBetterPlace,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
70_b,b,favorable,b,NA,mutual_acomodation,NA,NA,fair,NA,NA,NA,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
71_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,poor,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
72_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,ambivalent,fair,NA,favorable,NA,untilBetterPlace,high_school_graduate,favorable,biracial_living_experience,white_collar_or_skilled
73_b,b,favorable,b,favorable,integration,liberalFriend,ambivalent,poor,NA,NA,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
74_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,NA,NA,favorable,NA,asLongAsEligible,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
75_b,b,favorable,b,noComments,conflict,NA,NA,NA,NA,NA,NA,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
76_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,NA,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,semiskilled
77_b,b,favorable,b,favorable,NA,liberalFriend,liberal,poor,NA,NA,NA,NA,NA,NA,NA,NA
78_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,NA,asLongAsEligible,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
79_b,b,favorable,b,unfavorable,NA,NA,NA,NA,NA,favorable,NA,asLongAsEligible,NA,NA,NA,NA
80_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,good,NA,NA,NA,asLongAsEligible,NA,favorable,biracial_living_experience,NA
81_b,b,unfavorable,b,unfavorable,NA,liberalFriend,liberal,hard_to_say,NA,NA,NA,permanent,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
82_b,b,favorable,b,favorable,NA,liberalFriend,ambivalent,poor,NA,NA,fair,asLongAsEligible,NA,NA,NA,NA
83_b,b,favorable,b,NA,NA,NA,NA,hard_to_say,NA,NA,NA,neverThoughtAboutIt,NA,NA,NA,NA
84_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,good,permanent,NA,NA,NA,NA
85_b,b,favorable,b,favorable,integration,NA,NA,poor,NA,favorable,NA,untilBetterPlace,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
86_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,hard_to_say,NA,NA,poor,untilBetterPlace,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
87_b,b,NA,b,NA,mutual_acomodation,liberalFriend,liberal,poor,NA,favorable,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
88_b,b,favorable,b,favorable,NA,liberalFriend,ambivalent,poor,NA,favorable,NA,NA,NA,NA,NA,NA
89_b,b,favorable,b,favorable,conflict,NA,NA,NA,NA,favorable,poor,asLongAsEligible,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
90_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,NA,NA,NA,NA,NA,NA,NA
91_b,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,liberal,poor,NA,NA,poor,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
92_b,b,NA,b,favorable,mutual_acomodation,NA,NA,hard_to_say,NA,favorable,NA,permanent,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
93_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,favorable,good,asLongAsEligible,NA,NA,NA,NA
94_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,good,NA,NA,NA,biracial_living_experience,NA
95_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,good,NA,NA,NA,untilOwnHome,grade_school_or_less,favorable,NA,semiskilled
96_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,hard_to_say,NA,favorable,hard_to_say,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
97_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,poor,NA,favorable,NA,asLongAsEligible,high_school_graduate,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
98_b,b,NA,b,favorable,integration,liberalFriend,liberal,NA,NA,favorable,good,permanent,NA,NA,biracial_living_experience,NA
99_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,poor,untilOwnHome,NA,NA,biracial_living_experience,NA
100_b,b,favorable,b,noComments,NA,NA,NA,poor,NA,NA,good,NA,grade_school_or_less,favorable,NA,white_collar_or_skilled
101_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,good,asLongAsEligible,NA,unfavorable,NA,NA
102_b,b,favorable,b,noComments,NA,NA,NA,hard_to_say,NA,favorable,fair,neverThoughtAboutIt,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
103_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,poor,asLongAsEligible,some_high_school,favorable,NA,white_collar_or_skilled
104_b,b,unfavorable,b,favorable,NA,NA,NA,hard_to_say,NA,favorable,fair,neverThoughtAboutIt,some_high_school,NA,NA,white_collar_or_skilled
105_b,b,favorable,b,NA,conflict,NA,NA,NA,NA,NA,NA,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
106_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,poor,untilOwnHome,some_high_school,NA,NA,unskilled_domestic_and_personal_service
107_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,hard_to_say,NA,favorable,NA,NA,some_high_school,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
108_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,favorable,NA,asLongAsEligible,NA,NA,NA,NA
109_b,b,favorable,b,NA,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,NA,NA
110_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,NA,neverThoughtAboutIt,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
111_b,b,favorable,b,NA,NA,ambivalentFriend,ambivalent,NA,NA,favorable,poor,NA,NA,NA,NA,NA
112_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,NA,NA,untilBetterPlace,some_high_school,NA,NA,unskilled_domestic_and_personal_service
113_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,good,asLongAsEligible,NA,favorable,NA,NA
114_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,poor,NA,favorable,poor,NA,NA,favorable,NA,NA
115_b,b,NA,b,favorable,NA,liberalFriend,liberal,poor,NA,favorable,NA,untilBetterPlace,some_high_school,NA,NA,white_collar_or_skilled
116_b,b,favorable,b,NA,NA,ambivalentFriend,liberal,hard_to_say,NA,unfavorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
117_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,poor,permanent,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
118_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,poor,NA,favorable,NA,untilBetterPlace,grade_school_or_less,NA,biracial_living_experience,white_collar_or_skilled
119_b,b,favorable,b,unfavorable,NA,ambivalentFriend,liberal,NA,NA,NA,poor,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
120_b,b,favorable,b,favorable,NA,liberalFriend,liberal,good,NA,favorable,good,neverThoughtAboutIt,NA,NA,NA,NA
121_b,b,favorable,b,noComments,NA,ambivalentFriend,liberal,NA,NA,unfavorable,NA,asLongAsEligible,some_high_school,NA,NA,semiskilled
122_b,b,favorable,b,favorableAndUnfavorable,integration,liberalFriend,liberal,poor,NA,NA,hard_to_say,neverThoughtAboutIt,NA,NA,biracial_living_experience,NA
123_b,b,favorable,b,NA,NA,liberalFriend,liberal,good,NA,NA,good,NA,NA,NA,NA,NA
124_b,b,favorable,b,unfavorable,mutual_acomodation,ambivalentFriend,liberal,poor,NA,NA,NA,untilBetterPlace,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
125_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,unfavorable,NA,fair,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
126_b,b,unfavorable,b,unfavorable,NA,NA,NA,poor,NA,NA,NA,untilBetterPlace,grade_school_or_less,NA,NA,semiskilled
127_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,poor,NA,favorable,NA,asLongAsEligible,high_school_graduate,unfavorable,biracial_living_experience,semiskilled
128_b,b,favorable,b,favorable,NA,ambivalentFriend,ambivalent,NA,NA,favorable,poor,untilBetterPlace,NA,NA,NA,NA
129_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,good,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
130_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,fair,NA,NA,NA,asLongAsEligible,some_high_school,NA,NA,semiskilled
131_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,good,NA,NA,NA,neverThoughtAboutIt,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
132_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,fair,favorable,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
133_b,b,favorable,b,NA,NA,NA,NA,poor,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
134_b,b,favorable,b,favorable,NA,NA,NA,good,favorable,NA,good,NA,NA,NA,NA,NA
135_b,b,favorable,b,favorable,integration,NA,NA,poor,favorable,favorable,hard_to_say,untilOwnHome,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
136_b,b,favorable,b,favorable,conflict,NA,NA,poor,favorable,favorable,fair,untilBetterPlace,NA,NA,biracial_living_experience,NA
137_b,b,favorable,b,NA,mutual_acomodation,NA,NA,poor,NA,NA,NA,untilOwnHome,some_high_school,NA,biracial_living_experience,semiskilled
138_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,favorable,NA,NA
139_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,NA,NA,favorable,NA,asLongAsEligible,some_high_school,favorable,no_biracial_living_experience,unskilled_domestic_and_personal_service
140_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,fair,NA,NA,good,permanent,NA,NA,NA,NA
141_b,b,favorable,b,NA,NA,NA,NA,NA,NA,NA,hard_to_say,NA,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
142_b,b,favorable,b,NA,NA,NA,NA,poor,NA,favorable,NA,NA,NA,NA,NA,NA
143_b,b,favorable,b,unfavorable,NA,NA,NA,poor,NA,favorable,poor,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
144_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,NA,poor,asLongAsEligible,NA,unfavorable,NA,NA
145_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,poor,untilOwnHome,grade_school_or_less,NA,biracial_living_experience,semiskilled
146_b,b,favorable,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
147_b,b,favorable,b,favorable,conflict,NA,NA,NA,NA,favorable,good,untilBetterPlace,NA,unfavorable,biracial_living_experience,NA
148_b,b,favorable,b,favorable,NA,liberalFriend,liberal,fair,NA,favorable,poor,neverThoughtAboutIt,NA,favorable,NA,NA
149_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,untilBetterPlace,NA,favorable,NA,NA
150_b,b,favorable,b,NA,conflict,liberalFriend,liberal,poor,NA,favorable,NA,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
151_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,favorable,good,NA,NA,NA,NA,NA
152_b,b,unfavorable,b,unfavorable,NA,liberalFriend,liberal,fair,NA,favorable,NA,permanent,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
153_b,b,NA,b,favorable,NA,NA,NA,poor,NA,favorable,NA,asLongAsEligible,NA,NA,NA,NA
154_b,b,favorable,b,favorable,NA,liberalFriend,liberal,poor,NA,NA,fair,permanent,some_high_school,NA,NA,semiskilled
155_b,b,NA,b,unfavorable,NA,NA,NA,good,favorable,favorable,NA,permanent,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
156_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,good,untilOwnHome,high_school_graduate,NA,NA,white_collar_or_skilled
157_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,poor,asLongAsEligible,NA,NA,NA,NA
158_b,b,favorable,b,favorable,conflict,NA,NA,poor,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
159_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,poor,favorable,favorable,NA,asLongAsEligible,grade_school_or_less,NA,NA,semiskilled
160_b,b,NA,b,favorable,NA,liberalFriend,liberal,poor,NA,NA,NA,neverThoughtAboutIt,NA,NA,NA,NA
161_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA,NA
162_b,b,favorable,b,NA,NA,NA,NA,poor,NA,favorable,poor,untilBetterPlace,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
163_b,b,favorable,b,favorable,conflict,NA,NA,poor,NA,favorable,poor,NA,some_high_school,unfavorable,biracial_living_experience,unskilled_domestic_and_personal_service
164_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,favorable,poor,asLongAsEligible,NA,unfavorable,NA,NA
165_b,b,unfavorable,b,NA,integration,liberalFriend,liberal,good,NA,favorable,poor,neverThoughtAboutIt,NA,NA,biracial_living_experience,NA
166_b,b,favorable,b,favorable,conflict,NA,NA,NA,NA,NA,good,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,semiskilled
167_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,asLongAsEligible,some_high_school,NA,NA,semiskilled
168_b,b,favorable,b,unfavorable,NA,NA,NA,poor,NA,favorable,NA,NA,some_high_school,unfavorable,NA,unskilled_domestic_and_personal_service
169_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,hard_to_say,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
170_b,b,favorable,b,favorable,NA,liberalFriend,ambivalent,poor,NA,favorable,NA,untilOwnHome,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
171_b,b,NA,b,NA,NA,liberalFriend,liberal,poor,NA,NA,NA,neverThoughtAboutIt,some_high_school,NA,NA,white_collar_or_skilled
172_b,b,favorable,b,favorableAndUnfavorable,integration,liberalFriend,liberal,NA,NA,NA,poor,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
173_b,b,favorable,b,favorable,NA,NA,NA,good,NA,favorable,NA,NA,grade_school_or_less,NA,NA,white_collar_or_skilled
174_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,fair,permanent,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
175_b,b,favorable,b,favorable,NA,NA,NA,NA,favorable,favorable,good,permanent,NA,NA,NA,NA
176_b,b,favorable,b,favorable,conflict,liberalFriend,liberal,hard_to_say,NA,favorable,poor,permanent,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
177_b,b,NA,b,NA,NA,NA,NA,NA,NA,favorable,poor,untilBetterPlace,NA,NA,NA,NA
178_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,poor,asLongAsEligible,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
179_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,hard_to_say,NA,favorable,poor,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
180_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,poor,NA,favorable,NA,NA,grade_school_or_less,NA,biracial_living_experience,white_collar_or_skilled
181_b,b,unfavorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,favorable,NA,fair,permanent,NA,NA,biracial_living_experience,NA
182_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,hard_to_say,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
183_b,b,favorable,b,NA,integration,NA,NA,NA,NA,favorable,NA,asLongAsEligible,some_high_school,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
184_b,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,permanent,NA,NA,biracial_living_experience,NA
