id,group,evaluationOfHilltown,group,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,evaluationOfManagement,evaluationOfPhysicalAmenities,satisfactionInField,transiency,education,evaluationOfCoResidents,pastExperience,occupation
70_b,b,favorable,b,favorable,NA,NA,NA,hard_to_say,NA,favorable,poor,NA,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
71_b,b,NA,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,good,NA,NA,fair,permanent,NA,NA,biracial_living_experience,NA
72_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,poor,NA,NA,poor,untilOwnHome,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
73_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,good,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
74_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,unfavorable,good,untilBetterPlace,NA,NA,NA,NA
75_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,permanent,some_high_school,NA,NA,unskilled_domestic_and_personal_service
76_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,good,asLongAsEligible,NA,favorable,NA,NA
77_b,b,favorable,b,NA,mutual_acomodation,NA,NA,poor,NA,favorable,poor,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
78_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,hard_to_say,neverThoughtAboutIt,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
79_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,fair,NA,favorable,NA,asLongAsEligible,some_high_school,NA,biracial_living_experience,semiskilled
80_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,good,NA,favorable,NA,untilOwnHome,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
81_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,ambivalent,NA,NA,favorable,poor,asLongAsEligible,NA,NA,biracial_living_experience,NA
82_b,b,favorable,b,unfavorable,conflict,liberalFriend,liberal,good,NA,NA,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
83_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,asLongAsEligible,grade_school_or_less,NA,NA,semiskilled
84_b,b,favorable,b,favorable,NA,ambivalentFriend,ambivalent,hard_to_say,NA,favorable,NA,asLongAsEligible,NA,NA,NA,NA
85_b,b,favorable,b,NA,NA,liberalFriend,liberal,poor,NA,NA,NA,neverThoughtAboutIt,high_school_graduate,NA,NA,white_collar_or_skilled
86_b,b,NA,b,favorable,integration,NA,NA,hard_to_say,NA,NA,poor,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
87_b,b,favorable,b,unfavorable,NA,ambivalentFriend,liberal,poor,NA,favorable,NA,neverThoughtAboutIt,NA,NA,NA,NA
88_b,b,favorable,b,NA,NA,liberalFriend,liberal,good,NA,NA,good,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
89_b,b,favorable,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,some_high_school,NA,NA,white_collar_or_skilled
90_b,b,favorable,b,NA,mutual_acomodation,NA,NA,poor,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
91_b,b,unfavorable,b,unfavorable,NA,NA,NA,NA,NA,NA,fair,NA,NA,NA,NA,NA
92_b,b,favorable,b,favorable,conflict,NA,NA,NA,NA,NA,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
93_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,poor,NA,favorable,NA,asLongAsEligible,NA,NA,biracial_living_experience,NA
94_b,b,NA,b,NA,mutual_acomodation,NA,NA,poor,NA,favorable,poor,neverThoughtAboutIt,NA,NA,no_biracial_living_experience,NA
95_b,b,favorable,b,NA,NA,NA,NA,poor,NA,favorable,fair,permanent,NA,NA,NA,NA
96_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,poor,NA,favorable,poor,untilBetterPlace,high_school_graduate,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
97_b,b,favorable,b,favorable,NA,NA,NA,good,NA,favorable,NA,asLongAsEligible,high_school_graduate,NA,NA,white_collar_or_skilled
98_b,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,NA,asLongAsEligible,NA,NA,NA,NA
99_b,b,favorable,b,unfavorable,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,permanent,NA,NA,NA,NA
100_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,poor,permanent,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
101_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,poor,NA,NA,NA,NA,some_high_school,NA,biracial_living_experience,white_collar_or_skilled
102_b,b,favorable,b,favorable,conflict,ambivalentFriend,liberal,poor,favorable,favorable,NA,untilBetterPlace,some_high_school,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
103_b,b,favorable,b,NA,NA,NA,NA,poor,NA,NA,NA,neverThoughtAboutIt,NA,favorable,NA,NA
104_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,favorable,NA,NA,NA,favorable,NA,NA
105_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,fair,NA,favorable,poor,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
106_b,b,favorable,b,NA,conflict,liberalFriend,liberal,NA,NA,unfavorable,hard_to_say,asLongAsEligible,high_school_graduate,NA,biracial_living_experience,semiskilled
107_b,b,favorable,b,favorable,NA,ambivalentFriend,liberal,hard_to_say,NA,favorable,fair,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
108_b,b,NA,b,NA,NA,NA,NA,NA,NA,favorable,poor,neverThoughtAboutIt,NA,NA,NA,NA
109_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,favorable,NA,good,NA,NA,NA,NA,NA
110_b,b,favorable,b,favorable,conflict,NA,NA,poor,NA,NA,poor,asLongAsEligible,grade_school_or_less,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
111_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,poor,untilBetterPlace,some_high_school,favorable,NA,white_collar_or_skilled
112_b,b,favorable,b,NA,NA,liberalFriend,ambivalent,good,NA,NA,NA,untilBetterPlace,some_high_school,NA,NA,unskilled_domestic_and_personal_service
113_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
114_b,b,NA,b,unfavorable,NA,NA,NA,NA,NA,favorable,good,neverThoughtAboutIt,NA,NA,NA,NA
115_b,b,NA,b,favorable,mutual_acomodation,NA,NA,poor,favorable,favorable,NA,asLongAsEligible,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
116_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,ambivalent,NA,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
117_b,b,favorable,b,NA,NA,NA,NA,NA,NA,NA,poor,asLongAsEligible,NA,NA,NA,NA
118_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,NA,fair,NA,NA,NA,NA,NA
119_b,b,favorable,b,unfavorable,conflict,NA,NA,good,NA,favorable,NA,NA,grade_school_or_less,favorable,no_biracial_living_experience,white_collar_or_skilled
120_b,b,favorable,b,NA,NA,NA,NA,poor,NA,favorable,hard_to_say,asLongAsEligible,NA,NA,NA,NA
121_b,b,favorable,b,NA,NA,NA,NA,poor,NA,NA,poor,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
122_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
123_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,good,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
124_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,good,favorable,favorable,NA,asLongAsEligible,NA,NA,biracial_living_experience,NA
125_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,poor,asLongAsEligible,NA,NA,biracial_living_experience,NA
126_b,b,favorable,b,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,fair,asLongAsEligible,NA,NA,NA,NA
127_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,poor,asLongAsEligible,NA,NA,NA,NA
128_b,b,favorable,b,unfavorable,NA,NA,NA,NA,NA,favorable,good,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
129_b,b,favorable,b,favorable,NA,NA,NA,NA,unfavorable,favorable,fair,asLongAsEligible,NA,NA,NA,NA
130_b,b,favorable,b,favorableAndUnfavorable,NA,ambivalentFriend,liberal,NA,NA,NA,poor,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
131_b,b,favorable,b,NA,integration,NA,NA,NA,NA,NA,NA,permanent,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
132_b,b,NA,b,NA,mutual_acomodation,liberalFriend,liberal,fair,NA,favorable,hard_to_say,permanent,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
133_b,b,favorable,b,favorable,NA,NA,NA,poor,unfavorable,favorable,NA,NA,grade_school_or_less,NA,NA,white_collar_or_skilled
134_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,fair,untilBetterPlace,NA,NA,NA,NA
135_b,b,favorable,b,favorable,conflict,NA,NA,poor,NA,NA,NA,NA,NA,NA,no_biracial_living_experience,NA
136_b,b,unfavorable,b,NA,NA,liberalFriend,liberal,poor,NA,favorable,NA,permanent,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
137_b,b,favorable,b,unfavorable,NA,NA,NA,hard_to_say,NA,NA,NA,NA,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
138_b,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,poor,NA,favorable,NA,neverThoughtAboutIt,some_high_school,NA,biracial_living_experience,white_collar_or_skilled
139_b,b,unfavorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,poor,neverThoughtAboutIt,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
140_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,asLongAsEligible,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
141_b,b,favorable,b,favorable,integration,NA,NA,good,NA,favorable,NA,asLongAsEligible,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
142_b,b,unfavorable,b,NA,NA,NA,NA,poor,favorable,favorable,poor,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
143_b,b,favorable,b,favorable,conflict,NA,NA,fair,NA,favorable,NA,asLongAsEligible,some_high_school,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
144_b,b,NA,b,NA,NA,NA,NA,poor,NA,favorable,poor,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
145_b,b,favorable,b,NA,NA,NA,NA,NA,favorable,NA,hard_to_say,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
146_b,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,untilOwnHome,grade_school_or_less,NA,NA,semiskilled
147_b,b,NA,b,favorable,NA,ambivalentFriend,liberal,poor,favorable,NA,poor,NA,NA,NA,NA,NA
148_b,b,unfavorable,b,favorable,NA,liberalFriend,ambivalent,NA,NA,NA,NA,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
149_b,b,favorable,b,NA,mutual_acomodation,NA,NA,good,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
150_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,hard_to_say,NA,NA,NA,asLongAsEligible,NA,NA,biracial_living_experience,NA
151_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,poor,asLongAsEligible,some_high_school,NA,NA,unskilled_domestic_and_personal_service
152_b,b,NA,b,favorable,conflict,NA,NA,NA,NA,unfavorable,good,asLongAsEligible,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
153_b,b,unfavorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,NA,NA,neverThoughtAboutIt,some_high_school,NA,biracial_living_experience,semiskilled
154_b,b,unfavorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,NA,favorable,poor,permanent,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
155_b,b,favorable,b,NA,NA,ambivalentFriend,liberal,hard_to_say,NA,NA,NA,neverThoughtAboutIt,NA,favorable,NA,NA
156_b,b,favorable,b,favorable,NA,NA,NA,poor,NA,favorable,NA,permanent,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
157_b,b,favorable,b,favorable,NA,liberalFriend,liberal,poor,NA,NA,poor,NA,NA,NA,NA,NA
158_b,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,NA,hard_to_say,untilOwnHome,NA,NA,NA,NA
159_b,b,favorable,b,favorableAndUnfavorable,conflict,ambivalentFriend,liberal,hard_to_say,NA,favorable,fair,untilOwnHome,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
160_b,b,favorable,b,unfavorable,NA,NA,NA,NA,NA,NA,poor,NA,some_high_school,NA,NA,semiskilled
161_b,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,good,NA,favorable,poor,permanent,NA,NA,NA,NA
162_b,b,favorable,b,favorable,NA,NA,NA,hard_to_say,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
163_b,b,favorable,b,unfavorable,NA,NA,NA,poor,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
164_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,poor,neverThoughtAboutIt,high_school_graduate,NA,biracial_living_experience,semiskilled
165_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,good,NA,NA,NA,NA,NA
166_b,b,unfavorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,asLongAsEligible,NA,NA,NA,NA
167_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,NA,permanent,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
168_b,b,unfavorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,untilOwnHome,some_high_school,NA,NA,semiskilled
169_b,b,favorable,b,favorable,mutual_acomodation,ambivalentFriend,liberal,poor,NA,NA,fair,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
170_b,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,good,NA,NA,poor,asLongAsEligible,some_high_school,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
171_b,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,poor,NA,favorable,NA,untilOwnHome,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
172_b,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,NA,untilBetterPlace,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
173_b,b,favorable,b,NA,NA,NA,NA,NA,NA,NA,hard_to_say,neverThoughtAboutIt,some_high_school,NA,NA,unskilled_domestic_and_personal_service
174_b,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,poor,asLongAsEligible,high_school_graduate,NA,NA,white_collar_or_skilled
175_b,b,favorable,b,unfavorable,NA,NA,NA,good,NA,favorable,NA,asLongAsEligible,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
176_b,b,favorable,b,unfavorable,NA,NA,NA,NA,NA,NA,fair,permanent,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
177_b,b,favorable,b,NA,NA,liberalFriend,liberal,good,NA,NA,NA,untilBetterPlace,some_high_school,NA,NA,unskilled_domestic_and_personal_service
178_b,b,NA,b,NA,NA,liberalFriend,liberal,good,NA,favorable,poor,NA,NA,NA,NA,NA
179_b,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,fair,asLongAsEligible,some_high_school,NA,biracial_living_experience,semiskilled
180_b,b,NA,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,poor,NA,NA,poor,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
181_b,b,NA,b,unfavorable,NA,NA,NA,hard_to_say,NA,favorable,NA,permanent,some_high_school,NA,NA,unskilled_domestic_and_personal_service
