id,evaluationOfHilltown,transiency,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,pastExperience,evaluationOfPhysicalAmenities,satisfactionInField,education,evaluationOfCoResidents,evaluationOfManagement,occupation
24,favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,unfavorable,good,NA,NA,favorable,unskilledDomesticPersonalService
25,NA,NA,NA,NA,liberalFriend,liberal,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
26,favorable,permanent,NA,NA,liberalFriend,liberal,fair,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
27,favorable,NA,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
28,favorable,permanent,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,good,gradeSchoolOrLess,NA,favorable,whiteColorSkilled
29,favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
30,favorable,NA,favorable,NA,NA,NA,poor,NA,NA,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
31,favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,poor,NA,NA,good,NA,NA,favorable,semiSkilled
32,favorable,asLongAsEligible,favorable,NA,liberalFriend,ambivalent,poor,NA,favorable,poor,NA,NA,favorable,unskilledDomesticPersonalService
33,favorable,neverThoughtAboutIt,unfavorable,NA,NA,NA,good,NA,favorable,poor,NA,favorable,NA,unskilledDomesticPersonalService
34,favorable,asLongAsEligible,NA,NA,liberalFriend,ambivalent,good,NA,favorable,fair,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
35,favorable,neverThoughtAboutIt,NA,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,NA,favorable,favorable,unskilledDomesticPersonalService
36,NA,permanent,favorable,NA,liberalFriend,liberal,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
37,NA,neverThoughtAboutIt,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
38,favorable,permanent,NA,conflict,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,someHighSchool,unfavorable,NA,NA
39,favorable,asLongAsEligible,favorable,NA,liberalFriend,ambivalent,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
40,favorable,asLongAsEligible,NA,mutualAcomodataion,ambivalentFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
41,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
42,unfavorable,NA,favorable,mutualAcomodataion,NA,NA,good,biracialLivingExperience,favorable,hardToSay,NA,NA,NA,semiSkilled
43,favorable,permanent,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,unfavorable,NA
44,favorable,permanent,unfavorable,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,favorable,good,highSchoolGraduate,NA,NA,semiSkilled
45,favorable,NA,favorable,NA,ambivalentFriend,ambivalent,good,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
46,NA,asLongAsEligible,favorable,NA,ambivalentFriend,liberal,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
47,NA,untilBetterPlace,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
48,favorable,permanent,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,favorable,NA,NA
49,favorable,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,semiSkilled
50,favorable,permanent,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,noBiracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
51,favorable,NA,favorable,conflict,NA,NA,hardToSay,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,semiSkilled
52,favorable,untilOwnHome,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,NA,NA
53,favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
54,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
55,favorable,untilBetterPlace,NA,conflict,liberalFriend,liberal,good,biracialLivingExperience,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
56,unfavorable,neverThoughtAboutIt,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
57,favorable,permanent,favorable,NA,liberalFriend,liberal,good,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
58,favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
59,favorable,untilOwnHome,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,fair,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
60,NA,permanent,favorableAndUnfavorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,NA,hardToSay,NA,NA,NA,semiSkilled
61,favorable,neverThoughtAboutIt,favorable,integration,liberalFriend,liberal,hardToSay,biracialLivingExperience,NA,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
62,favorable,untilOwnHome,NA,NA,NA,NA,hardToSay,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
63,favorable,untilOwnHome,unfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
64,favorable,NA,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
65,favorable,NA,favorableAndUnfavorable,NA,NA,NA,hardToSay,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
66,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,NA,hardToSay,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
67,favorable,asLongAsEligible,unfavorable,NA,liberalFriend,liberal,good,NA,NA,good,gradeSchoolOrLess,favorable,NA,whiteColorSkilled
68,favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
69,favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
70,favorable,NA,NA,mutualAcomodataion,liberalFriend,liberal,NA,noBiracialLivingExperience,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
71,favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,unfavorable,NA,NA
72,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
73,favorable,permanent,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
74,NA,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
75,favorable,neverThoughtAboutIt,NA,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
76,favorable,permanent,unfavorable,NA,NA,NA,poor,NA,NA,good,NA,favorable,NA,unskilledDomesticPersonalService
77,NA,asLongAsEligible,unfavorable,conflict,NA,NA,poor,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
78,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
79,favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,highSchoolGraduate,NA,NA,NA
80,favorable,NA,favorable,conflict,NA,NA,poor,biracialLivingExperience,NA,hardToSay,NA,unfavorable,NA,unskilledDomesticPersonalService
81,favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,poor,NA,favorable,NA,unskilledDomesticPersonalService
82,NA,permanent,NA,NA,NA,NA,poor,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
83,NA,asLongAsEligible,unfavorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,NA,poor,highSchoolGraduate,NA,favorable,unskilledDomesticPersonalService
84,favorable,NA,favorable,NA,liberalFriend,liberal,good,NA,NA,hardToSay,gradeSchoolOrLess,NA,favorable,unskilledDomesticPersonalService
85,favorable,permanent,NA,NA,liberalFriend,liberal,hardToSay,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
86,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,good,NA,favorable,fair,NA,favorable,NA,unskilledDomesticPersonalService
87,favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,NA,NA,unfavorable,NA,highSchoolGraduate,favorable,NA,NA
88,favorable,untilBetterPlace,NA,conflict,NA,NA,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
89,favorable,NA,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
90,favorable,untilBetterPlace,favorableAndUnfavorable,mutualAcomodataion,NA,NA,good,biracialLivingExperience,favorable,hardToSay,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
91,NA,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
92,favorable,neverThoughtAboutIt,NA,integration,NA,NA,good,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,semiSkilled
93,favorable,neverThoughtAboutIt,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
94,favorable,NA,favorable,mutualAcomodataion,ambivalentFriend,liberal,hardToSay,noBiracialLivingExperience,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
95,favorable,NA,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
96,favorable,NA,noComments,NA,liberalFriend,liberal,poor,NA,favorable,fair,NA,favorable,NA,semiSkilled
97,favorable,untilBetterPlace,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
98,favorable,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,hardToSay,NA,favorable,good,someHighSchool,NA,NA,semiSkilled
99,unfavorable,NA,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
100,favorable,permanent,NA,conflict,liberalFriend,liberal,NA,noBiracialLivingExperience,NA,NA,NA,NA,NA,NA
101,favorable,NA,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
102,favorable,NA,NA,integration,liberalFriend,liberal,fair,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
103,NA,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
104,favorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
105,favorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
106,favorable,permanent,unfavorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
107,NA,untilBetterPlace,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,favorable,NA,NA
108,unfavorable,asLongAsEligible,NA,conflict,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
109,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
110,favorable,NA,unfavorable,conflict,NA,NA,poor,biracialLivingExperience,favorable,good,someHighSchool,NA,NA,semiSkilled
111,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
112,favorable,untilOwnHome,favorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
113,favorable,NA,NA,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,favorable,NA
114,favorable,untilBetterPlace,favorable,integration,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
115,favorable,neverThoughtAboutIt,NA,NA,NA,NA,good,NA,favorable,good,gradeSchoolOrLess,NA,NA,semiSkilled
116,favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
117,NA,asLongAsEligible,unfavorable,NA,liberalFriend,liberal,good,NA,unfavorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
118,favorable,asLongAsEligible,unfavorable,integration,NA,NA,poor,biracialLivingExperience,NA,good,NA,favorable,NA,whiteColorSkilled
119,favorable,permanent,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
120,favorable,untilOwnHome,favorable,NA,liberalFriend,liberal,poor,NA,NA,fair,gradeSchoolOrLess,NA,NA,whiteColorSkilled
121,favorable,asLongAsEligible,favorable,NA,NA,NA,good,NA,favorable,good,NA,NA,NA,semiSkilled
122,NA,asLongAsEligible,noComments,NA,NA,NA,good,NA,favorable,good,NA,NA,NA,semiSkilled
123,NA,NA,favorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
124,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
125,favorable,NA,unfavorable,NA,NA,NA,poor,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
126,favorable,untilBetterPlace,favorable,NA,NA,NA,good,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
127,favorable,asLongAsEligible,favorable,conflict,ambivalentFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
128,NA,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,good,gradeSchoolOrLess,NA,favorable,unskilledDomesticPersonalService
129,favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,highSchoolGraduate,NA,NA,NA
130,NA,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,ambivalent,fair,biracialLivingExperience,favorable,hardToSay,gradeSchoolOrLess,NA,NA,semiSkilled
131,unfavorable,permanent,favorableAndUnfavorable,NA,liberalFriend,ambivalent,poor,NA,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
132,favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
133,favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
134,favorable,asLongAsEligible,NA,NA,NA,NA,good,NA,favorable,poor,NA,NA,favorable,whiteColorSkilled
135,favorable,permanent,favorable,NA,ambivalentFriend,liberal,poor,NA,NA,poor,highSchoolGraduate,favorable,favorable,unskilledDomesticPersonalService
136,favorable,permanent,favorable,NA,ambivalentFriend,liberal,hardToSay,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
137,unfavorable,NA,favorable,NA,ambivalentFriend,liberal,poor,NA,NA,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
138,unfavorable,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,good,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
139,NA,NA,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,poor,highSchoolGraduate,NA,NA,semiSkilled
140,favorable,NA,NA,NA,NA,NA,poor,NA,favorable,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
141,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,NA,NA,poor,noBiracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
142,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
143,favorable,NA,favorable,NA,NA,NA,good,NA,NA,good,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
144,favorable,neverThoughtAboutIt,favorable,integration,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
145,favorable,untilBetterPlace,unfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
146,unfavorable,asLongAsEligible,favorable,NA,liberalFriend,ambivalent,good,NA,favorable,good,someHighSchool,favorable,NA,unskilledDomesticPersonalService
147,favorable,NA,NA,NA,liberalFriend,ambivalent,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
148,NA,neverThoughtAboutIt,NA,NA,NA,NA,poor,NA,favorable,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
149,favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
150,favorable,untilOwnHome,NA,integration,liberalFriend,liberal,NA,noBiracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
151,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
152,favorable,NA,NA,conflict,liberalFriend,liberal,poor,biracialLivingExperience,favorable,fair,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
153,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,poor,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
154,favorable,untilOwnHome,favorable,NA,NA,NA,good,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
155,favorable,NA,NA,integration,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,favorable,NA,NA
156,favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,ambivalentFriend,liberal,good,NA,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
157,favorable,NA,favorable,NA,NA,NA,fair,NA,NA,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
158,favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
159,favorable,untilOwnHome,favorable,NA,NA,NA,good,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
160,favorable,permanent,unfavorable,NA,NA,NA,poor,NA,favorable,good,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
161,favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,favorable,NA,NA
162,favorable,neverThoughtAboutIt,unfavorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
163,NA,NA,favorable,integration,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,good,highSchoolGraduate,NA,favorable,whiteColorSkilled
164,favorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,fair,NA,favorable,NA,unskilledDomesticPersonalService
165,NA,NA,NA,NA,NA,NA,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
166,NA,NA,NA,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,favorable,poor,highSchoolGraduate,favorable,favorable,unskilledDomesticPersonalService
167,favorable,NA,NA,NA,NA,NA,poor,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
168,favorable,untilBetterPlace,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,unfavorable,NA,NA
169,favorable,asLongAsEligible,unfavorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
170,favorable,NA,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,semiSkilled
171,favorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,favorable,hardToSay,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
172,NA,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
173,favorable,asLongAsEligible,NA,conflict,ambivalentFriend,liberal,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,semiSkilled
174,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,NA,fair,NA,NA,NA,semiSkilled
175,favorable,untilBetterPlace,favorable,mutualAcomodataion,NA,NA,NA,noBiracialLivingExperience,NA,NA,gradeSchoolOrLess,favorable,NA,NA
176,favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
177,favorable,permanent,NA,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
178,favorable,untilOwnHome,favorable,conflict,NA,NA,poor,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,semiSkilled
179,favorable,NA,NA,conflict,liberalFriend,liberal,fair,biracialLivingExperience,unfavorable,poor,NA,NA,NA,unskilledDomesticPersonalService
180,favorable,neverThoughtAboutIt,NA,integration,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
181,favorable,untilBetterPlace,noComments,NA,liberalFriend,liberal,good,NA,favorable,poor,NA,unfavorable,NA,whiteColorSkilled
182,favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
183,favorable,untilOwnHome,favorable,NA,NA,NA,good,NA,favorable,hardToSay,someHighSchool,NA,favorable,whiteColorSkilled
184,favorable,permanent,favorable,NA,liberalFriend,ambivalent,hardToSay,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,semiSkilled
185,favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
186,favorable,untilBetterPlace,favorable,conflict,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
187,favorable,NA,NA,NA,NA,NA,poor,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
188,favorable,NA,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,highSchoolGraduate,NA,NA,NA
189,favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
190,favorable,asLongAsEligible,unfavorable,integration,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
191,favorable,NA,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,someHighSchool,favorable,NA,unskilledDomesticPersonalService
192,favorable,neverThoughtAboutIt,favorable,integration,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
193,favorable,asLongAsEligible,favorable,mutualAcomodataion,ambivalentFriend,ambivalent,fair,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,NA,semiSkilled
194,favorable,NA,favorable,integration,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,favorable,NA,NA
195,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
196,favorable,asLongAsEligible,favorable,conflict,NA,NA,NA,noBiracialLivingExperience,NA,NA,highSchoolGraduate,NA,NA,NA
197,favorable,NA,unfavorable,NA,NA,NA,good,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
