id,evaluationOfHilltown,transiency,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,pastExperience,evaluationOfPhysicalAmenities,satisfactionInField,education,evaluationOfCoResidents,evaluationOfManagement,occupation
79,favorable,NA,NA,conflict,liberalFriend,ambivalent,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
80,NA,asLongAsEligible,favorable,NA,ambivalentFriend,liberal,hardToSay,NA,favorable,good,gradeSchoolOrLess,NA,NA,whiteColorSkilled
81,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,hardToSay,NA,NA,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
82,favorable,asLongAsEligible,favorableAndUnfavorable,conflict,liberalFriend,ambivalent,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,favorable,NA,NA
83,favorable,NA,noComments,conflict,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
84,favorable,neverThoughtAboutIt,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
85,favorable,permanent,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,poor,NA,favorable,NA,unskilledDomesticPersonalService
86,favorable,neverThoughtAboutIt,NA,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
87,favorable,permanent,favorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
88,favorable,NA,NA,NA,ambivalentFriend,liberal,good,NA,favorable,fair,NA,favorable,NA,unskilledDomesticPersonalService
89,favorable,permanent,NA,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,semiSkilled
90,favorable,asLongAsEligible,NA,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
91,favorable,neverThoughtAboutIt,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
92,favorable,permanent,favorable,NA,liberalFriend,liberal,poor,NA,NA,good,NA,NA,NA,semiSkilled
93,favorable,NA,favorable,NA,NA,NA,hardToSay,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
94,favorable,NA,NA,mutualAcomodataion,liberalFriend,liberal,NA,noBiracialLivingExperience,favorable,NA,gradeSchoolOrLess,unfavorable,NA,NA
95,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,good,noBiracialLivingExperience,NA,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
96,favorable,asLongAsEligible,favorable,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
97,favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,NA,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
98,favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
99,favorable,untilBetterPlace,favorable,NA,NA,NA,poor,NA,favorable,good,NA,NA,NA,semiSkilled
100,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,favorable,NA,NA
101,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
102,favorable,permanent,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
103,favorable,neverThoughtAboutIt,NA,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
104,favorable,neverThoughtAboutIt,NA,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
105,favorable,asLongAsEligible,unfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
106,unfavorable,neverThoughtAboutIt,unfavorable,NA,NA,NA,good,NA,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
107,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,unfavorable,NA,NA
108,favorable,permanent,unfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
109,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,poor,NA,favorable,poor,someHighSchool,favorable,NA,unskilledDomesticPersonalService
110,favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,good,NA,NA,poor,someHighSchool,NA,NA,whiteColorSkilled
111,favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
112,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
113,NA,NA,NA,integration,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,unfavorable,NA,NA
114,favorable,permanent,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
115,favorable,NA,favorable,NA,NA,NA,hardToSay,NA,favorable,good,gradeSchoolOrLess,favorable,NA,whiteColorSkilled
116,unfavorable,untilBetterPlace,NA,NA,liberalFriend,liberal,fair,NA,favorable,good,NA,NA,NA,semiSkilled
117,favorable,untilOwnHome,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
118,favorable,untilBetterPlace,favorable,NA,NA,NA,poor,NA,NA,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
119,favorable,permanent,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,semiSkilled
120,NA,permanent,favorableAndUnfavorable,NA,NA,NA,poor,NA,NA,poor,gradeSchoolOrLess,NA,favorable,unskilledDomesticPersonalService
121,favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
122,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,fair,NA,favorable,good,someHighSchool,NA,NA,semiSkilled
123,favorable,untilBetterPlace,favorable,integration,NA,NA,good,biracialLivingExperience,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
124,favorable,untilBetterPlace,NA,mutualAcomodataion,NA,NA,good,biracialLivingExperience,NA,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
125,NA,NA,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
126,favorable,NA,unfavorable,NA,ambivalentFriend,ambivalent,hardToSay,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
127,favorable,permanent,unfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,favorable,NA,NA
128,favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
129,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,ambivalent,poor,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,semiSkilled
130,NA,neverThoughtAboutIt,noComments,integration,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
131,favorable,permanent,favorable,NA,liberalFriend,liberal,poor,NA,NA,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
132,favorable,asLongAsEligible,favorable,conflict,NA,NA,fair,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
133,favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
134,favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
135,favorable,NA,NA,NA,NA,NA,poor,NA,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
136,NA,untilBetterPlace,NA,conflict,NA,NA,fair,biracialLivingExperience,unfavorable,good,someHighSchool,NA,NA,semiSkilled
137,NA,NA,unfavorable,NA,NA,NA,poor,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
138,NA,permanent,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
139,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
140,NA,NA,NA,NA,NA,NA,NA,NA,favorable,NA,NA,favorable,NA,NA
141,favorable,untilBetterPlace,favorable,NA,NA,NA,fair,NA,favorable,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
142,NA,NA,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
143,favorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
144,favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,favorable,unfavorable,NA
145,favorable,untilOwnHome,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
146,favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,poor,NA,NA,good,NA,NA,NA,unskilledDomesticPersonalService
147,favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,good,gradeSchoolOrLess,NA,NA,whiteColorSkilled
148,unfavorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
149,favorable,untilBetterPlace,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
150,favorable,NA,NA,integration,ambivalentFriend,ambivalent,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,favorable,NA
151,NA,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
152,favorable,NA,favorableAndUnfavorable,mutualAcomodataion,ambivalentFriend,ambivalent,poor,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
153,favorable,permanent,NA,conflict,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
154,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,favorable,good,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
155,favorable,untilOwnHome,unfavorable,NA,NA,NA,fair,NA,favorable,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
156,favorable,untilBetterPlace,favorable,mutualAcomodataion,liberalFriend,ambivalent,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
157,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
158,favorable,permanent,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
159,favorable,NA,favorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,fair,someHighSchool,NA,favorable,semiSkilled
160,favorable,NA,NA,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
161,favorable,NA,NA,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
162,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,NA,fair,NA,NA,favorable,unskilledDomesticPersonalService
163,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
164,favorable,asLongAsEligible,NA,NA,NA,NA,hardToSay,NA,favorable,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
165,unfavorable,neverThoughtAboutIt,favorable,mutualAcomodataion,NA,NA,NA,noBiracialLivingExperience,NA,NA,NA,NA,NA,NA
166,favorable,NA,favorable,conflict,liberalFriend,liberal,good,biracialLivingExperience,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
167,favorable,untilBetterPlace,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,good,gradeSchoolOrLess,favorable,NA,whiteColorSkilled
168,NA,untilOwnHome,favorableAndUnfavorable,NA,ambivalentFriend,liberal,poor,NA,NA,fair,someHighSchool,favorable,favorable,unskilledDomesticPersonalService
169,favorable,NA,favorable,mutualAcomodataion,NA,NA,fair,noBiracialLivingExperience,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
170,favorable,untilBetterPlace,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
171,favorable,NA,favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,favorable,NA,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,favorable,NA
173,favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
174,NA,asLongAsEligible,favorable,integration,NA,NA,good,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
175,favorable,NA,favorable,NA,NA,NA,poor,NA,favorable,good,NA,NA,NA,whiteColorSkilled
176,favorable,permanent,favorableAndUnfavorable,NA,NA,NA,poor,NA,NA,good,highSchoolGraduate,NA,NA,whiteColorSkilled
177,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
178,favorable,NA,NA,mutualAcomodataion,NA,NA,good,biracialLivingExperience,favorable,hardToSay,gradeSchoolOrLess,NA,NA,whiteColorSkilled
179,favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
180,NA,asLongAsEligible,favorable,NA,liberalFriend,ambivalent,poor,NA,NA,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
181,unfavorable,untilBetterPlace,favorable,NA,NA,NA,poor,NA,favorable,hardToSay,NA,favorable,NA,unskilledDomesticPersonalService
182,favorable,NA,favorable,NA,liberalFriend,liberal,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
183,favorable,untilOwnHome,favorable,integration,ambivalentFriend,liberal,poor,biracialLivingExperience,unfavorable,poor,NA,NA,NA,unskilledDomesticPersonalService
184,NA,untilBetterPlace,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,poor,highSchoolGraduate,NA,unfavorable,unskilledDomesticPersonalService
185,favorable,NA,unfavorable,NA,liberalFriend,liberal,poor,NA,favorable,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
186,favorable,NA,NA,NA,NA,NA,good,NA,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
187,favorable,untilBetterPlace,favorable,NA,NA,NA,fair,NA,favorable,poor,gradeSchoolOrLess,favorable,NA,semiSkilled
188,NA,asLongAsEligible,unfavorable,NA,NA,NA,hardToSay,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
189,favorable,NA,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,semiSkilled
190,favorable,asLongAsEligible,NA,integration,NA,NA,fair,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
191,favorable,NA,NA,NA,liberalFriend,liberal,poor,NA,favorable,good,NA,NA,NA,semiSkilled
192,unfavorable,untilBetterPlace,favorableAndUnfavorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,favorable,NA,NA
193,favorable,asLongAsEligible,favorable,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
194,unfavorable,NA,favorable,NA,NA,NA,good,NA,unfavorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
195,NA,NA,favorable,NA,NA,NA,poor,NA,favorable,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
196,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,NA,whiteColorSkilled
197,favorable,untilOwnHome,noComments,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
198,favorable,NA,unfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
