id,evaluationOfHilltown,transiency,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,pastExperience,evaluationOfPhysicalAmenities,satisfactionInField,education,evaluationOfCoResidents,evaluationOfManagement,occupation
25,favorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
26,NA,NA,NA,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
27,favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,hardToSay,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
28,favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,NA,poor,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
29,favorable,NA,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,favorable,NA,NA
30,favorable,neverThoughtAboutIt,NA,NA,NA,NA,NA,NA,favorable,NA,NA,favorable,NA,NA
31,favorable,untilBetterPlace,unfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
32,NA,untilBetterPlace,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,good,NA,NA,NA,semiSkilled
33,favorable,asLongAsEligible,favorable,mutualAcomodataion,ambivalentFriend,liberal,poor,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
34,favorable,NA,favorable,NA,NA,NA,hardToSay,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
35,NA,NA,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,favorable,NA
36,favorable,permanent,favorableAndUnfavorable,mutualAcomodataion,NA,NA,good,biracialLivingExperience,favorable,good,gradeSchoolOrLess,favorable,favorable,unskilledDomesticPersonalService
37,favorable,NA,unfavorable,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
38,favorable,NA,NA,NA,liberalFriend,liberal,fair,NA,favorable,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
39,NA,untilBetterPlace,unfavorable,NA,NA,NA,hardToSay,NA,NA,poor,gradeSchoolOrLess,NA,NA,semiSkilled
40,NA,asLongAsEligible,favorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
41,favorable,NA,NA,NA,NA,NA,poor,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
42,favorable,asLongAsEligible,unfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
43,NA,NA,favorable,conflict,NA,NA,poor,biracialLivingExperience,favorable,hardToSay,someHighSchool,NA,favorable,unskilledDomesticPersonalService
44,favorable,asLongAsEligible,unfavorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
45,favorable,untilBetterPlace,NA,NA,NA,NA,poor,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
46,NA,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,ambivalent,hardToSay,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
47,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
48,favorable,NA,favorable,NA,NA,NA,poor,NA,favorable,poor,highSchoolGraduate,NA,NA,semiSkilled
49,favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
50,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,ambivalent,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
51,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
52,favorable,asLongAsEligible,unfavorable,conflict,NA,NA,good,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,favorable,whiteColorSkilled
53,favorable,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,poor,NA,favorable,fair,NA,NA,NA,unskilledDomesticPersonalService
54,favorable,asLongAsEligible,favorable,NA,ambivalentFriend,liberal,fair,NA,NA,good,NA,NA,NA,whiteColorSkilled
55,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,poor,NA,favorable,good,gradeSchoolOrLess,NA,NA,whiteColorSkilled
56,favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
57,favorable,NA,NA,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,highSchoolGraduate,NA,favorable,NA
58,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
59,favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,hardToSay,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
60,favorable,permanent,NA,NA,ambivalentFriend,liberal,fair,NA,NA,poor,highSchoolGraduate,NA,favorable,semiSkilled
61,unfavorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,highSchoolGraduate,NA,favorable,NA
62,favorable,NA,unfavorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,NA,favorable,NA,unskilledDomesticPersonalService
63,favorable,asLongAsEligible,unfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
64,favorable,NA,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,unfavorable,NA,NA
65,favorable,neverThoughtAboutIt,favorableAndUnfavorable,integration,NA,NA,hardToSay,biracialLivingExperience,favorable,poor,highSchoolGraduate,unfavorable,NA,unskilledDomesticPersonalService
66,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
67,favorable,permanent,unfavorable,NA,ambivalentFriend,ambivalent,poor,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
68,favorable,untilBetterPlace,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
69,favorable,asLongAsEligible,favorable,NA,ambivalentFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
70,favorable,permanent,NA,NA,NA,NA,hardToSay,NA,favorable,poor,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
71,favorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
72,favorable,neverThoughtAboutIt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,neverThoughtAboutIt,favorableAndUnfavorable,NA,liberalFriend,liberal,fair,NA,NA,poor,someHighSchool,NA,NA,semiSkilled
74,favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,favorable,NA,NA
75,favorable,NA,favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,favorable,NA,NA,integration,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,highSchoolGraduate,NA,NA,NA
77,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,hardToSay,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
78,favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,ambivalent,hardToSay,NA,favorable,poor,NA,NA,NA,semiSkilled
79,favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,NA,NA
80,favorable,NA,noComments,NA,NA,NA,hardToSay,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
81,NA,NA,favorable,NA,liberalFriend,liberal,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
82,favorable,NA,unfavorable,NA,ambivalentFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,ambivalent,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
84,favorable,neverThoughtAboutIt,noComments,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
85,favorable,untilBetterPlace,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
86,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
87,favorable,asLongAsEligible,NA,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
88,NA,NA,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,semiSkilled
89,favorable,permanent,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
90,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
91,unfavorable,NA,NA,NA,NA,NA,poor,NA,favorable,poor,NA,favorable,NA,semiSkilled
92,favorable,permanent,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,good,NA,favorable,NA,whiteColorSkilled
93,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,ambivalent,fair,biracialLivingExperience,favorable,poor,NA,favorable,NA,unskilledDomesticPersonalService
94,favorable,asLongAsEligible,unfavorable,NA,liberalFriend,ambivalent,NA,NA,NA,NA,NA,NA,NA,NA
95,favorable,neverThoughtAboutIt,NA,NA,NA,NA,poor,NA,favorable,fair,highSchoolGraduate,NA,NA,semiSkilled
96,favorable,NA,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
97,favorable,NA,NA,NA,liberalFriend,liberal,hardToSay,NA,NA,poor,gradeSchoolOrLess,NA,favorable,semiSkilled
98,unfavorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
99,NA,permanent,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,hardToSay,someHighSchool,NA,NA,whiteColorSkilled
100,NA,neverThoughtAboutIt,NA,conflict,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,semiSkilled
101,favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
102,favorable,asLongAsEligible,NA,NA,liberalFriend,ambivalent,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,untilOwnHome,favorable,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,semiSkilled
104,favorable,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,good,NA,favorable,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
105,favorable,asLongAsEligible,favorable,NA,NA,NA,good,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
106,favorable,neverThoughtAboutIt,favorable,integration,NA,NA,good,biracialLivingExperience,favorable,poor,someHighSchool,favorable,NA,unskilledDomesticPersonalService
107,NA,asLongAsEligible,NA,NA,ambivalentFriend,ambivalent,poor,NA,favorable,good,someHighSchool,NA,NA,whiteColorSkilled
108,favorable,NA,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
109,favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
110,favorable,asLongAsEligible,favorable,NA,ambivalentFriend,liberal,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
111,NA,NA,favorable,mutualAcomodataion,NA,NA,good,biracialLivingExperience,NA,good,NA,NA,NA,whiteColorSkilled
112,favorable,permanent,favorable,NA,NA,NA,poor,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
113,favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
114,unfavorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
115,favorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
116,favorable,permanent,unfavorable,NA,NA,NA,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
117,favorable,asLongAsEligible,favorableAndUnfavorable,NA,ambivalentFriend,liberal,NA,NA,NA,NA,highSchoolGraduate,favorable,NA,NA
118,favorable,permanent,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
119,favorable,permanent,favorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,fair,highSchoolGraduate,favorable,NA,whiteColorSkilled
120,unfavorable,asLongAsEligible,favorableAndUnfavorable,conflict,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
121,favorable,NA,NA,NA,liberalFriend,liberal,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
122,favorable,untilBetterPlace,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
123,favorable,permanent,favorable,NA,liberalFriend,liberal,good,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
124,favorable,untilOwnHome,favorable,integration,ambivalentFriend,ambivalent,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
125,unfavorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,favorable,fair,gradeSchoolOrLess,favorable,NA,whiteColorSkilled
126,unfavorable,NA,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
127,NA,untilBetterPlace,favorable,NA,NA,NA,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
128,NA,NA,favorable,mutualAcomodataion,liberalFriend,ambivalent,hardToSay,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,whiteColorSkilled
129,favorable,untilBetterPlace,NA,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
130,favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
131,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
132,favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,NA,NA
133,NA,NA,favorable,NA,NA,NA,poor,NA,favorable,fair,NA,favorable,NA,whiteColorSkilled
134,unfavorable,neverThoughtAboutIt,NA,mutualAcomodataion,ambivalentFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
135,favorable,asLongAsEligible,favorable,conflict,NA,NA,NA,noBiracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
136,favorable,untilBetterPlace,favorable,conflict,liberalFriend,liberal,hardToSay,noBiracialLivingExperience,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
137,favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
138,favorable,untilBetterPlace,favorable,NA,NA,NA,poor,NA,NA,poor,NA,NA,favorable,unskilledDomesticPersonalService
139,favorable,asLongAsEligible,favorableAndUnfavorable,conflict,NA,NA,NA,biracialLivingExperience,NA,NA,someHighSchool,unfavorable,favorable,NA
140,favorable,untilOwnHome,NA,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,favorable,NA,NA
141,favorable,NA,favorableAndUnfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
142,favorable,NA,favorableAndUnfavorable,NA,NA,NA,fair,NA,NA,good,someHighSchool,NA,NA,semiSkilled
143,NA,permanent,favorable,NA,NA,NA,fair,NA,favorable,poor,highSchoolGraduate,unfavorable,NA,unskilledDomesticPersonalService
144,favorable,permanent,NA,NA,NA,NA,good,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
145,unfavorable,asLongAsEligible,NA,NA,liberalFriend,ambivalent,good,NA,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
146,favorable,untilOwnHome,NA,NA,NA,NA,poor,NA,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
147,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,favorable,NA,NA
148,NA,permanent,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
149,favorable,NA,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
150,favorable,permanent,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,unfavorable,semiSkilled
151,favorable,NA,NA,conflict,NA,NA,NA,noBiracialLivingExperience,NA,NA,NA,favorable,NA,NA
152,favorable,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
153,favorable,NA,favorable,NA,NA,NA,poor,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
154,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,NA,NA,poor,noBiracialLivingExperience,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
155,favorable,asLongAsEligible,noComments,NA,NA,NA,poor,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
156,favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
157,favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,NA,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
158,NA,permanent,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
159,NA,NA,favorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,unfavorable,NA,NA
160,favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,poor,NA,NA,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
161,favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
162,favorable,NA,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
163,unfavorable,NA,favorableAndUnfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
164,favorable,permanent,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
165,favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
166,favorable,asLongAsEligible,NA,integration,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
167,unfavorable,asLongAsEligible,favorable,conflict,liberalFriend,ambivalent,hardToSay,biracialLivingExperience,favorable,hardToSay,NA,NA,favorable,unskilledDomesticPersonalService
168,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
169,NA,NA,NA,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
170,favorable,neverThoughtAboutIt,unfavorable,NA,NA,NA,fair,NA,favorable,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
171,favorable,untilBetterPlace,favorable,NA,NA,NA,NA,NA,NA,NA,NA,favorable,NA,NA
172,favorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
173,NA,asLongAsEligible,unfavorable,NA,liberalFriend,ambivalent,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
174,favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
175,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,fair,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
176,favorable,NA,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
177,favorable,asLongAsEligible,favorable,NA,ambivalentFriend,liberal,poor,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
178,favorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
179,favorable,permanent,favorable,mutualAcomodataion,liberalFriend,liberal,fair,biracialLivingExperience,NA,good,NA,NA,NA,unskilledDomesticPersonalService
180,favorable,asLongAsEligible,favorable,conflict,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
181,favorable,neverThoughtAboutIt,favorable,NA,ambivalentFriend,liberal,poor,NA,favorable,good,someHighSchool,NA,NA,semiSkilled
182,favorable,untilBetterPlace,favorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
183,NA,permanent,favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,favorable,untilOwnHome,favorable,conflict,NA,NA,poor,biracialLivingExperience,NA,poor,highSchoolGraduate,favorable,NA,unskilledDomesticPersonalService
185,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,NA,fair,someHighSchool,NA,NA,unskilledDomesticPersonalService
186,unfavorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,favorable,NA,NA
187,favorable,untilBetterPlace,favorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
188,favorable,NA,NA,conflict,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
189,favorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,hardToSay,NA,unfavorable,poor,NA,NA,NA,semiSkilled
190,favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
191,favorable,NA,favorable,NA,NA,NA,good,NA,NA,good,NA,NA,NA,unskilledDomesticPersonalService
192,favorable,untilBetterPlace,NA,NA,liberalFriend,liberal,poor,NA,favorable,good,someHighSchool,favorable,NA,whiteColorSkilled
193,favorable,NA,favorable,NA,NA,NA,good,NA,NA,poor,gradeSchoolOrLess,NA,NA,whiteColorSkilled
194,unfavorable,neverThoughtAboutIt,NA,conflict,ambivalentFriend,liberal,NA,noBiracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
195,favorable,NA,unfavorable,NA,liberalFriend,ambivalent,NA,NA,NA,NA,NA,NA,NA,NA
196,favorable,neverThoughtAboutIt,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,NA,noBiracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
197,favorable,neverThoughtAboutIt,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
