id,evaluationOfHilltown,transiency,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,pastExperience,evaluationOfPhysicalAmenities,satisfactionInField,education,evaluationOfCoResidents,evaluationOfManagement,occupation
46,favorable,untilBetterPlace,favorable,conflict,liberalFriend,liberal,good,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,whiteColorSkilled
47,favorable,untilOwnHome,favorable,NA,NA,NA,hardToSay,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
48,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,ambivalentFriend,ambivalent,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
49,favorable,NA,noComments,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
50,favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,NA,poor,NA,favorable,NA,unskilledDomesticPersonalService
51,favorable,NA,favorableAndUnfavorable,mutualAcomodataion,NA,NA,hardToSay,noBiracialLivingExperience,favorable,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
52,NA,neverThoughtAboutIt,NA,mutualAcomodataion,liberalFriend,ambivalent,good,biracialLivingExperience,unfavorable,poor,NA,NA,NA,unskilledDomesticPersonalService
53,NA,NA,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
54,NA,asLongAsEligible,NA,NA,liberalFriend,liberal,poor,NA,NA,hardToSay,someHighSchool,favorable,NA,unskilledDomesticPersonalService
55,favorable,permanent,unfavorable,conflict,NA,NA,NA,noBiracialLivingExperience,favorable,NA,NA,NA,NA,NA
56,unfavorable,untilBetterPlace,favorable,NA,ambivalentFriend,liberal,hardToSay,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
57,NA,asLongAsEligible,favorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
58,NA,neverThoughtAboutIt,favorable,mutualAcomodataion,liberalFriend,ambivalent,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
59,favorable,untilBetterPlace,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
60,NA,untilBetterPlace,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,favorable,NA
61,NA,permanent,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
62,unfavorable,NA,NA,NA,NA,NA,good,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
63,favorable,NA,favorableAndUnfavorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
64,NA,NA,unfavorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
65,NA,untilOwnHome,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
66,favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,liberalFriend,ambivalent,good,biracialLivingExperience,NA,poor,NA,favorable,NA,unskilledDomesticPersonalService
67,favorable,permanent,noComments,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
68,NA,permanent,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
69,NA,asLongAsEligible,NA,NA,NA,NA,good,NA,NA,poor,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
70,favorable,untilBetterPlace,NA,conflict,NA,NA,poor,noBiracialLivingExperience,favorable,good,someHighSchool,NA,NA,whiteColorSkilled
71,favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
72,NA,untilBetterPlace,favorable,NA,ambivalentFriend,liberal,fair,NA,NA,hardToSay,gradeSchoolOrLess,NA,NA,whiteColorSkilled
73,favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,semiSkilled
74,favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
75,favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,NA,noBiracialLivingExperience,favorable,NA,someHighSchool,favorable,NA,NA
76,favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,NA,NA,NA,noBiracialLivingExperience,favorable,NA,NA,NA,NA,NA
77,favorable,untilBetterPlace,NA,integration,liberalFriend,liberal,fair,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
78,NA,NA,favorable,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
79,NA,NA,favorable,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
80,favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
81,NA,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
82,favorable,NA,NA,conflict,liberalFriend,liberal,poor,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,NA,whiteColorSkilled
83,favorable,untilOwnHome,favorable,conflict,NA,NA,poor,biracialLivingExperience,favorable,good,gradeSchoolOrLess,favorable,NA,semiSkilled
84,favorable,NA,NA,integration,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,favorable,NA
85,favorable,NA,favorable,NA,NA,NA,good,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
86,NA,NA,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,highSchoolGraduate,NA,NA,NA
87,favorable,permanent,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
88,favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
89,favorable,neverThoughtAboutIt,favorable,integration,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
90,favorable,asLongAsEligible,favorable,integration,NA,NA,hardToSay,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
91,favorable,NA,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,good,NA,favorable,NA,unskilledDomesticPersonalService
92,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,NA,fair,NA,NA,NA,whiteColorSkilled
93,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
94,NA,NA,NA,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,favorable,hardToSay,gradeSchoolOrLess,NA,NA,semiSkilled
95,NA,untilOwnHome,favorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
96,unfavorable,NA,favorable,NA,liberalFriend,liberal,poor,NA,NA,poor,gradeSchoolOrLess,NA,favorable,unskilledDomesticPersonalService
97,favorable,NA,unfavorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
98,favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
99,favorable,permanent,favorable,NA,NA,NA,hardToSay,NA,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
100,favorable,permanent,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,fair,NA,NA,NA,whiteColorSkilled
101,favorable,untilBetterPlace,favorable,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
102,favorable,asLongAsEligible,NA,NA,ambivalentFriend,liberal,poor,NA,favorable,fair,highSchoolGraduate,NA,NA,semiSkilled
103,favorable,permanent,unfavorable,NA,ambivalentFriend,liberal,hardToSay,NA,favorable,good,NA,favorable,NA,whiteColorSkilled
104,favorable,untilBetterPlace,unfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
105,unfavorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
106,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
107,favorable,asLongAsEligible,NA,NA,liberalFriend,ambivalent,good,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
108,favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
109,favorable,permanent,favorable,NA,ambivalentFriend,liberal,poor,NA,NA,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
110,favorable,permanent,NA,NA,NA,NA,hardToSay,NA,NA,fair,gradeSchoolOrLess,favorable,NA,whiteColorSkilled
111,favorable,neverThoughtAboutIt,NA,NA,NA,NA,good,NA,NA,hardToSay,gradeSchoolOrLess,NA,NA,semiSkilled
112,favorable,NA,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
113,unfavorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,hardToSay,someHighSchool,NA,NA,semiSkilled
114,favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
115,favorable,NA,favorable,NA,NA,NA,hardToSay,NA,NA,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
116,NA,NA,noComments,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
117,favorable,NA,favorableAndUnfavorable,NA,NA,NA,fair,NA,favorable,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
118,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,favorable,NA,NA
119,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,good,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
120,unfavorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
121,favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
122,favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
123,unfavorable,neverThoughtAboutIt,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
124,favorable,NA,favorable,mutualAcomodataion,NA,NA,good,biracialLivingExperience,NA,poor,NA,NA,favorable,unskilledDomesticPersonalService
125,unfavorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
126,favorable,permanent,favorable,NA,NA,NA,poor,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
127,NA,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
128,favorable,NA,favorableAndUnfavorable,NA,NA,NA,good,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
129,favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
130,favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
131,favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,favorable,favorable,NA
132,favorable,asLongAsEligible,favorable,NA,ambivalentFriend,ambivalent,poor,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
133,NA,NA,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
134,favorable,NA,unfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
135,NA,NA,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,highSchoolGraduate,NA,NA,NA
136,favorable,NA,favorableAndUnfavorable,conflict,NA,NA,NA,noBiracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
137,favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,fair,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
138,NA,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
139,favorable,asLongAsEligible,favorable,conflict,NA,NA,poor,biracialLivingExperience,NA,good,NA,NA,unfavorable,unskilledDomesticPersonalService
140,favorable,asLongAsEligible,NA,NA,NA,NA,good,NA,NA,hardToSay,gradeSchoolOrLess,NA,favorable,unskilledDomesticPersonalService
141,unfavorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,NA,noBiracialLivingExperience,favorable,NA,NA,NA,NA,NA
142,favorable,untilOwnHome,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
143,favorable,NA,unfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
144,NA,asLongAsEligible,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
145,favorable,untilOwnHome,favorable,NA,liberalFriend,liberal,good,NA,NA,poor,NA,NA,NA,semiSkilled
146,favorable,asLongAsEligible,NA,conflict,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
147,favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
148,favorable,neverThoughtAboutIt,unfavorable,conflict,ambivalentFriend,liberal,fair,biracialLivingExperience,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
149,unfavorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
150,favorable,NA,favorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
151,favorable,asLongAsEligible,unfavorable,NA,liberalFriend,liberal,poor,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
152,favorable,NA,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,unfavorable,fair,NA,NA,NA,unskilledDomesticPersonalService
153,unfavorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
154,NA,NA,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
155,favorable,asLongAsEligible,NA,NA,NA,NA,hardToSay,NA,favorable,poor,someHighSchool,NA,NA,semiSkilled
156,unfavorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,favorable,NA
157,NA,neverThoughtAboutIt,NA,NA,liberalFriend,ambivalent,poor,NA,favorable,poor,gradeSchoolOrLess,unfavorable,NA,unskilledDomesticPersonalService
158,favorable,asLongAsEligible,favorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
159,favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
160,favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,favorable,permanent,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,favorable,NA,NA
162,favorable,asLongAsEligible,favorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
163,favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,fair,gradeSchoolOrLess,NA,NA,semiSkilled
164,favorable,asLongAsEligible,favorable,conflict,liberalFriend,liberal,hardToSay,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
165,favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,hardToSay,someHighSchool,favorable,favorable,unskilledDomesticPersonalService
166,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
168,favorable,asLongAsEligible,unfavorable,NA,liberalFriend,ambivalent,fair,NA,favorable,good,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
169,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,NA,NA,NA,NA,NA,favorable,NA,NA
170,NA,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
171,favorable,neverThoughtAboutIt,NA,conflict,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,fair,gradeSchoolOrLess,NA,NA,semiSkilled
172,unfavorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,NA,good,NA,NA,NA,whiteColorSkilled
173,favorable,NA,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
174,favorable,asLongAsEligible,favorable,NA,liberalFriend,ambivalent,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
175,NA,NA,unfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,unfavorable,NA,NA
176,NA,untilBetterPlace,favorable,NA,liberalFriend,liberal,poor,NA,favorable,good,highSchoolGraduate,NA,favorable,semiSkilled
177,favorable,untilOwnHome,unfavorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
178,favorable,untilOwnHome,NA,NA,liberalFriend,liberal,poor,NA,favorable,hardToSay,NA,NA,NA,semiSkilled
179,NA,asLongAsEligible,unfavorable,NA,NA,NA,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
180,favorable,asLongAsEligible,unfavorable,NA,liberalFriend,liberal,poor,NA,favorable,good,NA,NA,NA,semiSkilled
181,favorable,asLongAsEligible,favorable,conflict,liberalFriend,liberal,NA,noBiracialLivingExperience,NA,NA,highSchoolGraduate,NA,NA,NA
182,favorable,untilBetterPlace,favorable,NA,NA,NA,poor,NA,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
183,favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
184,favorable,NA,NA,NA,liberalFriend,liberal,hardToSay,NA,favorable,poor,highSchoolGraduate,NA,NA,whiteColorSkilled
185,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
186,NA,NA,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
187,favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
188,favorable,permanent,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,semiSkilled
189,favorable,untilBetterPlace,favorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
190,favorable,untilOwnHome,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
191,NA,asLongAsEligible,noComments,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,favorable,NA
192,favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,fair,NA,favorable,hardToSay,NA,favorable,NA,unskilledDomesticPersonalService
193,favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
194,favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,good,NA,NA,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
195,favorable,NA,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
196,favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
197,favorable,asLongAsEligible,NA,NA,ambivalentFriend,liberal,poor,NA,favorable,good,someHighSchool,unfavorable,NA,unskilledDomesticPersonalService
