id,group,evaluationOfHilltown,group,impressionOfFriends,expectations,attitudeOfFriend,attitude,transiency,evaluationOfManagement,evaluationOfPhysicalAmenities,satisfactionInField,satisfactionInWorkplace,education,evaluationOfCoResidents,pastExperience,occupation
15,b,NA,b,favorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,NA,poor,some_high_school,NA,NA,white_collar_or_skilled
16,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,favorable,NA,NA,good,NA,NA,NA,NA
17,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,good,poor,NA,NA,NA,NA
18,b,favorable,b,favorable,mutual_acomodation,NA,NA,untilBetterPlace,NA,unfavorable,good,NA,NA,favorable,biracial_living_experience,NA
19,b,favorable,b,unfavorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,good,some_high_school,NA,NA,white_collar_or_skilled
20,b,favorable,b,favorable,conflict,liberalFriend,liberal,asLongAsEligible,NA,favorable,hard_to_say,good,NA,NA,biracial_living_experience,NA
21,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,NA,grade_school_or_less,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
22,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,NA,hard_to_say,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
23,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,good,NA,grade_school_or_less,NA,NA,white_collar_or_skilled
24,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
25,b,favorable,b,favorable,conflict,NA,NA,NA,NA,NA,NA,hard_to_say,some_high_school,NA,biracial_living_experience,semiskilled
26,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,grade_school_or_less,NA,NA,semiskilled
27,b,favorable,b,favorable,integration,NA,NA,asLongAsEligible,NA,favorable,poor,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
28,b,NA,b,NA,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
29,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,untilBetterPlace,NA,favorable,poor,NA,some_high_school,NA,biracial_living_experience,white_collar_or_skilled
30,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,unfavorable,favorable,fair,fair,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
31,b,unfavorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,NA,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
32,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,NA,NA,NA,NA,NA,NA
33,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,NA,poor,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
34,b,favorable,b,NA,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,NA,fair,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
35,b,favorable,b,favorable,NA,liberalFriend,ambivalent,neverThoughtAboutIt,NA,favorable,poor,NA,grade_school_or_less,NA,NA,white_collar_or_skilled
36,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,poor,good,NA,NA,NA,NA
37,b,NA,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
38,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,fair,NA,NA,NA,biracial_living_experience,NA
39,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,good,poor,some_high_school,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
40,b,favorable,b,NA,integration,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
41,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,hard_to_say,poor,NA,NA,biracial_living_experience,NA
42,b,favorable,b,favorableAndUnfavorable,integration,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,NA,high_school_graduate,NA,biracial_living_experience,semiskilled
43,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,NA,NA,NA,poor,hard_to_say,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
44,b,favorable,b,unfavorable,NA,NA,NA,NA,NA,favorable,good,poor,NA,NA,NA,NA
45,b,favorable,b,NA,mutual_acomodation,NA,NA,asLongAsEligible,NA,NA,poor,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
46,b,favorable,b,favorable,mutual_acomodation,NA,NA,permanent,NA,NA,NA,poor,some_high_school,NA,no_biracial_living_experience,white_collar_or_skilled
47,b,favorable,b,favorable,NA,liberalFriend,liberal,untilOwnHome,NA,favorable,NA,NA,some_high_school,NA,NA,white_collar_or_skilled
48,b,favorable,b,unfavorable,conflict,NA,NA,neverThoughtAboutIt,NA,NA,NA,hard_to_say,grade_school_or_less,NA,biracial_living_experience,white_collar_or_skilled
49,b,favorable,b,favorable,conflict,NA,NA,untilBetterPlace,NA,NA,poor,NA,high_school_graduate,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
50,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,fair,good,NA,NA,NA,NA
51,b,favorable,b,NA,NA,ambivalentFriend,ambivalent,asLongAsEligible,NA,unfavorable,good,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
52,b,favorable,b,favorable,NA,liberalFriend,liberal,untilBetterPlace,NA,NA,poor,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
53,b,favorable,b,favorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,NA,poor,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
54,b,unfavorable,b,NA,NA,NA,NA,permanent,NA,favorable,NA,hard_to_say,some_high_school,unfavorable,NA,white_collar_or_skilled
55,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,hard_to_say,NA,NA,NA,NA,NA
56,b,NA,b,favorableAndUnfavorable,NA,NA,NA,asLongAsEligible,favorable,favorable,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
57,b,NA,b,NA,mutual_acomodation,ambivalentFriend,liberal,neverThoughtAboutIt,NA,favorable,NA,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
58,b,favorable,b,favorable,mutual_acomodation,ambivalentFriend,ambivalent,permanent,NA,favorable,poor,good,NA,NA,biracial_living_experience,NA
59,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,NA,hard_to_say,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
60,b,favorable,b,favorable,mutual_acomodation,NA,NA,untilBetterPlace,NA,favorable,NA,good,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
61,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,untilBetterPlace,favorable,NA,NA,poor,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
62,b,favorable,b,NA,integration,liberalFriend,ambivalent,neverThoughtAboutIt,NA,NA,NA,poor,high_school_graduate,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
63,b,favorable,b,favorable,NA,NA,NA,untilBetterPlace,favorable,favorable,good,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
64,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,permanent,NA,favorable,fair,NA,grade_school_or_less,NA,biracial_living_experience,semiskilled
65,b,favorable,b,unfavorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,b,unfavorable,b,favorable,NA,NA,NA,untilBetterPlace,favorable,NA,NA,NA,NA,NA,NA,NA
67,b,NA,b,favorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,NA,poor,high_school_graduate,favorable,NA,semiskilled
68,b,favorable,b,NA,NA,ambivalentFriend,liberal,NA,NA,favorable,good,NA,some_high_school,NA,NA,semiskilled
69,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,favorable,poor,NA,NA,NA,NA,NA
70,b,favorable,b,favorable,mutual_acomodation,NA,NA,permanent,NA,NA,good,NA,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
71,b,unfavorable,b,favorable,NA,NA,NA,permanent,favorable,favorable,good,poor,high_school_graduate,NA,NA,semiskilled
72,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,asLongAsEligible,NA,favorable,poor,NA,high_school_graduate,favorable,NA,unskilled_domestic_and_personal_service
73,b,unfavorable,b,NA,mutual_acomodation,NA,NA,asLongAsEligible,favorable,NA,good,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
74,b,NA,b,favorable,conflict,liberalFriend,liberal,untilBetterPlace,NA,NA,NA,NA,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
75,b,favorable,b,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,poor,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
76,b,favorable,b,NA,NA,NA,NA,untilBetterPlace,NA,favorable,fair,hard_to_say,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
77,b,unfavorable,b,unfavorable,mutual_acomodation,NA,NA,permanent,NA,NA,NA,NA,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
78,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,poor,some_high_school,NA,NA,semiskilled
79,b,favorable,b,NA,NA,ambivalentFriend,liberal,asLongAsEligible,NA,favorable,NA,good,high_school_graduate,NA,NA,white_collar_or_skilled
80,b,NA,b,noComments,mutual_acomodation,NA,NA,NA,NA,favorable,good,NA,NA,favorable,biracial_living_experience,NA
81,b,favorable,b,favorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,NA,poor,NA,NA,NA,biracial_living_experience,NA
82,b,favorable,b,NA,NA,NA,NA,untilBetterPlace,NA,NA,hard_to_say,NA,some_high_school,NA,NA,semiskilled
83,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,favorable,favorable,poor,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
84,b,favorable,b,favorable,NA,liberalFriend,liberal,untilOwnHome,NA,NA,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
85,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,hard_to_say,poor,NA,NA,NA,NA
86,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,poor,NA,NA,NA,NA,NA
87,b,unfavorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,good,fair,NA,NA,NA,NA
88,b,NA,b,favorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,NA,NA,NA,some_high_school,favorable,biracial_living_experience,semiskilled
89,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,good,NA,NA,NA,biracial_living_experience,NA
90,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,NA,NA,hard_to_say,grade_school_or_less,NA,NA,semiskilled
91,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,untilBetterPlace,NA,NA,NA,poor,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
92,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,NA,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
93,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,NA,NA,poor,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
94,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,NA,hard_to_say,hard_to_say,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
95,b,favorable,b,favorable,mutual_acomodation,ambivalentFriend,liberal,permanent,NA,NA,poor,NA,NA,NA,biracial_living_experience,NA
96,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,untilOwnHome,NA,favorable,poor,NA,NA,NA,biracial_living_experience,NA
97,b,favorable,b,favorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,poor,NA,NA,NA,NA,NA
98,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,poor,NA,NA,NA,NA
99,b,NA,b,NA,NA,NA,NA,asLongAsEligible,NA,favorable,NA,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
100,b,NA,b,favorableAndUnfavorable,NA,liberalFriend,liberal,untilBetterPlace,NA,NA,poor,NA,NA,NA,NA,NA
101,b,favorable,b,favorable,NA,liberalFriend,liberal,untilOwnHome,NA,favorable,good,NA,some_high_school,unfavorable,NA,unskilled_domestic_and_personal_service
102,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,hard_to_say,good,some_high_school,NA,NA,unskilled_domestic_and_personal_service
103,b,favorable,b,unfavorable,NA,NA,NA,untilBetterPlace,NA,favorable,NA,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
104,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,good,hard_to_say,some_high_school,NA,NA,unskilled_domestic_and_personal_service
105,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
106,b,favorable,b,NA,NA,NA,NA,neverThoughtAboutIt,NA,NA,good,fair,NA,NA,NA,NA
107,b,favorable,b,favorable,mutual_acomodation,NA,NA,untilOwnHome,NA,favorable,poor,poor,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
108,b,unfavorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,fair,hard_to_say,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
109,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,asLongAsEligible,favorable,favorable,good,NA,high_school_graduate,NA,NA,white_collar_or_skilled
110,b,favorable,b,favorable,conflict,ambivalentFriend,liberal,neverThoughtAboutIt,NA,favorable,fair,NA,NA,NA,biracial_living_experience,NA
111,b,favorable,b,favorable,conflict,NA,NA,NA,NA,NA,good,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
112,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,asLongAsEligible,NA,NA,good,NA,high_school_graduate,NA,NA,white_collar_or_skilled
113,b,unfavorable,b,unfavorable,NA,NA,NA,asLongAsEligible,NA,favorable,fair,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
114,b,favorable,b,favorable,NA,ambivalentFriend,liberal,permanent,NA,favorable,NA,poor,some_high_school,NA,NA,semiskilled
115,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,hard_to_say,hard_to_say,grade_school_or_less,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
116,b,favorable,b,unfavorable,NA,liberalFriend,liberal,untilBetterPlace,NA,NA,NA,NA,some_high_school,unfavorable,NA,unskilled_domestic_and_personal_service
117,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,NA,high_school_graduate,favorable,NA,unskilled_domestic_and_personal_service
118,b,NA,b,favorable,NA,ambivalentFriend,liberal,asLongAsEligible,NA,favorable,NA,poor,NA,NA,NA,NA
119,b,favorable,b,favorableAndUnfavorable,integration,NA,NA,NA,NA,favorable,poor,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
120,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,poor,NA,some_high_school,NA,biracial_living_experience,semiskilled
121,b,NA,b,favorableAndUnfavorable,mutual_acomodation,ambivalentFriend,liberal,asLongAsEligible,NA,favorable,poor,poor,NA,NA,biracial_living_experience,NA
122,b,favorable,b,NA,NA,liberalFriend,liberal,untilBetterPlace,NA,NA,good,poor,some_high_school,NA,NA,unskilled_domestic_and_personal_service
123,b,favorable,b,favorable,mutual_acomodation,NA,NA,neverThoughtAboutIt,NA,NA,hard_to_say,poor,NA,NA,biracial_living_experience,NA
124,b,unfavorable,b,unfavorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,poor,NA,NA,favorable,NA,NA
125,b,favorable,b,favorable,mutual_acomodation,NA,NA,untilBetterPlace,NA,favorable,good,NA,grade_school_or_less,NA,biracial_living_experience,white_collar_or_skilled
126,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,NA,good,good,NA,NA,NA,NA
127,b,favorable,b,favorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,NA,fair,some_high_school,NA,NA,semiskilled
128,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,NA,high_school_graduate,NA,biracial_living_experience,semiskilled
129,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,ambivalent,NA,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
130,b,favorable,b,favorable,NA,liberalFriend,liberal,permanent,NA,NA,poor,NA,NA,NA,NA,NA
131,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,NA,poor,NA,NA,favorable,NA,NA
132,b,favorable,b,unfavorable,NA,liberalFriend,liberal,untilOwnHome,NA,NA,poor,NA,NA,NA,NA,NA
133,b,favorable,b,unfavorable,NA,NA,NA,permanent,NA,NA,NA,NA,grade_school_or_less,NA,NA,semiskilled
134,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
135,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
136,b,favorable,b,unfavorable,integration,NA,NA,asLongAsEligible,NA,favorable,poor,poor,NA,NA,no_biracial_living_experience,NA
137,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,NA,hard_to_say,grade_school_or_less,favorable,NA,unskilled_domestic_and_personal_service
138,b,favorable,b,NA,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,hard_to_say,NA,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
139,b,favorable,b,NA,integration,liberalFriend,liberal,untilBetterPlace,NA,favorable,good,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
140,b,favorable,b,favorable,NA,NA,NA,neverThoughtAboutIt,favorable,favorable,NA,hard_to_say,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
141,b,unfavorable,b,favorableAndUnfavorable,conflict,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,hard_to_say,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
142,b,NA,b,favorable,mutual_acomodation,liberalFriend,liberal,untilBetterPlace,NA,unfavorable,good,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
143,b,unfavorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,ambivalent,asLongAsEligible,NA,unfavorable,NA,NA,grade_school_or_less,unfavorable,biracial_living_experience,unskilled_domestic_and_personal_service
144,b,favorable,b,favorable,conflict,NA,NA,asLongAsEligible,NA,favorable,NA,hard_to_say,NA,favorable,biracial_living_experience,NA
145,b,favorable,b,favorable,mutual_acomodation,NA,NA,untilBetterPlace,NA,NA,good,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
146,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,favorable,NA,poor,NA,NA,NA,NA
147,b,favorable,b,favorable,mutual_acomodation,NA,NA,neverThoughtAboutIt,NA,favorable,good,poor,NA,NA,biracial_living_experience,NA
148,b,favorable,b,favorable,mutual_acomodation,ambivalentFriend,liberal,NA,NA,favorable,NA,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
149,b,favorable,b,NA,conflict,liberalFriend,liberal,NA,NA,favorable,poor,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
150,b,favorable,b,favorable,conflict,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,hard_to_say,NA,NA,NA,biracial_living_experience,NA
151,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,permanent,NA,favorable,NA,fair,NA,NA,biracial_living_experience,NA
152,b,favorable,b,NA,NA,NA,NA,untilBetterPlace,favorable,favorable,poor,good,NA,NA,NA,NA
153,b,favorable,b,NA,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,good,NA,NA,NA,biracial_living_experience,NA
154,b,favorable,b,unfavorable,NA,ambivalentFriend,liberal,neverThoughtAboutIt,NA,NA,poor,poor,high_school_graduate,favorable,NA,unskilled_domestic_and_personal_service
155,b,favorable,b,noComments,NA,NA,NA,permanent,NA,favorable,poor,hard_to_say,NA,NA,NA,NA
156,b,NA,b,NA,NA,NA,NA,neverThoughtAboutIt,NA,favorable,poor,NA,grade_school_or_less,NA,NA,semiskilled
157,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,hard_to_say,NA,NA,NA,NA
158,b,favorable,b,NA,integration,NA,NA,asLongAsEligible,NA,favorable,poor,fair,NA,NA,biracial_living_experience,NA
159,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,NA,hard_to_say,NA,NA,NA,NA
160,b,NA,b,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
162,b,favorable,b,NA,NA,liberalFriend,ambivalent,NA,NA,favorable,NA,poor,NA,NA,NA,NA
163,b,NA,b,favorable,NA,NA,NA,asLongAsEligible,NA,NA,NA,poor,some_high_school,NA,NA,semiskilled
164,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,fair,poor,NA,NA,NA,NA
165,b,NA,b,favorable,conflict,liberalFriend,ambivalent,NA,NA,favorable,fair,NA,NA,NA,biracial_living_experience,NA
166,b,NA,b,favorable,NA,liberalFriend,liberal,permanent,NA,NA,poor,NA,high_school_graduate,unfavorable,NA,semiskilled
167,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,favorable,NA,poor,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
168,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,good,NA,NA,NA,NA,NA
169,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,poor,good,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
170,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,poor,some_high_school,NA,biracial_living_experience,semiskilled
171,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,NA,NA,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
172,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,fair,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
173,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,permanent,NA,favorable,hard_to_say,NA,NA,NA,biracial_living_experience,NA
174,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,asLongAsEligible,NA,NA,good,NA,NA,favorable,NA,NA
175,b,favorable,b,favorable,conflict,liberalFriend,liberal,asLongAsEligible,NA,NA,poor,NA,some_high_school,unfavorable,biracial_living_experience,semiskilled
176,b,favorable,b,favorable,NA,NA,NA,NA,NA,NA,fair,poor,NA,favorable,NA,NA
177,b,NA,b,favorable,NA,ambivalentFriend,liberal,asLongAsEligible,NA,favorable,NA,NA,NA,favorable,NA,NA
178,b,favorable,b,unfavorable,NA,NA,NA,permanent,NA,NA,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
179,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,untilBetterPlace,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
180,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,good,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
181,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,asLongAsEligible,favorable,favorable,good,good,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
182,b,favorable,b,NA,NA,liberalFriend,liberal,permanent,NA,favorable,NA,NA,high_school_graduate,NA,NA,white_collar_or_skilled
183,b,favorable,b,unfavorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,NA,grade_school_or_less,unfavorable,NA,unskilled_domestic_and_personal_service
184,b,favorable,b,NA,conflict,liberalFriend,liberal,permanent,NA,NA,NA,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
185,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,NA,NA,hard_to_say,hard_to_say,some_high_school,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
