id,evaluationOfHilltown,transiency,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,pastExperience,evaluationOfPhysicalAmenities,satisfactionInField,education,evaluationOfCoResidents,evaluationOfManagement,occupation
16,unfavorable,asLongAsEligible,noComments,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
17,favorable,NA,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,unfavorable,NA,NA
18,favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,fair,someHighSchool,NA,NA,unskilledDomesticPersonalService
19,favorable,NA,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,favorable,NA
20,favorable,untilBetterPlace,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
21,favorable,untilBetterPlace,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
22,favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
23,favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
24,favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,favorable,good,NA,favorable,NA,unskilledDomesticPersonalService
25,favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
26,NA,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
27,NA,neverThoughtAboutIt,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
28,NA,NA,unfavorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,favorable,poor,NA,NA,NA,whiteColorSkilled
29,favorable,permanent,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
30,favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
31,favorable,NA,favorable,NA,NA,NA,poor,NA,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
32,favorable,NA,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,good,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
33,favorable,asLongAsEligible,favorable,conflict,liberalFriend,liberal,poor,noBiracialLivingExperience,favorable,good,gradeSchoolOrLess,favorable,NA,semiSkilled
34,favorable,NA,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
35,unfavorable,NA,unfavorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,NA,good,NA,NA,NA,unskilledDomesticPersonalService
36,favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
37,favorable,permanent,favorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
38,favorable,untilBetterPlace,NA,NA,NA,NA,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
39,favorable,NA,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,good,highSchoolGraduate,NA,favorable,whiteColorSkilled
40,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
41,favorable,NA,favorable,NA,liberalFriend,liberal,hardToSay,NA,NA,good,highSchoolGraduate,NA,NA,semiSkilled
42,NA,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,NA,NA
43,favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,liberalFriend,ambivalent,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
44,favorable,permanent,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
45,unfavorable,NA,NA,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
46,favorable,permanent,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
47,NA,asLongAsEligible,unfavorable,NA,liberalFriend,liberal,hardToSay,NA,NA,poor,highSchoolGraduate,NA,unfavorable,semiSkilled
48,favorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
49,favorable,untilBetterPlace,NA,NA,NA,NA,NA,NA,favorable,NA,highSchoolGraduate,favorable,NA,NA
50,NA,NA,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
51,favorable,untilOwnHome,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
52,unfavorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,poor,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
53,favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
54,favorable,NA,noComments,mutualAcomodataion,NA,NA,good,biracialLivingExperience,NA,poor,NA,favorable,NA,unskilledDomesticPersonalService
55,unfavorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
56,favorable,NA,unfavorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
57,favorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
58,NA,asLongAsEligible,unfavorable,mutualAcomodataion,liberalFriend,liberal,fair,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
59,favorable,permanent,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
60,favorable,permanent,favorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
61,favorable,NA,favorable,NA,ambivalentFriend,liberal,fair,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
62,NA,NA,favorable,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,NA,poor,gradeSchoolOrLess,unfavorable,NA,semiSkilled
63,NA,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,poor,NA,favorable,hardToSay,NA,NA,NA,semiSkilled
64,favorable,untilOwnHome,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
65,favorable,untilOwnHome,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
66,favorable,NA,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,fair,NA,favorable,NA,unskilledDomesticPersonalService
67,favorable,asLongAsEligible,unfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,unfavorable,NA,NA
68,favorable,asLongAsEligible,NA,NA,liberalFriend,ambivalent,fair,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
69,favorable,NA,favorable,NA,NA,NA,poor,NA,favorable,fair,someHighSchool,NA,NA,semiSkilled
70,favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,NA,poor,gradeSchoolOrLess,favorable,NA,semiSkilled
71,NA,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
72,unfavorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,NA,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
73,favorable,permanent,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,hardToSay,gradeSchoolOrLess,NA,favorable,unskilledDomesticPersonalService
74,favorable,NA,favorable,conflict,NA,NA,hardToSay,biracialLivingExperience,NA,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
75,favorable,asLongAsEligible,favorable,NA,NA,NA,fair,NA,favorable,poor,gradeSchoolOrLess,NA,NA,semiSkilled
76,favorable,asLongAsEligible,NA,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
77,NA,permanent,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,highSchoolGraduate,NA,NA,semiSkilled
78,favorable,NA,unfavorable,mutualAcomodataion,NA,NA,NA,noBiracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
79,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,hardToSay,NA,NA,poor,NA,favorable,NA,unskilledDomesticPersonalService
80,favorable,NA,NA,integration,NA,NA,hardToSay,biracialLivingExperience,NA,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
81,NA,asLongAsEligible,NA,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
82,NA,NA,NA,NA,NA,NA,hardToSay,NA,favorable,good,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
83,favorable,asLongAsEligible,unfavorable,NA,NA,NA,good,NA,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
84,favorable,untilBetterPlace,NA,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
85,favorable,asLongAsEligible,favorable,mutualAcomodataion,ambivalentFriend,liberal,poor,biracialLivingExperience,NA,poor,highSchoolGraduate,favorable,NA,whiteColorSkilled
86,unfavorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,fair,NA,favorable,good,NA,NA,NA,semiSkilled
87,favorable,permanent,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
88,favorable,untilOwnHome,favorableAndUnfavorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
89,favorable,asLongAsEligible,unfavorable,mutualAcomodataion,NA,NA,good,biracialLivingExperience,NA,hardToSay,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
90,favorable,NA,favorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
91,favorable,permanent,favorableAndUnfavorable,NA,liberalFriend,liberal,good,NA,favorable,hardToSay,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
92,NA,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
93,favorable,NA,favorable,mutualAcomodataion,NA,NA,NA,noBiracialLivingExperience,favorable,NA,NA,NA,NA,NA
94,favorable,NA,NA,mutualAcomodataion,liberalFriend,liberal,fair,biracialLivingExperience,favorable,good,NA,NA,NA,whiteColorSkilled
95,favorable,asLongAsEligible,unfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,highSchoolGraduate,NA,NA,NA
96,unfavorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
97,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
98,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,favorable,whiteColorSkilled
99,unfavorable,NA,favorableAndUnfavorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,unfavorable,NA
100,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,good,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
101,favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,someHighSchool,favorable,NA,NA
102,favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
103,favorable,NA,favorable,mutualAcomodataion,NA,NA,NA,noBiracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
104,favorable,untilOwnHome,NA,integration,NA,NA,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
105,favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
106,favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unfavorable,NA,NA
107,favorable,neverThoughtAboutIt,favorable,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
108,favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
109,unfavorable,neverThoughtAboutIt,favorableAndUnfavorable,integration,liberalFriend,liberal,poor,biracialLivingExperience,NA,good,NA,NA,NA,unskilledDomesticPersonalService
110,favorable,NA,NA,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
111,favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,good,NA,NA,poor,highSchoolGraduate,NA,NA,semiSkilled
112,unfavorable,NA,NA,conflict,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
113,NA,untilOwnHome,favorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
114,favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
115,favorable,NA,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,fair,NA,NA,NA,unskilledDomesticPersonalService
116,favorable,asLongAsEligible,favorable,conflict,ambivalentFriend,liberal,poor,biracialLivingExperience,NA,fair,NA,NA,NA,unskilledDomesticPersonalService
117,unfavorable,neverThoughtAboutIt,favorable,NA,liberalFriend,ambivalent,good,NA,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
118,favorable,permanent,favorable,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,fair,NA,NA,NA,whiteColorSkilled
119,favorable,NA,favorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
120,favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
121,favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,good,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
122,favorable,NA,favorableAndUnfavorable,mutualAcomodataion,NA,NA,poor,noBiracialLivingExperience,favorable,poor,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
123,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,favorable,fair,someHighSchool,unfavorable,NA,unskilledDomesticPersonalService
124,favorable,NA,favorableAndUnfavorable,NA,ambivalentFriend,liberal,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,whiteColorSkilled
125,favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,someHighSchool,NA,favorable,unskilledDomesticPersonalService
126,favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
127,favorable,asLongAsEligible,favorable,conflict,NA,NA,poor,biracialLivingExperience,favorable,good,NA,NA,NA,whiteColorSkilled
128,favorable,NA,favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,favorable,permanent,NA,NA,NA,NA,poor,NA,favorable,good,someHighSchool,NA,favorable,semiSkilled
130,favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,fair,NA,favorable,hardToSay,NA,NA,unfavorable,semiSkilled
131,favorable,untilOwnHome,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
132,favorable,asLongAsEligible,favorable,NA,NA,NA,hardToSay,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
133,favorable,NA,favorableAndUnfavorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
134,favorable,neverThoughtAboutIt,NA,NA,ambivalentFriend,liberal,NA,NA,NA,NA,NA,unfavorable,NA,NA
135,favorable,untilOwnHome,NA,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,hardToSay,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
136,unfavorable,untilBetterPlace,NA,NA,liberalFriend,liberal,good,NA,NA,fair,NA,NA,NA,whiteColorSkilled
137,favorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,NA,poor,someHighSchool,NA,favorable,unskilledDomesticPersonalService
138,NA,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
139,favorable,NA,unfavorable,NA,NA,NA,poor,NA,favorable,poor,someHighSchool,favorable,favorable,unskilledDomesticPersonalService
140,favorable,permanent,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
141,favorable,untilBetterPlace,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
142,favorable,asLongAsEligible,favorable,NA,ambivalentFriend,liberal,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
143,favorable,permanent,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,favorable,NA
144,favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
145,favorable,NA,favorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,favorable,NA,NA
146,favorable,permanent,favorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
147,favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
148,favorable,permanent,unfavorable,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,favorable,fair,someHighSchool,NA,NA,semiSkilled
149,favorable,permanent,unfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
150,favorable,NA,NA,mutualAcomodataion,ambivalentFriend,liberal,NA,biracialLivingExperience,unfavorable,NA,NA,NA,NA,NA
151,favorable,asLongAsEligible,favorable,conflict,NA,NA,hardToSay,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
152,favorable,untilBetterPlace,favorable,NA,ambivalentFriend,liberal,fair,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
153,favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,liberalFriend,ambivalent,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
154,favorable,untilBetterPlace,favorable,NA,liberalFriend,ambivalent,NA,NA,NA,NA,NA,NA,NA,NA
155,favorable,NA,favorable,NA,NA,NA,fair,NA,unfavorable,good,gradeSchoolOrLess,NA,favorable,unskilledDomesticPersonalService
156,favorable,neverThoughtAboutIt,favorableAndUnfavorable,integration,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
157,favorable,neverThoughtAboutIt,NA,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,NA,hardToSay,NA,favorable,NA,semiSkilled
158,favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,favorable,NA,NA,favorable,favorable,NA
159,favorable,permanent,unfavorable,conflict,liberalFriend,ambivalent,good,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
160,favorable,neverThoughtAboutIt,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
161,favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,favorable,NA,semiSkilled
162,favorable,permanent,NA,NA,liberalFriend,ambivalent,poor,NA,favorable,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
163,favorable,untilOwnHome,favorableAndUnfavorable,conflict,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
164,favorable,neverThoughtAboutIt,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
165,NA,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,NA,NA
166,unfavorable,NA,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
167,favorable,permanent,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
168,NA,neverThoughtAboutIt,unfavorable,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,favorable,poor,NA,favorable,NA,unskilledDomesticPersonalService
169,favorable,neverThoughtAboutIt,favorableAndUnfavorable,integration,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
170,favorable,asLongAsEligible,NA,NA,NA,NA,fair,NA,favorable,poor,someHighSchool,NA,NA,semiSkilled
171,favorable,untilBetterPlace,unfavorable,NA,liberalFriend,ambivalent,good,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
172,favorable,asLongAsEligible,favorable,conflict,liberalFriend,liberal,NA,noBiracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
173,favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
174,favorable,NA,NA,NA,liberalFriend,liberal,poor,NA,favorable,fair,NA,NA,NA,semiSkilled
175,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,hardToSay,NA,NA,NA,whiteColorSkilled
176,favorable,untilBetterPlace,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
177,NA,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,favorable,good,gradeSchoolOrLess,NA,NA,semiSkilled
178,NA,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,favorable,NA,NA
179,favorable,NA,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
180,favorable,asLongAsEligible,favorable,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
181,favorable,NA,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
182,favorable,neverThoughtAboutIt,favorable,conflict,NA,NA,poor,noBiracialLivingExperience,NA,good,NA,favorable,NA,semiSkilled
183,favorable,untilOwnHome,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
184,favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
185,unfavorable,permanent,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
186,favorable,permanent,favorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
187,favorable,untilOwnHome,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
188,favorable,neverThoughtAboutIt,NA,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
189,favorable,NA,favorableAndUnfavorable,NA,NA,NA,good,NA,NA,hardToSay,gradeSchoolOrLess,NA,NA,whiteColorSkilled
190,favorable,untilBetterPlace,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
191,favorable,untilBetterPlace,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
192,NA,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
193,NA,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
194,favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
195,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,semiSkilled
196,favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
197,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
