id,evaluationOfHilltown,transiency,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,pastExperience,evaluationOfPhysicalAmenities,satisfactionInField,education,evaluationOfCoResidents,evaluationOfManagement,occupation
100,favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
101,favorable,NA,NA,mutualAcomodataion,NA,NA,good,biracialLivingExperience,favorable,good,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
102,NA,neverThoughtAboutIt,noComments,integration,NA,NA,poor,biracialLivingExperience,NA,fair,someHighSchool,NA,NA,unskilledDomesticPersonalService
103,favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,poor,NA,favorable,good,highSchoolGraduate,NA,favorable,unskilledDomesticPersonalService
104,favorable,NA,unfavorable,conflict,NA,NA,poor,biracialLivingExperience,favorable,poor,NA,NA,favorable,unskilledDomesticPersonalService
105,favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
106,favorable,untilOwnHome,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,favorable,NA,NA
107,favorable,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
108,favorable,NA,NA,NA,liberalFriend,liberal,hardToSay,NA,NA,poor,gradeSchoolOrLess,favorable,NA,semiSkilled
109,NA,asLongAsEligible,favorable,conflict,NA,NA,poor,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
110,favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,ambivalentFriend,ambivalent,fair,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
111,favorable,asLongAsEligible,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
112,favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
113,favorable,permanent,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
114,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,fair,NA,NA,NA,whiteColorSkilled
115,favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,unfavorable,NA,NA,NA,NA,NA
116,favorable,untilBetterPlace,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,permanent,unfavorable,NA,NA,NA,good,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
118,favorable,NA,NA,conflict,NA,NA,good,biracialLivingExperience,favorable,fair,highSchoolGraduate,favorable,unfavorable,whiteColorSkilled
119,favorable,NA,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,hardToSay,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
120,favorable,neverThoughtAboutIt,NA,NA,NA,NA,good,NA,favorable,poor,gradeSchoolOrLess,NA,NA,whiteColorSkilled
121,favorable,asLongAsEligible,favorable,conflict,NA,NA,poor,biracialLivingExperience,NA,good,someHighSchool,NA,NA,whiteColorSkilled
122,favorable,neverThoughtAboutIt,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,favorable,NA
123,favorable,permanent,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,favorable,NA,NA
124,unfavorable,untilBetterPlace,NA,NA,NA,NA,good,NA,NA,good,NA,NA,NA,unskilledDomesticPersonalService
125,favorable,untilBetterPlace,NA,NA,ambivalentFriend,liberal,poor,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
126,favorable,untilOwnHome,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
127,favorable,permanent,favorable,mutualAcomodataion,liberalFriend,ambivalent,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
128,favorable,NA,favorableAndUnfavorable,NA,ambivalentFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
129,favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
130,favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,good,highSchoolGraduate,NA,NA,semiSkilled
131,favorable,permanent,favorableAndUnfavorable,NA,liberalFriend,ambivalent,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
132,favorable,NA,NA,mutualAcomodataion,ambivalentFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
133,favorable,untilBetterPlace,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,someHighSchool,favorable,NA,NA
134,unfavorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,fair,NA,favorable,poor,gradeSchoolOrLess,favorable,favorable,unskilledDomesticPersonalService
135,NA,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,NA,NA
136,favorable,NA,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
137,unfavorable,NA,unfavorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,unfavorable,NA,NA
138,favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
139,favorable,NA,favorable,NA,NA,NA,fair,NA,favorable,poor,NA,favorable,NA,semiSkilled
140,favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,ambivalent,NA,NA,favorable,NA,NA,NA,NA,NA
141,NA,untilBetterPlace,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
142,favorable,untilBetterPlace,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
143,favorable,NA,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
144,favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,NA,NA
145,unfavorable,NA,favorableAndUnfavorable,integration,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
146,favorable,untilBetterPlace,favorable,mutualAcomodataion,NA,NA,good,noBiracialLivingExperience,favorable,good,NA,NA,NA,semiSkilled
147,favorable,asLongAsEligible,favorable,NA,NA,NA,hardToSay,NA,favorable,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
148,favorable,NA,favorable,conflict,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
149,favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
150,favorable,untilBetterPlace,NA,integration,ambivalentFriend,liberal,good,biracialLivingExperience,favorable,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
151,favorable,neverThoughtAboutIt,NA,mutualAcomodataion,ambivalentFriend,liberal,poor,biracialLivingExperience,NA,good,NA,NA,unfavorable,semiSkilled
152,favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,favorable,NA
153,favorable,asLongAsEligible,NA,conflict,NA,NA,poor,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,NA,semiSkilled
154,favorable,permanent,favorable,mutualAcomodataion,ambivalentFriend,liberal,poor,biracialLivingExperience,favorable,poor,highSchoolGraduate,NA,favorable,unskilledDomesticPersonalService
155,favorable,untilBetterPlace,favorable,conflict,liberalFriend,liberal,poor,biracialLivingExperience,favorable,fair,someHighSchool,NA,NA,semiSkilled
156,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,NA,NA,NA,semiSkilled
157,favorable,NA,favorable,conflict,NA,NA,good,noBiracialLivingExperience,favorable,poor,someHighSchool,NA,NA,whiteColorSkilled
158,favorable,untilBetterPlace,NA,integration,NA,NA,NA,biracialLivingExperience,NA,NA,NA,favorable,NA,NA
159,NA,asLongAsEligible,favorable,conflict,NA,NA,hardToSay,noBiracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
160,NA,neverThoughtAboutIt,NA,conflict,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
161,favorable,untilOwnHome,NA,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
162,unfavorable,NA,favorable,NA,liberalFriend,liberal,poor,NA,favorable,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
163,unfavorable,permanent,favorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
164,NA,untilOwnHome,unfavorable,NA,liberalFriend,liberal,fair,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
165,favorable,NA,NA,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,NA,good,NA,NA,NA,whiteColorSkilled
166,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
167,favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,liberalFriend,ambivalent,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
168,favorable,asLongAsEligible,favorable,integration,NA,NA,hardToSay,biracialLivingExperience,favorable,hardToSay,gradeSchoolOrLess,NA,NA,whiteColorSkilled
169,favorable,asLongAsEligible,unfavorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,favorable,hardToSay,gradeSchoolOrLess,unfavorable,NA,unskilledDomesticPersonalService
170,NA,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
171,favorable,NA,favorable,NA,NA,NA,fair,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
172,favorable,untilBetterPlace,noComments,NA,NA,NA,poor,NA,NA,poor,gradeSchoolOrLess,unfavorable,NA,whiteColorSkilled
173,favorable,asLongAsEligible,unfavorable,NA,liberalFriend,liberal,poor,NA,favorable,good,someHighSchool,NA,NA,whiteColorSkilled
174,favorable,untilOwnHome,favorable,NA,NA,NA,good,NA,favorable,poor,someHighSchool,favorable,NA,unskilledDomesticPersonalService
175,unfavorable,neverThoughtAboutIt,favorableAndUnfavorable,integration,liberalFriend,liberal,fair,biracialLivingExperience,NA,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
176,favorable,NA,NA,NA,NA,NA,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
177,favorable,permanent,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
178,favorable,untilOwnHome,favorableAndUnfavorable,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
179,favorable,permanent,favorable,integration,NA,NA,poor,biracialLivingExperience,NA,poor,someHighSchool,favorable,NA,unskilledDomesticPersonalService
180,favorable,untilBetterPlace,favorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
181,favorable,neverThoughtAboutIt,favorable,NA,ambivalentFriend,liberal,poor,NA,favorable,good,highSchoolGraduate,NA,NA,whiteColorSkilled
182,favorable,NA,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
183,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,hardToSay,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
184,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,hardToSay,noBiracialLivingExperience,favorable,fair,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
185,NA,NA,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
186,favorable,NA,favorable,NA,liberalFriend,ambivalent,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
187,favorable,untilBetterPlace,unfavorable,mutualAcomodataion,liberalFriend,ambivalent,fair,biracialLivingExperience,favorable,hardToSay,NA,NA,NA,whiteColorSkilled
188,favorable,untilOwnHome,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
189,favorable,neverThoughtAboutIt,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,semiSkilled
190,favorable,neverThoughtAboutIt,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
191,NA,asLongAsEligible,NA,integration,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
192,NA,NA,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,favorable,NA,NA
193,favorable,untilOwnHome,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
194,favorable,NA,NA,mutualAcomodataion,ambivalentFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
195,favorable,asLongAsEligible,NA,NA,NA,NA,hardToSay,NA,favorable,good,someHighSchool,NA,NA,semiSkilled
196,favorable,asLongAsEligible,favorable,NA,NA,NA,fair,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
