id,evaluationOfHilltown,transiency,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,pastExperience,evaluationOfPhysicalAmenities,satisfactionInField,education,evaluationOfCoResidents,evaluationOfManagement,occupation
19,favorable,untilOwnHome,NA,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
20,unfavorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,poor,highSchoolGraduate,favorable,NA,unskilledDomesticPersonalService
21,favorable,asLongAsEligible,NA,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
22,favorable,untilBetterPlace,favorable,integration,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,favorable,favorable,NA
23,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,fair,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
24,favorable,NA,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
25,favorable,NA,favorable,mutualAcomodataion,ambivalentFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,unfavorable,NA,NA
26,favorable,neverThoughtAboutIt,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
27,favorable,asLongAsEligible,NA,NA,NA,NA,good,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
28,favorable,untilOwnHome,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
29,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,hardToSay,NA,NA,fair,NA,NA,NA,unskilledDomesticPersonalService
30,NA,neverThoughtAboutIt,NA,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
31,favorable,asLongAsEligible,favorable,NA,NA,NA,fair,NA,NA,poor,gradeSchoolOrLess,favorable,NA,semiSkilled
32,favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,poor,NA,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
33,favorable,NA,favorableAndUnfavorable,NA,NA,NA,good,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
34,favorable,untilBetterPlace,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,poor,noBiracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
35,favorable,neverThoughtAboutIt,NA,NA,NA,NA,hardToSay,NA,favorable,fair,NA,NA,NA,semiSkilled
36,NA,asLongAsEligible,favorable,NA,liberalFriend,liberal,good,NA,NA,poor,someHighSchool,NA,favorable,unskilledDomesticPersonalService
37,favorable,NA,NA,integration,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
38,favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,good,NA,favorable,good,NA,NA,NA,whiteColorSkilled
39,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,good,NA,favorable,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
40,unfavorable,NA,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,good,someHighSchool,NA,NA,semiSkilled
41,favorable,NA,favorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
42,favorable,asLongAsEligible,unfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
43,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,NA,NA
44,NA,asLongAsEligible,unfavorable,NA,NA,NA,fair,NA,NA,fair,NA,NA,NA,semiSkilled
45,NA,untilBetterPlace,favorable,NA,NA,NA,fair,NA,NA,poor,NA,favorable,NA,unskilledDomesticPersonalService
46,NA,permanent,favorable,NA,ambivalentFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
47,NA,asLongAsEligible,noComments,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
48,favorable,permanent,NA,NA,NA,NA,poor,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
49,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,fair,NA,favorable,poor,gradeSchoolOrLess,unfavorable,NA,unskilledDomesticPersonalService
50,favorable,untilBetterPlace,favorableAndUnfavorable,conflict,NA,NA,NA,noBiracialLivingExperience,favorable,NA,NA,NA,NA,NA
51,favorable,untilBetterPlace,favorable,NA,NA,NA,poor,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
52,favorable,asLongAsEligible,unfavorable,NA,liberalFriend,liberal,poor,NA,favorable,good,someHighSchool,NA,NA,whiteColorSkilled
53,favorable,NA,NA,NA,NA,NA,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
54,favorable,asLongAsEligible,favorable,NA,NA,NA,good,NA,favorable,poor,highSchoolGraduate,NA,unfavorable,semiSkilled
55,favorable,permanent,unfavorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,fair,gradeSchoolOrLess,unfavorable,NA,unskilledDomesticPersonalService
56,favorable,NA,unfavorable,NA,NA,NA,poor,NA,NA,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
57,favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
58,unfavorable,permanent,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
59,NA,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
60,favorable,untilBetterPlace,NA,mutualAcomodataion,liberalFriend,ambivalent,poor,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,favorable,whiteColorSkilled
61,favorable,NA,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
62,favorable,asLongAsEligible,NA,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
63,favorable,asLongAsEligible,favorable,conflict,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,poor,NA,favorable,NA,unskilledDomesticPersonalService
64,favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,poor,NA,unfavorable,hardToSay,highSchoolGraduate,favorable,favorable,semiSkilled
65,favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,NA,poor,NA,NA,unfavorable,semiSkilled
66,favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
67,favorable,untilBetterPlace,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,NA,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
68,favorable,asLongAsEligible,favorable,conflict,NA,NA,NA,noBiracialLivingExperience,favorable,NA,NA,NA,NA,NA
69,favorable,NA,NA,conflict,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
70,favorable,permanent,favorable,conflict,liberalFriend,liberal,poor,noBiracialLivingExperience,favorable,poor,NA,favorable,NA,semiSkilled
71,favorable,untilOwnHome,NA,conflict,NA,NA,poor,biracialLivingExperience,favorable,hardToSay,gradeSchoolOrLess,NA,favorable,unskilledDomesticPersonalService
72,NA,neverThoughtAboutIt,unfavorable,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
73,favorable,asLongAsEligible,noComments,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,favorable,NA,NA
74,unfavorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
75,favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,ambivalent,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
76,favorable,permanent,favorable,NA,NA,NA,good,NA,NA,fair,someHighSchool,NA,NA,unskilledDomesticPersonalService
77,favorable,untilBetterPlace,favorableAndUnfavorable,NA,NA,NA,good,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
78,NA,untilOwnHome,favorable,NA,liberalFriend,liberal,poor,NA,NA,poor,NA,NA,favorable,unskilledDomesticPersonalService
79,favorable,NA,favorable,conflict,liberalFriend,ambivalent,NA,biracialLivingExperience,favorable,NA,NA,favorable,NA,NA
80,favorable,asLongAsEligible,NA,conflict,NA,NA,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
81,unfavorable,untilBetterPlace,favorable,mutualAcomodataion,ambivalentFriend,liberal,poor,biracialLivingExperience,favorable,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
82,NA,permanent,unfavorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,someHighSchool,NA,unfavorable,unskilledDomesticPersonalService
83,favorable,neverThoughtAboutIt,NA,NA,ambivalentFriend,liberal,hardToSay,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
84,favorable,neverThoughtAboutIt,favorable,conflict,liberalFriend,liberal,poor,biracialLivingExperience,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
85,favorable,NA,NA,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,favorable,NA,NA
86,favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,favorable,favorable,NA
87,NA,asLongAsEligible,favorableAndUnfavorable,conflict,NA,NA,poor,biracialLivingExperience,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
88,favorable,NA,favorable,NA,NA,NA,fair,NA,favorable,fair,someHighSchool,favorable,NA,semiSkilled
89,unfavorable,neverThoughtAboutIt,favorableAndUnfavorable,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
90,unfavorable,NA,NA,integration,liberalFriend,liberal,NA,biracialLivingExperience,unfavorable,NA,someHighSchool,NA,NA,NA
91,NA,asLongAsEligible,NA,conflict,NA,NA,NA,biracialLivingExperience,NA,NA,someHighSchool,favorable,NA,NA
92,favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
93,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,NA,NA
94,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,whiteColorSkilled
95,favorable,NA,unfavorable,mutualAcomodataion,liberalFriend,ambivalent,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
96,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,fair,NA,favorable,good,NA,NA,NA,whiteColorSkilled
97,favorable,asLongAsEligible,favorable,NA,NA,NA,hardToSay,NA,favorable,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
98,favorable,untilBetterPlace,NA,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
99,favorable,asLongAsEligible,NA,integration,NA,NA,NA,noBiracialLivingExperience,NA,NA,highSchoolGraduate,NA,NA,NA
100,favorable,NA,noComments,NA,liberalFriend,liberal,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
101,favorable,permanent,NA,conflict,NA,NA,NA,noBiracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,favorable,NA
102,favorable,asLongAsEligible,favorable,NA,NA,NA,good,NA,favorable,hardToSay,someHighSchool,NA,unfavorable,whiteColorSkilled
103,favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
104,favorable,NA,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
105,favorable,asLongAsEligible,unfavorable,integration,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,NA,NA,favorable,unskilledDomesticPersonalService
106,favorable,NA,unfavorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
107,unfavorable,neverThoughtAboutIt,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,hardToSay,gradeSchoolOrLess,NA,favorable,unskilledDomesticPersonalService
108,favorable,asLongAsEligible,NA,conflict,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
109,NA,NA,favorableAndUnfavorable,conflict,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
110,favorable,permanent,NA,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
111,favorable,NA,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,noBiracialLivingExperience,favorable,NA,highSchoolGraduate,favorable,NA,NA
112,favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,good,NA,unfavorable,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
113,favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,favorable,favorable,NA
114,favorable,NA,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,unfavorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
115,favorable,NA,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
116,favorable,neverThoughtAboutIt,favorable,NA,ambivalentFriend,ambivalent,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
117,favorable,neverThoughtAboutIt,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
118,favorable,NA,unfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,unfavorable,hardToSay,NA,NA,NA,semiSkilled
119,favorable,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,poor,NA,NA,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
120,favorable,untilOwnHome,unfavorable,NA,ambivalentFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
121,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
122,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,fair,NA,NA,good,NA,NA,NA,whiteColorSkilled
123,NA,neverThoughtAboutIt,unfavorable,mutualAcomodataion,liberalFriend,liberal,fair,biracialLivingExperience,favorable,poor,NA,NA,NA,semiSkilled
124,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,fair,biracialLivingExperience,favorable,poor,NA,NA,NA,semiSkilled
125,NA,NA,favorable,mutualAcomodataion,liberalFriend,liberal,NA,noBiracialLivingExperience,unfavorable,NA,gradeSchoolOrLess,unfavorable,NA,NA
126,favorable,untilBetterPlace,NA,NA,liberalFriend,ambivalent,NA,NA,NA,NA,someHighSchool,NA,NA,NA
127,favorable,permanent,NA,conflict,NA,NA,good,biracialLivingExperience,favorable,good,NA,NA,NA,semiSkilled
128,favorable,permanent,unfavorable,NA,ambivalentFriend,ambivalent,poor,NA,favorable,fair,NA,NA,NA,unskilledDomesticPersonalService
129,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,good,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
130,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,poor,NA,favorable,poor,NA,NA,favorable,unskilledDomesticPersonalService
131,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,fair,NA,favorable,poor,NA,favorable,NA,semiSkilled
132,favorable,NA,favorableAndUnfavorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
133,favorable,NA,NA,integration,ambivalentFriend,ambivalent,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
134,favorable,permanent,unfavorable,mutualAcomodataion,ambivalentFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
135,favorable,NA,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,someHighSchool,unfavorable,NA,NA
136,favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
137,favorable,permanent,favorable,NA,NA,NA,poor,NA,NA,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
138,NA,untilOwnHome,favorable,NA,NA,NA,hardToSay,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
139,favorable,asLongAsEligible,NA,NA,NA,NA,fair,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
140,favorable,permanent,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,favorable,NA,NA
141,favorable,NA,favorable,NA,ambivalentFriend,liberal,poor,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,semiSkilled
142,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
143,NA,NA,favorable,NA,liberalFriend,ambivalent,fair,NA,favorable,hardToSay,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
144,favorable,neverThoughtAboutIt,NA,NA,NA,NA,hardToSay,NA,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
145,favorable,asLongAsEligible,unfavorable,NA,NA,NA,poor,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
146,NA,untilOwnHome,favorable,NA,liberalFriend,liberal,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
147,NA,neverThoughtAboutIt,unfavorable,NA,liberalFriend,liberal,hardToSay,NA,NA,good,gradeSchoolOrLess,NA,favorable,whiteColorSkilled
148,favorable,untilOwnHome,NA,NA,liberalFriend,liberal,poor,NA,favorable,good,someHighSchool,NA,NA,semiSkilled
149,favorable,untilBetterPlace,unfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
150,favorable,permanent,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
151,favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,good,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
152,favorable,untilBetterPlace,noComments,NA,liberalFriend,liberal,poor,NA,NA,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
153,favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
154,favorable,permanent,favorable,NA,NA,NA,poor,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
155,favorable,NA,unfavorable,NA,liberalFriend,liberal,good,NA,NA,poor,NA,favorable,NA,unskilledDomesticPersonalService
156,favorable,NA,favorable,NA,liberalFriend,liberal,fair,NA,favorable,poor,someHighSchool,favorable,NA,unskilledDomesticPersonalService
157,favorable,NA,NA,conflict,NA,NA,good,biracialLivingExperience,NA,poor,NA,NA,unfavorable,semiSkilled
158,favorable,permanent,NA,NA,liberalFriend,ambivalent,poor,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
159,favorable,untilOwnHome,unfavorable,NA,liberalFriend,ambivalent,NA,NA,NA,NA,NA,favorable,favorable,NA
160,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,NA,NA,good,biracialLivingExperience,favorable,fair,gradeSchoolOrLess,NA,NA,semiSkilled
161,favorable,untilOwnHome,favorable,conflict,NA,NA,hardToSay,biracialLivingExperience,NA,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
162,NA,untilOwnHome,unfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
163,unfavorable,NA,NA,conflict,ambivalentFriend,liberal,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
164,favorable,neverThoughtAboutIt,NA,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
165,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
166,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,favorable,NA,NA
167,favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
168,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
169,favorable,NA,favorableAndUnfavorable,conflict,liberalFriend,liberal,NA,noBiracialLivingExperience,favorable,NA,someHighSchool,favorable,NA,NA
170,NA,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,NA,good,gradeSchoolOrLess,NA,NA,whiteColorSkilled
171,favorable,asLongAsEligible,noComments,NA,liberalFriend,liberal,poor,NA,favorable,poor,NA,favorable,favorable,semiSkilled
172,NA,NA,unfavorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
173,unfavorable,untilBetterPlace,favorable,conflict,NA,NA,poor,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
174,favorable,NA,favorable,NA,liberalFriend,liberal,fair,NA,NA,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
175,favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,favorable,fair,someHighSchool,NA,NA,unskilledDomesticPersonalService
176,favorable,asLongAsEligible,NA,NA,liberalFriend,ambivalent,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
177,favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,fair,biracialLivingExperience,favorable,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
178,favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
179,favorable,untilBetterPlace,favorable,integration,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
180,favorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
181,NA,untilOwnHome,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
182,favorable,permanent,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,unfavorable,NA
183,favorable,NA,NA,conflict,NA,NA,poor,noBiracialLivingExperience,NA,good,NA,NA,NA,unskilledDomesticPersonalService
184,favorable,NA,NA,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
185,NA,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,fair,NA,favorable,good,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
186,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
187,NA,NA,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,NA,favorable,NA,NA
188,NA,permanent,favorableAndUnfavorable,conflict,NA,NA,good,biracialLivingExperience,NA,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
189,NA,asLongAsEligible,NA,NA,ambivalentFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
190,favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,good,someHighSchool,NA,NA,semiSkilled
191,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
192,favorable,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,favorable,NA,NA
193,favorable,neverThoughtAboutIt,NA,mutualAcomodataion,liberalFriend,liberal,NA,noBiracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
194,favorable,NA,favorable,mutualAcomodataion,NA,NA,good,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
195,unfavorable,untilBetterPlace,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
196,favorable,permanent,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,favorable,NA,NA
