id,group,evaluationOfHilltown,group,impressionOfFriends,expectations,attitudeOfFriend,attitude,transiency,evaluationOfManagement,evaluationOfPhysicalAmenities,satisfactionInField,satisfactionInWorkplace,education,evaluationOfCoResidents,pastExperience,occupation
27,b,unfavorable,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,poor,NA,NA,NA,NA,NA
28,b,NA,b,NA,conflict,NA,NA,asLongAsEligible,NA,NA,hard_to_say,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
29,b,NA,b,noComments,mutual_acomodation,NA,NA,NA,NA,NA,poor,good,NA,NA,biracial_living_experience,NA
30,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,poor,NA,NA,NA,biracial_living_experience,NA
31,b,favorable,b,unfavorable,NA,liberalFriend,liberal,NA,NA,NA,good,hard_to_say,NA,NA,NA,NA
32,b,NA,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,NA,NA,NA,NA,NA
33,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,untilOwnHome,NA,NA,good,NA,NA,NA,biracial_living_experience,NA
34,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,NA,NA,poor,NA,NA,NA,NA
35,b,favorable,b,favorable,mutual_acomodation,NA,NA,neverThoughtAboutIt,NA,favorable,good,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
36,b,favorable,b,NA,conflict,NA,NA,NA,NA,favorable,NA,poor,NA,NA,biracial_living_experience,NA
37,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,permanent,NA,favorable,fair,NA,NA,favorable,NA,NA
38,b,favorable,b,favorableAndUnfavorable,NA,ambivalentFriend,liberal,untilOwnHome,NA,NA,NA,NA,NA,favorable,NA,NA
39,b,favorable,b,favorable,NA,NA,NA,untilBetterPlace,NA,favorable,poor,poor,NA,NA,NA,NA
40,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
41,b,favorable,b,favorable,NA,liberalFriend,ambivalent,asLongAsEligible,NA,NA,good,NA,NA,NA,NA,NA
42,b,NA,b,favorable,mutual_acomodation,ambivalentFriend,liberal,asLongAsEligible,NA,favorable,poor,NA,high_school_graduate,NA,biracial_living_experience,semiskilled
43,b,favorable,b,unfavorable,NA,liberalFriend,liberal,permanent,NA,favorable,NA,NA,some_high_school,NA,NA,white_collar_or_skilled
44,b,favorable,b,noComments,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,favorable,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
45,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
46,b,favorable,b,favorable,mutual_acomodation,NA,NA,untilBetterPlace,NA,favorable,NA,poor,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
47,b,NA,b,favorable,NA,ambivalentFriend,liberal,untilOwnHome,NA,NA,good,NA,some_high_school,favorable,NA,semiskilled
48,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,fair,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
49,b,favorable,b,favorable,mutual_acomodation,NA,NA,permanent,NA,favorable,hard_to_say,good,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
50,b,favorable,b,noComments,NA,NA,NA,NA,NA,favorable,hard_to_say,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
51,b,favorable,b,NA,NA,liberalFriend,ambivalent,asLongAsEligible,NA,favorable,poor,poor,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
52,b,favorable,b,favorable,conflict,NA,NA,asLongAsEligible,NA,favorable,poor,poor,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
53,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,NA,NA,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
54,b,favorable,b,favorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,poor,hard_to_say,some_high_school,NA,biracial_living_experience,semiskilled
55,b,unfavorable,b,favorable,conflict,liberalFriend,liberal,NA,NA,favorable,NA,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
56,b,unfavorable,b,favorable,NA,NA,NA,NA,NA,NA,poor,NA,NA,NA,NA,NA
57,b,favorable,b,favorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,NA,poor,NA,NA,NA,NA
58,b,favorable,b,favorable,integration,ambivalentFriend,liberal,neverThoughtAboutIt,NA,favorable,poor,poor,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
59,b,favorable,b,favorable,NA,liberalFriend,liberal,neverThoughtAboutIt,NA,NA,NA,poor,NA,NA,NA,NA
60,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,favorable,favorable,poor,NA,NA,NA,NA,NA
61,b,favorable,b,favorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,NA,good,NA,NA,NA,biracial_living_experience,NA
62,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,asLongAsEligible,NA,NA,fair,NA,NA,NA,NA,NA
63,b,favorable,b,favorable,integration,liberalFriend,liberal,NA,favorable,favorable,NA,hard_to_say,NA,NA,biracial_living_experience,NA
64,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
65,b,NA,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,untilOwnHome,NA,NA,poor,poor,NA,NA,biracial_living_experience,NA
66,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,unfavorable,favorable,good,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
67,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,fair,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
68,b,favorable,b,favorable,conflict,NA,NA,permanent,NA,favorable,hard_to_say,good,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
69,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,NA,poor,good,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
70,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,NA,favorable,fair,fair,NA,unfavorable,biracial_living_experience,NA
71,b,favorable,b,unfavorable,NA,liberalFriend,liberal,untilBetterPlace,NA,NA,NA,hard_to_say,grade_school_or_less,NA,NA,white_collar_or_skilled
72,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,good,high_school_graduate,favorable,biracial_living_experience,unskilled_domestic_and_personal_service
73,b,NA,b,NA,conflict,NA,NA,neverThoughtAboutIt,NA,favorable,fair,NA,NA,favorable,biracial_living_experience,NA
74,b,favorable,b,favorable,integration,liberalFriend,liberal,NA,favorable,favorable,poor,poor,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
75,b,favorable,b,NA,NA,liberalFriend,liberal,permanent,NA,favorable,poor,fair,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
76,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,fair,hard_to_say,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
77,b,favorable,b,NA,conflict,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
78,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,good,NA,NA,NA,NA,NA
79,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,permanent,NA,favorable,good,NA,NA,NA,NA,NA
80,b,favorable,b,favorableAndUnfavorable,NA,ambivalentFriend,liberal,untilBetterPlace,NA,NA,NA,fair,high_school_graduate,NA,NA,semiskilled
81,b,favorable,b,unfavorable,NA,liberalFriend,liberal,untilOwnHome,NA,NA,NA,fair,NA,favorable,NA,NA
82,b,favorable,b,NA,conflict,liberalFriend,liberal,NA,NA,favorable,NA,good,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
83,b,favorable,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,good,poor,NA,NA,biracial_living_experience,NA
84,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,permanent,NA,favorable,NA,good,grade_school_or_less,NA,biracial_living_experience,semiskilled
85,b,favorable,b,favorable,integration,NA,NA,untilOwnHome,NA,favorable,good,good,NA,favorable,biracial_living_experience,NA
86,b,favorable,b,unfavorable,NA,NA,NA,untilBetterPlace,NA,NA,good,hard_to_say,NA,unfavorable,NA,NA
87,b,favorable,b,NA,NA,liberalFriend,ambivalent,asLongAsEligible,NA,NA,good,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
88,b,favorable,b,noComments,conflict,liberalFriend,liberal,untilBetterPlace,NA,favorable,good,poor,grade_school_or_less,NA,biracial_living_experience,semiskilled
89,b,favorable,b,favorable,NA,liberalFriend,liberal,permanent,NA,favorable,poor,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
90,b,favorable,b,NA,NA,liberalFriend,ambivalent,neverThoughtAboutIt,NA,favorable,NA,poor,some_high_school,NA,NA,white_collar_or_skilled
91,b,unfavorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,permanent,NA,favorable,hard_to_say,poor,NA,NA,NA,NA
92,b,favorable,b,favorable,mutual_acomodation,NA,NA,NA,NA,favorable,good,NA,NA,NA,biracial_living_experience,NA
93,b,favorable,b,NA,NA,NA,NA,untilOwnHome,NA,favorable,NA,poor,NA,NA,NA,NA
94,b,NA,b,favorable,mutual_acomodation,liberalFriend,ambivalent,untilBetterPlace,NA,favorable,good,NA,grade_school_or_less,NA,no_biracial_living_experience,unskilled_domestic_and_personal_service
95,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,untilOwnHome,NA,favorable,poor,hard_to_say,NA,NA,NA,NA
96,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,NA,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
97,b,unfavorable,b,unfavorable,NA,NA,NA,neverThoughtAboutIt,NA,NA,hard_to_say,NA,high_school_graduate,favorable,NA,white_collar_or_skilled
98,b,favorable,b,favorableAndUnfavorable,NA,ambivalentFriend,liberal,NA,NA,NA,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
99,b,favorable,b,favorableAndUnfavorable,NA,liberalFriend,liberal,asLongAsEligible,NA,unfavorable,good,good,NA,NA,NA,NA
100,b,unfavorable,b,favorableAndUnfavorable,mutual_acomodation,NA,NA,NA,NA,NA,good,NA,NA,NA,biracial_living_experience,NA
101,b,favorable,b,favorable,NA,ambivalentFriend,liberal,untilBetterPlace,NA,favorable,NA,good,high_school_graduate,NA,NA,semiskilled
102,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
103,b,favorable,b,favorable,integration,liberalFriend,liberal,untilOwnHome,NA,favorable,NA,poor,some_high_school,NA,biracial_living_experience,semiskilled
104,b,favorable,b,NA,integration,NA,NA,NA,NA,NA,poor,NA,NA,favorable,biracial_living_experience,NA
105,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,favorable,NA,NA,NA,NA,NA,NA
106,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,asLongAsEligible,NA,NA,NA,NA,NA,NA,NA,NA
107,b,favorable,b,NA,conflict,NA,NA,untilOwnHome,NA,favorable,NA,fair,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
108,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,good,NA,NA,NA,NA
109,b,favorable,b,favorable,NA,NA,NA,NA,NA,favorable,hard_to_say,fair,grade_school_or_less,NA,NA,semiskilled
110,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,asLongAsEligible,unfavorable,NA,good,NA,NA,NA,NA,NA
111,b,favorable,b,favorable,NA,liberalFriend,liberal,permanent,NA,NA,poor,poor,NA,NA,NA,NA
112,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,favorable,favorable,good,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
113,b,favorable,b,NA,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
114,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,ambivalent,NA,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
115,b,favorable,b,NA,NA,NA,NA,untilBetterPlace,NA,favorable,NA,NA,NA,NA,NA,NA
116,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,NA,NA,favorable,NA,NA
117,b,favorable,b,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,poor,NA,NA,NA,NA
118,b,unfavorable,b,favorable,NA,NA,NA,permanent,NA,NA,poor,hard_to_say,NA,NA,NA,NA
119,b,favorable,b,favorable,mutual_acomodation,NA,NA,asLongAsEligible,unfavorable,NA,NA,NA,grade_school_or_less,NA,biracial_living_experience,white_collar_or_skilled
120,b,favorable,b,favorable,NA,ambivalentFriend,liberal,NA,NA,favorable,good,NA,high_school_graduate,NA,NA,unskilled_domestic_and_personal_service
121,b,NA,b,NA,mutual_acomodation,NA,NA,NA,NA,favorable,NA,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
122,b,favorable,b,unfavorable,NA,NA,NA,NA,favorable,favorable,NA,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
123,b,favorable,b,favorable,NA,NA,NA,untilBetterPlace,NA,favorable,poor,poor,some_high_school,unfavorable,NA,unskilled_domestic_and_personal_service
124,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,unfavorable,poor,NA,high_school_graduate,favorable,NA,unskilled_domestic_and_personal_service
125,b,favorable,b,favorable,NA,NA,NA,neverThoughtAboutIt,NA,NA,NA,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
126,b,NA,b,favorableAndUnfavorable,conflict,NA,NA,permanent,NA,favorable,fair,NA,NA,favorable,biracial_living_experience,NA
127,b,favorable,b,favorable,NA,NA,NA,neverThoughtAboutIt,NA,favorable,NA,poor,NA,NA,NA,NA
128,b,favorable,b,NA,conflict,NA,NA,asLongAsEligible,NA,NA,poor,NA,some_high_school,favorable,biracial_living_experience,semiskilled
129,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,NA,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
130,b,favorable,b,NA,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,hard_to_say,grade_school_or_less,NA,NA,white_collar_or_skilled
131,b,favorable,b,NA,NA,liberalFriend,ambivalent,NA,NA,favorable,NA,poor,NA,NA,NA,NA
132,b,favorable,b,NA,mutual_acomodation,NA,NA,asLongAsEligible,favorable,favorable,fair,hard_to_say,NA,NA,biracial_living_experience,NA
133,b,favorable,b,favorable,integration,liberalFriend,liberal,permanent,favorable,NA,poor,NA,NA,favorable,biracial_living_experience,NA
134,b,NA,b,NA,NA,liberalFriend,liberal,untilBetterPlace,NA,NA,poor,poor,NA,NA,NA,NA
135,b,unfavorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,good,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
136,b,favorable,b,favorable,mutual_acomodation,NA,NA,neverThoughtAboutIt,NA,NA,hard_to_say,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
137,b,NA,b,NA,NA,NA,NA,asLongAsEligible,favorable,NA,NA,fair,some_high_school,favorable,NA,semiskilled
138,b,NA,b,unfavorable,NA,NA,NA,NA,NA,NA,NA,poor,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
139,b,favorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
140,b,favorable,b,NA,mutual_acomodation,NA,NA,untilBetterPlace,favorable,favorable,fair,NA,some_high_school,NA,biracial_living_experience,white_collar_or_skilled
141,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,NA,NA,good,some_high_school,NA,NA,unskilled_domestic_and_personal_service
142,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,neverThoughtAboutIt,NA,favorable,fair,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
143,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,permanent,NA,NA,NA,poor,NA,NA,biracial_living_experience,NA
144,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,good,hard_to_say,NA,NA,NA,NA
145,b,favorable,b,favorable,NA,liberalFriend,ambivalent,untilBetterPlace,NA,favorable,good,NA,NA,NA,NA,NA
146,b,favorable,b,favorableAndUnfavorable,NA,NA,NA,asLongAsEligible,unfavorable,favorable,NA,poor,some_high_school,NA,NA,white_collar_or_skilled
147,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,favorable,fair,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
148,b,favorable,b,favorable,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,NA,NA,some_high_school,NA,NA,unskilled_domestic_and_personal_service
149,b,favorable,b,unfavorable,NA,liberalFriend,liberal,asLongAsEligible,NA,NA,NA,NA,NA,favorable,NA,NA
150,b,favorable,b,favorableAndUnfavorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,hard_to_say,good,NA,NA,biracial_living_experience,NA
151,b,favorable,b,favorable,mutual_acomodation,NA,NA,neverThoughtAboutIt,NA,favorable,NA,NA,NA,NA,biracial_living_experience,NA
152,b,favorable,b,favorable,NA,NA,NA,untilBetterPlace,NA,favorable,poor,poor,NA,NA,NA,NA
153,b,favorable,b,unfavorable,conflict,NA,NA,asLongAsEligible,NA,favorable,NA,hard_to_say,high_school_graduate,favorable,biracial_living_experience,white_collar_or_skilled
154,b,NA,b,favorable,NA,liberalFriend,liberal,NA,NA,NA,good,NA,high_school_graduate,NA,NA,white_collar_or_skilled
155,b,favorable,b,unfavorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,good,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
156,b,favorable,b,favorable,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,NA,good,high_school_graduate,NA,NA,semiskilled
157,b,favorable,b,favorable,conflict,NA,NA,asLongAsEligible,NA,NA,NA,poor,grade_school_or_less,NA,biracial_living_experience,semiskilled
158,b,favorable,b,unfavorable,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,good,poor,NA,NA,biracial_living_experience,NA
159,b,favorable,b,favorable,mutual_acomodation,NA,NA,neverThoughtAboutIt,unfavorable,favorable,good,NA,some_high_school,NA,biracial_living_experience,semiskilled
160,b,favorable,b,NA,integration,liberalFriend,liberal,permanent,favorable,NA,NA,fair,some_high_school,favorable,biracial_living_experience,semiskilled
161,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,good,grade_school_or_less,favorable,biracial_living_experience,white_collar_or_skilled
162,b,favorable,b,favorable,conflict,liberalFriend,ambivalent,permanent,NA,NA,hard_to_say,poor,NA,NA,biracial_living_experience,NA
163,b,favorable,b,favorable,NA,ambivalentFriend,liberal,asLongAsEligible,NA,NA,NA,hard_to_say,NA,NA,NA,NA
164,b,unfavorable,b,favorable,NA,liberalFriend,liberal,permanent,NA,favorable,good,NA,NA,NA,NA,NA
165,b,favorable,b,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,poor,some_high_school,favorable,NA,unskilled_domestic_and_personal_service
166,b,favorable,b,NA,NA,NA,NA,asLongAsEligible,NA,favorable,good,NA,NA,NA,NA,NA
167,b,NA,b,NA,mutual_acomodation,ambivalentFriend,liberal,asLongAsEligible,NA,NA,fair,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
168,b,favorable,b,noComments,mutual_acomodation,liberalFriend,liberal,permanent,NA,favorable,poor,poor,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
169,b,unfavorable,b,favorable,mutual_acomodation,NA,NA,permanent,favorable,favorable,NA,NA,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
170,b,favorable,b,favorable,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,poor,poor,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
171,b,NA,b,unfavorable,mutual_acomodation,NA,NA,permanent,NA,favorable,good,good,NA,favorable,biracial_living_experience,NA
172,b,unfavorable,b,favorable,conflict,NA,NA,permanent,NA,favorable,poor,poor,NA,NA,no_biracial_living_experience,NA
173,b,unfavorable,b,NA,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,NA,poor,some_high_school,NA,biracial_living_experience,white_collar_or_skilled
174,b,NA,b,favorable,NA,NA,NA,asLongAsEligible,NA,NA,poor,good,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
175,b,favorable,b,favorable,NA,liberalFriend,liberal,asLongAsEligible,NA,favorable,poor,good,some_high_school,NA,NA,unskilled_domestic_and_personal_service
176,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,NA,fair,NA,NA,NA,NA
177,b,favorable,b,NA,NA,liberalFriend,liberal,permanent,NA,NA,hard_to_say,NA,NA,NA,NA,NA
178,b,NA,b,favorable,NA,liberalFriend,liberal,untilBetterPlace,NA,NA,poor,NA,NA,NA,NA,NA
179,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,NA,NA,poor,some_high_school,NA,biracial_living_experience,unskilled_domestic_and_personal_service
180,b,favorable,b,unfavorable,mutual_acomodation,liberalFriend,liberal,untilOwnHome,NA,favorable,poor,poor,grade_school_or_less,NA,biracial_living_experience,unskilled_domestic_and_personal_service
181,b,favorable,b,favorable,NA,liberalFriend,liberal,untilBetterPlace,NA,NA,poor,NA,grade_school_or_less,NA,NA,unskilled_domestic_and_personal_service
182,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,poor,poor,NA,NA,NA,NA
183,b,NA,b,favorable,mutual_acomodation,liberalFriend,liberal,NA,NA,favorable,poor,NA,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
184,b,favorable,b,NA,mutual_acomodation,NA,NA,neverThoughtAboutIt,NA,favorable,NA,poor,high_school_graduate,NA,biracial_living_experience,white_collar_or_skilled
185,b,favorable,b,favorable,mutual_acomodation,NA,NA,permanent,NA,favorable,poor,poor,NA,NA,biracial_living_experience,NA
186,b,favorable,b,favorable,mutual_acomodation,liberalFriend,liberal,asLongAsEligible,NA,favorable,NA,poor,some_high_school,NA,biracial_living_experience,semiskilled
187,b,favorable,b,NA,NA,NA,NA,NA,NA,favorable,NA,poor,NA,NA,NA,NA
188,b,favorable,b,NA,mutual_acomodation,NA,NA,asLongAsEligible,NA,favorable,NA,poor,high_school_graduate,NA,biracial_living_experience,unskilled_domestic_and_personal_service
189,b,favorable,b,favorable,NA,NA,NA,asLongAsEligible,NA,favorable,NA,poor,some_high_school,NA,NA,white_collar_or_skilled
190,b,favorable,b,favorable,NA,liberalFriend,liberal,untilBetterPlace,NA,favorable,NA,hard_to_say,some_high_school,NA,NA,semiskilled
