id,evaluationOfHilltown,transiency,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,pastExperience,evaluationOfPhysicalAmenities,satisfactionInField,education,evaluationOfCoResidents,evaluationOfManagement,occupation
21,favorable,asLongAsEligible,favorable,NA,NA,NA,good,NA,NA,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
22,favorable,NA,NA,NA,NA,NA,poor,NA,NA,fair,someHighSchool,NA,NA,unskilledDomesticPersonalService
23,unfavorable,NA,favorable,NA,NA,NA,fair,NA,NA,good,NA,NA,NA,semiSkilled
24,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,poor,NA,NA,poor,someHighSchool,NA,NA,whiteColorSkilled
25,favorable,NA,favorable,NA,liberalFriend,ambivalent,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
26,favorable,NA,favorableAndUnfavorable,conflict,NA,NA,poor,biracialLivingExperience,NA,poor,someHighSchool,NA,NA,semiSkilled
27,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,unfavorable,NA,NA
28,favorable,untilBetterPlace,favorable,conflict,NA,NA,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
29,favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,favorable,poor,NA,favorable,NA,semiSkilled
30,favorable,untilBetterPlace,NA,conflict,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
31,favorable,NA,favorable,NA,NA,NA,poor,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
32,favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
33,favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,favorable,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,good,NA,NA,fair,NA,NA,NA,semiSkilled
35,NA,NA,noComments,mutualAcomodataion,NA,NA,good,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
36,favorable,asLongAsEligible,unfavorable,NA,NA,NA,hardToSay,NA,NA,poor,someHighSchool,unfavorable,NA,unskilledDomesticPersonalService
37,favorable,asLongAsEligible,unfavorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,good,NA,favorable,NA,whiteColorSkilled
38,NA,asLongAsEligible,NA,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
39,favorable,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,favorable,NA,NA
40,favorable,asLongAsEligible,noComments,NA,NA,NA,poor,NA,favorable,good,someHighSchool,NA,NA,whiteColorSkilled
41,unfavorable,asLongAsEligible,unfavorable,conflict,NA,NA,hardToSay,biracialLivingExperience,NA,poor,someHighSchool,NA,NA,whiteColorSkilled
42,favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,unfavorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
43,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,favorable,good,gradeSchoolOrLess,NA,NA,semiSkilled
44,favorable,NA,unfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
45,NA,neverThoughtAboutIt,unfavorable,mutualAcomodataion,liberalFriend,ambivalent,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
46,favorable,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
47,favorable,NA,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
48,favorable,NA,NA,conflict,liberalFriend,ambivalent,fair,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
49,favorable,untilBetterPlace,NA,NA,NA,NA,poor,NA,favorable,good,gradeSchoolOrLess,unfavorable,NA,unskilledDomesticPersonalService
50,favorable,asLongAsEligible,unfavorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,favorable,poor,NA,NA,NA,semiSkilled
51,favorable,NA,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,poor,NA,favorable,NA,whiteColorSkilled
52,favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
53,favorable,NA,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,noBiracialLivingExperience,favorable,NA,NA,NA,NA,NA
54,favorable,asLongAsEligible,unfavorable,NA,liberalFriend,liberal,fair,NA,NA,fair,highSchoolGraduate,NA,NA,semiSkilled
55,favorable,neverThoughtAboutIt,NA,NA,NA,NA,fair,NA,unfavorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
56,favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,good,NA,NA,good,gradeSchoolOrLess,NA,NA,whiteColorSkilled
57,favorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,favorable,hardToSay,highSchoolGraduate,NA,NA,semiSkilled
58,favorable,neverThoughtAboutIt,favorable,integration,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
59,favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,fair,biracialLivingExperience,NA,good,gradeSchoolOrLess,favorable,NA,whiteColorSkilled
60,favorable,untilBetterPlace,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
61,favorable,NA,NA,NA,NA,NA,good,NA,favorable,good,gradeSchoolOrLess,NA,NA,semiSkilled
62,favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,favorable,NA,NA
63,favorable,untilBetterPlace,NA,NA,liberalFriend,liberal,good,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
64,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,favorable,NA,NA
65,favorable,untilBetterPlace,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
66,unfavorable,NA,favorable,conflict,NA,NA,good,biracialLivingExperience,favorable,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
67,favorable,neverThoughtAboutIt,NA,conflict,ambivalentFriend,liberal,good,noBiracialLivingExperience,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
68,favorable,NA,favorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
69,unfavorable,NA,unfavorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,NA,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
70,favorable,untilOwnHome,favorable,NA,NA,NA,fair,NA,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
71,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,favorable,NA
72,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
73,favorable,NA,unfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,favorable,NA,NA
74,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
75,favorable,untilOwnHome,NA,NA,NA,NA,good,NA,NA,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
76,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,poor,NA,favorable,good,NA,NA,NA,semiSkilled
77,favorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,NA,hardToSay,someHighSchool,NA,NA,whiteColorSkilled
78,NA,neverThoughtAboutIt,favorable,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
79,favorable,permanent,favorableAndUnfavorable,conflict,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,semiSkilled
80,favorable,NA,NA,integration,liberalFriend,liberal,good,biracialLivingExperience,favorable,poor,NA,NA,NA,semiSkilled
81,favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,favorable,NA,NA
82,favorable,permanent,unfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,favorable,NA,NA
83,favorable,permanent,favorableAndUnfavorable,mutualAcomodataion,NA,NA,good,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
84,favorable,untilOwnHome,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,favorable,NA,NA
85,favorable,NA,NA,NA,liberalFriend,liberal,hardToSay,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
86,favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
87,favorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
88,favorable,permanent,favorable,NA,NA,NA,poor,NA,favorable,poor,someHighSchool,favorable,NA,semiSkilled
89,favorable,untilBetterPlace,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
90,favorable,NA,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,someHighSchool,favorable,NA,NA
91,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
92,favorable,untilBetterPlace,NA,integration,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,unfavorable,NA,NA
93,NA,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
94,favorable,NA,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
95,unfavorable,permanent,NA,NA,NA,NA,poor,NA,favorable,good,NA,NA,NA,whiteColorSkilled
96,favorable,neverThoughtAboutIt,NA,integration,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
97,favorable,untilBetterPlace,favorable,mutualAcomodataion,ambivalentFriend,liberal,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,semiSkilled
98,favorable,NA,favorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,NA,poor,someHighSchool,favorable,NA,unskilledDomesticPersonalService
99,favorable,NA,favorable,NA,NA,NA,fair,NA,favorable,poor,gradeSchoolOrLess,NA,NA,semiSkilled
100,favorable,permanent,favorable,NA,NA,NA,hardToSay,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
101,favorable,untilBetterPlace,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
102,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,hardToSay,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
103,favorable,NA,favorable,NA,liberalFriend,liberal,poor,NA,NA,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
104,unfavorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
105,favorable,NA,unfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
106,favorable,asLongAsEligible,NA,NA,NA,NA,good,NA,favorable,good,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
107,NA,asLongAsEligible,NA,NA,NA,NA,fair,NA,NA,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
108,favorable,NA,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
109,favorable,permanent,favorable,NA,ambivalentFriend,liberal,fair,NA,NA,fair,gradeSchoolOrLess,favorable,NA,semiSkilled
110,favorable,asLongAsEligible,NA,conflict,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
111,favorable,NA,unfavorable,NA,liberalFriend,liberal,poor,NA,NA,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
112,favorable,NA,unfavorable,NA,NA,NA,poor,NA,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
113,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,good,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
114,favorable,NA,favorable,mutualAcomodataion,NA,NA,NA,noBiracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
115,favorable,NA,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,ambivalent,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
116,favorable,permanent,favorable,NA,NA,NA,good,NA,favorable,good,NA,NA,NA,whiteColorSkilled
117,favorable,untilBetterPlace,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
118,favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,poor,NA,NA,hardToSay,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
119,favorable,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,fair,NA,unfavorable,good,NA,NA,NA,unskilledDomesticPersonalService
120,favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
121,favorable,untilBetterPlace,unfavorable,mutualAcomodataion,liberalFriend,liberal,poor,noBiracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,semiSkilled
122,favorable,NA,favorable,NA,NA,NA,poor,NA,NA,good,NA,NA,NA,unskilledDomesticPersonalService
123,NA,permanent,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
124,favorable,asLongAsEligible,NA,conflict,ambivalentFriend,liberal,NA,noBiracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
125,favorable,permanent,unfavorable,NA,NA,NA,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
126,favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
127,favorable,untilBetterPlace,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,highSchoolGraduate,favorable,NA,NA
128,favorable,untilOwnHome,favorable,integration,NA,NA,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
129,unfavorable,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
130,favorable,asLongAsEligible,favorableAndUnfavorable,NA,ambivalentFriend,liberal,hardToSay,NA,favorable,good,someHighSchool,NA,favorable,unskilledDomesticPersonalService
131,favorable,NA,favorableAndUnfavorable,NA,ambivalentFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,NA,NA
132,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
133,favorable,NA,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
134,favorable,neverThoughtAboutIt,unfavorable,integration,ambivalentFriend,liberal,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
135,favorable,NA,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,NA,NA
136,favorable,NA,unfavorable,NA,NA,NA,good,NA,NA,poor,highSchoolGraduate,NA,NA,whiteColorSkilled
137,favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
138,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
139,favorable,untilBetterPlace,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
140,favorable,permanent,favorable,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,semiSkilled
141,favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,hardToSay,NA,NA,good,NA,NA,NA,whiteColorSkilled
142,favorable,neverThoughtAboutIt,favorableAndUnfavorable,integration,NA,NA,poor,biracialLivingExperience,NA,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
143,NA,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
144,unfavorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
145,NA,asLongAsEligible,favorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
146,NA,untilBetterPlace,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,NA,fair,someHighSchool,NA,NA,unskilledDomesticPersonalService
147,favorable,NA,NA,NA,NA,NA,poor,NA,favorable,poor,someHighSchool,NA,NA,semiSkilled
148,favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
149,NA,untilBetterPlace,NA,conflict,liberalFriend,ambivalent,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
150,unfavorable,permanent,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
151,favorable,permanent,noComments,NA,liberalFriend,liberal,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
152,favorable,permanent,unfavorable,NA,ambivalentFriend,ambivalent,NA,NA,unfavorable,NA,NA,NA,NA,NA
153,favorable,untilOwnHome,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
154,favorable,asLongAsEligible,favorable,conflict,liberalFriend,liberal,fair,biracialLivingExperience,favorable,hardToSay,highSchoolGraduate,NA,NA,semiSkilled
155,NA,NA,unfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,favorable,NA
156,favorable,asLongAsEligible,favorable,NA,NA,NA,hardToSay,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
157,favorable,NA,favorableAndUnfavorable,integration,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
158,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,NA,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
159,favorable,permanent,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,NA,NA,unfavorable,unskilledDomesticPersonalService
160,favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,ambivalent,good,biracialLivingExperience,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
161,NA,NA,favorableAndUnfavorable,NA,liberalFriend,ambivalent,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
162,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
163,favorable,untilOwnHome,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
164,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,good,NA,favorable,NA,unskilledDomesticPersonalService
165,favorable,untilBetterPlace,NA,integration,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,favorable,NA,NA
166,favorable,untilOwnHome,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,good,highSchoolGraduate,favorable,NA,unskilledDomesticPersonalService
167,favorable,NA,favorable,NA,NA,NA,poor,NA,favorable,good,NA,NA,favorable,semiSkilled
168,favorable,untilBetterPlace,unfavorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
169,favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,NA,NA
170,favorable,neverThoughtAboutIt,noComments,conflict,liberalFriend,liberal,NA,noBiracialLivingExperience,favorable,NA,NA,NA,NA,NA
171,favorable,untilBetterPlace,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
172,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
173,favorable,untilBetterPlace,favorable,NA,liberalFriend,ambivalent,poor,NA,NA,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
174,favorable,untilBetterPlace,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
175,favorable,permanent,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
176,NA,NA,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,favorable,NA
177,favorable,asLongAsEligible,NA,mutualAcomodataion,ambivalentFriend,liberal,poor,biracialLivingExperience,NA,fair,NA,NA,NA,unskilledDomesticPersonalService
178,favorable,NA,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
179,favorable,untilOwnHome,unfavorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
180,favorable,NA,NA,NA,NA,NA,poor,NA,NA,good,someHighSchool,unfavorable,NA,semiSkilled
181,unfavorable,neverThoughtAboutIt,unfavorable,integration,ambivalentFriend,liberal,good,noBiracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
182,NA,untilOwnHome,favorable,NA,NA,NA,poor,NA,NA,poor,highSchoolGraduate,favorable,NA,semiSkilled
183,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,favorable,good,NA,NA,favorable,whiteColorSkilled
184,favorable,permanent,NA,mutualAcomodataion,NA,NA,good,biracialLivingExperience,NA,poor,NA,favorable,NA,unskilledDomesticPersonalService
185,unfavorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
186,favorable,untilOwnHome,favorable,conflict,NA,NA,hardToSay,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
187,favorable,NA,NA,integration,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
188,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,NA,NA
189,favorable,NA,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
190,favorable,NA,favorable,integration,liberalFriend,ambivalent,fair,biracialLivingExperience,NA,poor,highSchoolGraduate,NA,NA,semiSkilled
191,NA,neverThoughtAboutIt,favorable,NA,NA,NA,hardToSay,NA,favorable,good,highSchoolGraduate,NA,NA,whiteColorSkilled
192,favorable,permanent,unfavorable,NA,NA,NA,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
193,NA,asLongAsEligible,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
194,NA,neverThoughtAboutIt,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,favorable,NA,NA
195,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
196,favorable,untilOwnHome,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
197,favorable,untilBetterPlace,NA,conflict,NA,NA,fair,biracialLivingExperience,NA,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
198,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,hardToSay,highSchoolGraduate,NA,NA,semiSkilled
199,favorable,NA,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
