id,evaluationOfHilltown,transiency,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,pastExperience,evaluationOfPhysicalAmenities,satisfactionInField,education,evaluationOfCoResidents,evaluationOfManagement,occupation
17,NA,NA,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
18,favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
19,favorable,asLongAsEligible,NA,NA,NA,NA,good,NA,NA,poor,gradeSchoolOrLess,NA,NA,whiteColorSkilled
20,NA,untilOwnHome,NA,NA,NA,NA,poor,NA,favorable,poor,highSchoolGraduate,NA,favorable,unskilledDomesticPersonalService
21,favorable,NA,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
22,favorable,asLongAsEligible,unfavorable,NA,liberalFriend,liberal,good,NA,favorable,hardToSay,gradeSchoolOrLess,favorable,NA,whiteColorSkilled
23,favorable,NA,NA,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
24,favorable,untilBetterPlace,NA,NA,liberalFriend,liberal,hardToSay,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
25,favorable,NA,favorable,integration,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,favorable,NA
26,favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,semiSkilled
27,favorable,asLongAsEligible,favorable,NA,NA,NA,hardToSay,NA,favorable,fair,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
28,favorable,NA,favorable,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
29,NA,permanent,favorable,NA,liberalFriend,liberal,fair,NA,NA,poor,highSchoolGraduate,favorable,NA,unskilledDomesticPersonalService
30,NA,NA,unfavorable,conflict,liberalFriend,ambivalent,hardToSay,biracialLivingExperience,NA,good,gradeSchoolOrLess,favorable,NA,whiteColorSkilled
31,favorable,NA,NA,NA,ambivalentFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
32,favorable,permanent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,favorable,asLongAsEligible,favorable,conflict,liberalFriend,liberal,good,biracialLivingExperience,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
34,NA,NA,NA,NA,ambivalentFriend,liberal,poor,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
35,favorable,NA,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
36,favorable,NA,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
37,favorable,NA,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
38,favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,NA,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
39,NA,untilOwnHome,favorable,NA,liberalFriend,ambivalent,poor,NA,NA,hardToSay,NA,favorable,NA,unskilledDomesticPersonalService
40,NA,untilBetterPlace,noComments,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
41,NA,asLongAsEligible,favorable,conflict,liberalFriend,liberal,NA,noBiracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
42,unfavorable,NA,favorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,someHighSchool,favorable,NA,NA
43,favorable,NA,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,favorable,NA,NA
44,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
45,favorable,untilOwnHome,NA,NA,liberalFriend,liberal,poor,NA,NA,hardToSay,someHighSchool,NA,NA,semiSkilled
46,favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,favorable,poor,someHighSchool,NA,favorable,unskilledDomesticPersonalService
47,favorable,untilBetterPlace,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,fair,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
48,favorable,neverThoughtAboutIt,favorableAndUnfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
49,NA,neverThoughtAboutIt,favorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
50,favorable,NA,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
51,favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
52,NA,asLongAsEligible,NA,mutualAcomodataion,ambivalentFriend,liberal,poor,biracialLivingExperience,NA,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
53,favorable,untilBetterPlace,NA,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,NA,poor,NA,NA,NA,semiSkilled
54,favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
55,favorable,NA,favorable,NA,ambivalentFriend,liberal,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
56,favorable,untilBetterPlace,favorableAndUnfavorable,NA,ambivalentFriend,liberal,poor,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,whiteColorSkilled
57,favorable,untilBetterPlace,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
58,unfavorable,neverThoughtAboutIt,favorable,NA,NA,NA,NA,NA,NA,NA,NA,unfavorable,NA,NA
59,favorable,untilBetterPlace,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
60,favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,good,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
61,favorable,NA,NA,NA,NA,NA,good,NA,favorable,fair,NA,NA,NA,whiteColorSkilled
62,favorable,asLongAsEligible,favorable,integration,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
63,favorable,NA,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
64,unfavorable,neverThoughtAboutIt,unfavorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
65,favorable,neverThoughtAboutIt,NA,conflict,NA,NA,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
66,favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
67,favorable,NA,NA,NA,ambivalentFriend,ambivalent,fair,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
68,favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
69,favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
70,favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,good,biracialLivingExperience,favorable,poor,NA,NA,NA,semiSkilled
71,favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,poor,NA,favorable,NA,unskilledDomesticPersonalService
72,favorable,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
73,favorable,neverThoughtAboutIt,favorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
74,favorable,asLongAsEligible,favorable,NA,ambivalentFriend,ambivalent,poor,NA,NA,poor,NA,NA,NA,semiSkilled
75,NA,NA,favorable,mutualAcomodataion,liberalFriend,ambivalent,NA,noBiracialLivingExperience,favorable,NA,someHighSchool,favorable,NA,NA
76,NA,asLongAsEligible,NA,NA,liberalFriend,liberal,good,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
77,NA,permanent,favorable,NA,liberalFriend,liberal,poor,NA,NA,fair,NA,NA,NA,semiSkilled
78,favorable,NA,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,unfavorable,NA,NA
79,favorable,untilBetterPlace,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
80,favorable,permanent,NA,NA,NA,NA,hardToSay,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
81,favorable,NA,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,unfavorable,NA,gradeSchoolOrLess,NA,NA,NA
82,favorable,asLongAsEligible,favorable,NA,NA,NA,hardToSay,NA,NA,hardToSay,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
83,favorable,NA,favorable,conflict,NA,NA,hardToSay,biracialLivingExperience,NA,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
84,favorable,NA,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,fair,NA,favorable,NA,unskilledDomesticPersonalService
85,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,favorable,NA
86,favorable,untilOwnHome,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
87,unfavorable,permanent,NA,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
88,favorable,NA,NA,NA,NA,NA,good,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
89,favorable,permanent,favorable,integration,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,favorable,NA
90,NA,permanent,favorable,NA,NA,NA,good,NA,favorable,good,gradeSchoolOrLess,NA,NA,semiSkilled
91,favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,NA,noBiracialLivingExperience,NA,NA,NA,NA,NA,NA
92,favorable,untilBetterPlace,favorableAndUnfavorable,integration,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
93,NA,untilOwnHome,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,good,someHighSchool,NA,NA,semiSkilled
94,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
95,favorable,asLongAsEligible,favorable,conflict,NA,NA,NA,noBiracialLivingExperience,NA,NA,highSchoolGraduate,NA,NA,NA
96,unfavorable,asLongAsEligible,favorable,NA,NA,NA,good,NA,favorable,poor,NA,NA,NA,whiteColorSkilled
97,favorable,permanent,NA,NA,NA,NA,hardToSay,NA,NA,good,highSchoolGraduate,NA,NA,whiteColorSkilled
98,favorable,untilBetterPlace,NA,integration,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
99,NA,permanent,noComments,NA,NA,NA,NA,NA,NA,NA,NA,NA,favorable,NA
100,NA,permanent,NA,NA,NA,NA,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
101,favorable,permanent,favorable,NA,liberalFriend,liberal,good,NA,favorable,poor,highSchoolGraduate,NA,favorable,unskilledDomesticPersonalService
102,favorable,NA,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,favorable,NA
103,favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,hardToSay,NA,favorable,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
104,favorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
105,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,fair,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
106,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,ambivalentFriend,liberal,poor,biracialLivingExperience,favorable,hardToSay,someHighSchool,favorable,NA,whiteColorSkilled
107,favorable,NA,NA,NA,ambivalentFriend,liberal,poor,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
108,NA,asLongAsEligible,NA,NA,liberalFriend,liberal,poor,NA,favorable,poor,someHighSchool,NA,NA,semiSkilled
109,favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,poor,NA,favorable,good,someHighSchool,favorable,NA,unskilledDomesticPersonalService
110,favorable,asLongAsEligible,favorable,mutualAcomodataion,ambivalentFriend,liberal,poor,biracialLivingExperience,favorable,good,NA,NA,NA,whiteColorSkilled
111,favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
112,favorable,permanent,NA,NA,NA,NA,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
113,favorable,asLongAsEligible,NA,NA,NA,NA,fair,NA,NA,good,NA,NA,NA,whiteColorSkilled
114,NA,neverThoughtAboutIt,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,highSchoolGraduate,NA,NA,NA
115,favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,unfavorable,NA,someHighSchool,NA,NA,NA
116,favorable,permanent,favorable,mutualAcomodataion,ambivalentFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
117,favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
118,NA,asLongAsEligible,unfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,favorable,NA,NA
119,favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
120,NA,asLongAsEligible,favorable,conflict,liberalFriend,ambivalent,NA,biracialLivingExperience,NA,NA,highSchoolGraduate,NA,NA,NA
121,favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
122,favorable,permanent,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
123,NA,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,hardToSay,NA,NA,good,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
124,favorable,neverThoughtAboutIt,NA,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
125,favorable,NA,noComments,NA,liberalFriend,liberal,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,whiteColorSkilled
126,NA,NA,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
127,unfavorable,untilBetterPlace,NA,conflict,NA,NA,hardToSay,biracialLivingExperience,NA,poor,NA,NA,NA,semiSkilled
128,favorable,asLongAsEligible,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
129,favorable,neverThoughtAboutIt,unfavorable,NA,NA,NA,poor,NA,NA,poor,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
130,NA,asLongAsEligible,NA,NA,liberalFriend,ambivalent,hardToSay,NA,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
131,NA,asLongAsEligible,noComments,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
132,favorable,permanent,favorable,NA,liberalFriend,liberal,good,NA,favorable,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
133,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,fair,biracialLivingExperience,NA,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
134,favorable,NA,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
135,favorable,NA,NA,NA,NA,NA,NA,NA,favorable,NA,NA,favorable,NA,NA
136,favorable,untilBetterPlace,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
137,favorable,asLongAsEligible,unfavorable,conflict,liberalFriend,ambivalent,poor,biracialLivingExperience,NA,poor,NA,NA,NA,semiSkilled
138,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,favorable,hardToSay,someHighSchool,NA,NA,semiSkilled
139,favorable,NA,favorable,NA,NA,NA,fair,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
140,NA,NA,NA,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,NA,good,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
141,favorable,neverThoughtAboutIt,favorable,conflict,NA,NA,NA,noBiracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
142,favorable,neverThoughtAboutIt,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
143,favorable,untilBetterPlace,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
144,favorable,NA,NA,NA,NA,NA,poor,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
145,unfavorable,untilBetterPlace,NA,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
146,favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,fair,biracialLivingExperience,favorable,fair,NA,NA,NA,unskilledDomesticPersonalService
147,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
148,NA,NA,favorable,NA,liberalFriend,ambivalent,hardToSay,NA,favorable,fair,highSchoolGraduate,NA,NA,semiSkilled
149,favorable,NA,favorable,NA,liberalFriend,liberal,good,NA,NA,hardToSay,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
150,unfavorable,NA,favorable,NA,liberalFriend,ambivalent,poor,NA,NA,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
151,favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
152,favorable,NA,NA,conflict,NA,NA,hardToSay,biracialLivingExperience,NA,fair,gradeSchoolOrLess,NA,NA,semiSkilled
153,favorable,permanent,NA,NA,liberalFriend,liberal,good,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
154,favorable,NA,favorable,NA,liberalFriend,liberal,poor,NA,favorable,fair,gradeSchoolOrLess,favorable,NA,semiSkilled
155,favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
156,favorable,NA,NA,NA,NA,NA,poor,NA,NA,good,NA,NA,favorable,whiteColorSkilled
157,favorable,asLongAsEligible,favorable,NA,NA,NA,hardToSay,NA,favorable,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
158,favorable,NA,favorable,NA,liberalFriend,liberal,fair,NA,favorable,hardToSay,someHighSchool,NA,NA,semiSkilled
159,favorable,untilBetterPlace,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,favorable,NA,NA
160,favorable,permanent,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
161,NA,untilOwnHome,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
162,favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
163,favorable,untilBetterPlace,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,favorable,NA,NA
164,favorable,NA,favorable,integration,NA,NA,fair,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
165,unfavorable,asLongAsEligible,favorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
166,favorable,NA,favorable,NA,liberalFriend,ambivalent,good,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
167,favorable,asLongAsEligible,unfavorable,NA,NA,NA,poor,NA,NA,hardToSay,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
168,favorable,NA,NA,NA,NA,NA,hardToSay,NA,favorable,hardToSay,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
169,favorable,untilBetterPlace,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
170,favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,favorable,untilBetterPlace,favorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,NA,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
172,favorable,untilOwnHome,favorable,conflict,NA,NA,poor,biracialLivingExperience,NA,good,NA,favorable,NA,semiSkilled
173,favorable,NA,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
174,favorable,NA,NA,NA,ambivalentFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
175,favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,good,NA,NA,NA,whiteColorSkilled
176,NA,untilBetterPlace,noComments,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
177,favorable,untilBetterPlace,favorableAndUnfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,semiSkilled
178,favorable,NA,favorable,mutualAcomodataion,NA,NA,NA,noBiracialLivingExperience,NA,NA,NA,NA,NA,NA
179,favorable,permanent,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
180,favorable,permanent,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,fair,biracialLivingExperience,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
181,favorable,NA,favorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
182,favorable,neverThoughtAboutIt,favorableAndUnfavorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
183,favorable,NA,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,poor,noBiracialLivingExperience,NA,good,NA,NA,NA,whiteColorSkilled
184,favorable,asLongAsEligible,favorableAndUnfavorable,conflict,liberalFriend,liberal,hardToSay,biracialLivingExperience,NA,fair,someHighSchool,NA,NA,whiteColorSkilled
185,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
186,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
187,favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
188,favorable,NA,favorable,NA,NA,NA,poor,NA,favorable,good,gradeSchoolOrLess,NA,unfavorable,unskilledDomesticPersonalService
189,favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
190,favorable,untilBetterPlace,favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,favorable,untilBetterPlace,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
192,favorable,NA,NA,NA,liberalFriend,ambivalent,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
193,favorable,permanent,NA,NA,ambivalentFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
194,favorable,untilOwnHome,NA,conflict,liberalFriend,liberal,poor,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
195,favorable,asLongAsEligible,unfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
196,favorable,NA,unfavorable,NA,NA,NA,good,NA,NA,good,NA,unfavorable,NA,whiteColorSkilled
197,favorable,NA,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
198,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
199,favorable,asLongAsEligible,favorable,NA,ambivalentFriend,ambivalent,poor,NA,NA,fair,NA,NA,NA,unskilledDomesticPersonalService
200,favorable,neverThoughtAboutIt,NA,NA,NA,NA,hardToSay,NA,favorable,fair,someHighSchool,NA,NA,unskilledDomesticPersonalService
