id,evaluationOfHilltown,transiency,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,pastExperience,evaluationOfPhysicalAmenities,satisfactionInField,education,evaluationOfCoResidents,evaluationOfManagement,occupation
27,favorable,permanent,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,highSchoolGraduate,favorable,NA,NA
28,NA,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
29,favorable,NA,favorable,NA,liberalFriend,ambivalent,fair,NA,NA,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
30,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
31,NA,asLongAsEligible,favorable,NA,liberalFriend,liberal,fair,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
32,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
33,unfavorable,permanent,favorable,integration,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
34,NA,NA,favorableAndUnfavorable,NA,liberalFriend,ambivalent,poor,NA,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
35,favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,favorable,NA,NA
36,favorable,NA,NA,conflict,liberalFriend,liberal,NA,noBiracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
37,NA,neverThoughtAboutIt,favorable,NA,NA,NA,good,NA,NA,good,someHighSchool,NA,NA,whiteColorSkilled
38,NA,neverThoughtAboutIt,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
39,NA,untilOwnHome,unfavorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
40,favorable,NA,unfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
41,NA,NA,unfavorable,NA,liberalFriend,liberal,good,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
42,favorable,NA,favorable,NA,NA,NA,good,NA,NA,good,gradeSchoolOrLess,NA,NA,semiSkilled
43,favorable,untilBetterPlace,favorable,conflict,NA,NA,hardToSay,biracialLivingExperience,NA,good,gradeSchoolOrLess,NA,NA,whiteColorSkilled
44,favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,favorable,NA,unfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
46,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
47,favorable,untilBetterPlace,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
48,NA,permanent,unfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,favorable,semiSkilled
49,favorable,neverThoughtAboutIt,noComments,NA,NA,NA,hardToSay,NA,favorable,poor,someHighSchool,favorable,NA,unskilledDomesticPersonalService
50,favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,favorable,NA,semiSkilled
51,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,favorable,fair,someHighSchool,NA,NA,unskilledDomesticPersonalService
52,favorable,NA,unfavorable,NA,liberalFriend,liberal,poor,NA,favorable,fair,NA,NA,NA,unskilledDomesticPersonalService
53,favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,NA,NA
54,favorable,NA,favorableAndUnfavorable,NA,NA,NA,hardToSay,NA,favorable,good,NA,NA,NA,whiteColorSkilled
55,favorable,asLongAsEligible,noComments,conflict,ambivalentFriend,liberal,poor,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
56,NA,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
57,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
58,favorable,untilBetterPlace,favorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,favorable,NA,NA
59,favorable,NA,unfavorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
60,favorable,NA,favorable,NA,NA,NA,poor,NA,favorable,good,NA,NA,NA,semiSkilled
61,favorable,untilOwnHome,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,unfavorable,NA,NA
62,favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
63,favorable,untilBetterPlace,NA,NA,liberalFriend,liberal,poor,NA,NA,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
64,favorable,NA,NA,mutualAcomodataion,NA,NA,fair,noBiracialLivingExperience,NA,poor,highSchoolGraduate,NA,favorable,semiSkilled
65,favorable,untilBetterPlace,NA,integration,NA,NA,fair,biracialLivingExperience,favorable,hardToSay,NA,NA,NA,semiSkilled
66,NA,neverThoughtAboutIt,unfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
67,favorable,permanent,NA,mutualAcomodataion,liberalFriend,ambivalent,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
68,favorable,permanent,NA,mutualAcomodataion,ambivalentFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
69,favorable,NA,NA,mutualAcomodataion,liberalFriend,liberal,NA,noBiracialLivingExperience,NA,NA,someHighSchool,NA,favorable,NA
70,unfavorable,NA,noComments,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
71,favorable,NA,favorable,mutualAcomodataion,NA,NA,good,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
72,favorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
73,favorable,NA,favorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
74,NA,neverThoughtAboutIt,favorableAndUnfavorable,conflict,NA,NA,good,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
75,favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,favorable,good,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
76,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,hardToSay,NA,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
77,favorable,asLongAsEligible,NA,conflict,liberalFriend,liberal,NA,noBiracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
78,favorable,asLongAsEligible,unfavorable,NA,liberalFriend,ambivalent,poor,NA,NA,good,someHighSchool,NA,NA,semiSkilled
79,favorable,permanent,noComments,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,NA,poor,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
80,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,fair,NA,NA,NA,whiteColorSkilled
81,favorable,neverThoughtAboutIt,favorable,NA,ambivalentFriend,liberal,poor,NA,NA,good,gradeSchoolOrLess,favorable,NA,semiSkilled
82,NA,permanent,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,noBiracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
83,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,poor,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
84,favorable,NA,favorable,NA,NA,NA,hardToSay,NA,unfavorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
85,favorable,asLongAsEligible,favorable,integration,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,good,someHighSchool,NA,NA,whiteColorSkilled
86,favorable,untilBetterPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
88,NA,permanent,favorable,integration,liberalFriend,liberal,NA,biracialLivingExperience,unfavorable,NA,someHighSchool,NA,NA,NA
89,favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
90,favorable,NA,NA,conflict,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,highSchoolGraduate,NA,NA,NA
91,unfavorable,untilBetterPlace,NA,NA,liberalFriend,liberal,hardToSay,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
92,unfavorable,asLongAsEligible,favorable,NA,NA,NA,good,NA,favorable,poor,NA,NA,NA,whiteColorSkilled
93,favorable,untilBetterPlace,favorableAndUnfavorable,NA,liberalFriend,liberal,hardToSay,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
94,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,favorable,NA,NA
95,favorable,NA,NA,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
96,favorable,untilBetterPlace,NA,NA,NA,NA,fair,NA,NA,hardToSay,gradeSchoolOrLess,favorable,NA,whiteColorSkilled
97,favorable,asLongAsEligible,favorable,conflict,NA,NA,hardToSay,noBiracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
98,NA,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,NA,good,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
99,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,good,NA,favorable,poor,NA,unfavorable,NA,unskilledDomesticPersonalService
101,favorable,NA,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
102,favorable,NA,unfavorable,conflict,liberalFriend,liberal,good,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,semiSkilled
103,favorable,permanent,NA,NA,liberalFriend,liberal,fair,NA,favorable,fair,highSchoolGraduate,NA,NA,semiSkilled
104,favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,poor,NA,NA,good,NA,NA,NA,unskilledDomesticPersonalService
105,favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,ambivalentFriend,liberal,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
106,favorable,NA,favorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
107,favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,good,noBiracialLivingExperience,favorable,good,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
108,favorable,NA,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
109,NA,neverThoughtAboutIt,favorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,favorable,NA,NA
110,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,NA,NA,unfavorable,NA,NA,NA,NA,NA
111,NA,permanent,unfavorable,NA,liberalFriend,liberal,good,NA,NA,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
112,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
113,favorable,NA,favorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,favorable,NA,NA
114,unfavorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
115,favorable,asLongAsEligible,unfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
116,favorable,NA,favorable,NA,NA,NA,good,NA,favorable,hardToSay,NA,favorable,NA,unskilledDomesticPersonalService
117,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
118,favorable,NA,NA,NA,NA,NA,fair,NA,favorable,poor,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
119,NA,NA,NA,NA,liberalFriend,liberal,good,NA,favorable,good,highSchoolGraduate,NA,unfavorable,unskilledDomesticPersonalService
120,unfavorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
121,favorable,NA,NA,NA,liberalFriend,liberal,poor,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,semiSkilled
122,favorable,asLongAsEligible,favorable,NA,ambivalentFriend,liberal,fair,NA,favorable,good,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
123,favorable,asLongAsEligible,NA,conflict,NA,NA,good,noBiracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
124,favorable,neverThoughtAboutIt,unfavorable,NA,liberalFriend,ambivalent,good,NA,favorable,fair,someHighSchool,NA,NA,whiteColorSkilled
125,favorable,asLongAsEligible,NA,integration,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
126,favorable,NA,NA,NA,NA,NA,good,NA,favorable,good,NA,NA,NA,whiteColorSkilled
127,favorable,NA,favorable,mutualAcomodataion,ambivalentFriend,ambivalent,poor,biracialLivingExperience,favorable,poor,highSchoolGraduate,NA,NA,semiSkilled
128,favorable,NA,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
129,favorable,untilOwnHome,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
130,favorable,untilOwnHome,NA,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,NA,poor,someHighSchool,NA,NA,semiSkilled
131,favorable,untilOwnHome,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
132,favorable,permanent,favorable,NA,NA,NA,good,NA,NA,good,someHighSchool,NA,NA,semiSkilled
133,favorable,permanent,favorable,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,whiteColorSkilled
134,unfavorable,permanent,unfavorable,conflict,liberalFriend,liberal,poor,biracialLivingExperience,NA,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
135,favorable,NA,favorable,mutualAcomodataion,NA,NA,poor,noBiracialLivingExperience,favorable,hardToSay,NA,favorable,NA,whiteColorSkilled
136,favorable,untilOwnHome,unfavorable,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
137,favorable,neverThoughtAboutIt,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
138,favorable,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,poor,NA,favorable,poor,someHighSchool,NA,NA,semiSkilled
139,favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
140,NA,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
141,favorable,permanent,NA,NA,liberalFriend,liberal,poor,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
142,favorable,NA,favorable,NA,NA,NA,poor,NA,favorable,good,someHighSchool,NA,NA,whiteColorSkilled
143,favorable,NA,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,favorable,NA,NA
144,favorable,NA,NA,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
145,favorable,NA,NA,mutualAcomodataion,liberalFriend,ambivalent,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
146,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,semiSkilled
147,favorable,NA,favorable,NA,NA,NA,hardToSay,NA,NA,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
148,favorable,untilOwnHome,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,hardToSay,NA,favorable,NA,unskilledDomesticPersonalService
149,favorable,NA,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
150,favorable,asLongAsEligible,unfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,unfavorable,NA,NA
151,NA,NA,favorable,NA,NA,NA,poor,NA,NA,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
152,favorable,asLongAsEligible,unfavorable,NA,NA,NA,fair,NA,favorable,poor,highSchoolGraduate,favorable,NA,unskilledDomesticPersonalService
153,favorable,asLongAsEligible,favorable,NA,ambivalentFriend,liberal,good,NA,favorable,good,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
154,favorable,NA,noComments,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
155,favorable,untilOwnHome,favorableAndUnfavorable,NA,NA,NA,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
156,unfavorable,NA,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,unfavorable,NA,NA
157,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,someHighSchool,favorable,favorable,NA
158,favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
159,favorable,untilBetterPlace,NA,NA,NA,NA,good,NA,favorable,poor,NA,NA,NA,whiteColorSkilled
160,favorable,asLongAsEligible,NA,NA,NA,NA,hardToSay,NA,NA,fair,NA,NA,NA,semiSkilled
161,favorable,NA,noComments,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,hardToSay,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
162,NA,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,poor,NA,NA,fair,someHighSchool,NA,unfavorable,unskilledDomesticPersonalService
163,favorable,permanent,NA,conflict,liberalFriend,liberal,poor,noBiracialLivingExperience,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
164,favorable,asLongAsEligible,favorable,conflict,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
165,favorable,untilBetterPlace,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
166,favorable,untilBetterPlace,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
167,favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
168,favorable,permanent,favorable,conflict,liberalFriend,liberal,fair,biracialLivingExperience,favorable,good,someHighSchool,NA,NA,whiteColorSkilled
169,unfavorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,NA,good,someHighSchool,NA,NA,whiteColorSkilled
170,favorable,permanent,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
171,NA,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
172,favorable,NA,favorableAndUnfavorable,NA,NA,NA,NA,NA,unfavorable,NA,NA,NA,NA,NA
173,favorable,asLongAsEligible,NA,NA,liberalFriend,ambivalent,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
174,NA,untilOwnHome,favorable,NA,NA,NA,poor,NA,NA,hardToSay,gradeSchoolOrLess,NA,unfavorable,unskilledDomesticPersonalService
175,NA,asLongAsEligible,unfavorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,NA,NA,NA,whiteColorSkilled
176,favorable,neverThoughtAboutIt,favorable,conflict,ambivalentFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
177,NA,asLongAsEligible,favorable,NA,NA,NA,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
178,NA,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
179,unfavorable,untilBetterPlace,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,unfavorable,NA
180,favorable,untilBetterPlace,NA,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
181,NA,neverThoughtAboutIt,favorableAndUnfavorable,NA,NA,NA,good,NA,NA,good,NA,NA,NA,semiSkilled
182,NA,untilBetterPlace,unfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
183,NA,untilOwnHome,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
184,NA,asLongAsEligible,noComments,mutualAcomodataion,ambivalentFriend,liberal,poor,biracialLivingExperience,favorable,poor,someHighSchool,favorable,NA,unskilledDomesticPersonalService
185,favorable,asLongAsEligible,favorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
186,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,NA,hardToSay,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
187,NA,untilOwnHome,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
188,unfavorable,NA,favorableAndUnfavorable,NA,NA,NA,good,NA,favorable,poor,someHighSchool,NA,favorable,whiteColorSkilled
189,favorable,permanent,favorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
190,favorable,untilBetterPlace,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,unfavorable,NA
191,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
192,favorable,permanent,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
193,favorable,untilBetterPlace,noComments,NA,ambivalentFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
194,favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
195,favorable,NA,favorable,NA,liberalFriend,ambivalent,NA,NA,favorable,NA,NA,NA,NA,NA
196,favorable,neverThoughtAboutIt,unfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
197,favorable,NA,NA,mutualAcomodataion,liberalFriend,liberal,NA,noBiracialLivingExperience,NA,NA,NA,NA,NA,NA
198,NA,permanent,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
