id,evaluationOfHilltown,transiency,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,pastExperience,evaluationOfPhysicalAmenities,satisfactionInField,education,evaluationOfCoResidents,evaluationOfManagement,occupation
88,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,poor,NA,favorable,good,gradeSchoolOrLess,NA,NA,semiSkilled
89,favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
90,NA,permanent,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
91,favorable,NA,favorable,integration,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
92,favorable,NA,favorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
93,favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,favorable,NA
94,NA,untilBetterPlace,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
95,favorable,permanent,favorable,NA,liberalFriend,ambivalent,poor,NA,favorable,poor,gradeSchoolOrLess,NA,unfavorable,unskilledDomesticPersonalService
96,favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,NA,noBiracialLivingExperience,NA,NA,someHighSchool,favorable,NA,NA
97,NA,untilBetterPlace,unfavorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
98,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
99,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
100,favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,NA,NA,someHighSchool,favorable,NA,NA
101,NA,neverThoughtAboutIt,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
102,favorable,permanent,favorable,NA,NA,NA,fair,NA,favorable,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
103,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
104,favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,good,gradeSchoolOrLess,NA,unfavorable,semiSkilled
105,favorable,asLongAsEligible,favorable,NA,liberalFriend,ambivalent,poor,NA,favorable,poor,highSchoolGraduate,NA,NA,whiteColorSkilled
106,favorable,NA,NA,NA,NA,NA,poor,NA,NA,hardToSay,gradeSchoolOrLess,NA,NA,semiSkilled
107,favorable,untilBetterPlace,unfavorable,NA,ambivalentFriend,ambivalent,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
108,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,poor,NA,favorable,fair,highSchoolGraduate,NA,favorable,whiteColorSkilled
109,favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,liberalFriend,liberal,good,NA,NA,fair,gradeSchoolOrLess,favorable,NA,whiteColorSkilled
110,favorable,permanent,unfavorable,mutualAcomodataion,NA,NA,good,biracialLivingExperience,favorable,hardToSay,NA,NA,favorable,semiSkilled
111,favorable,asLongAsEligible,favorable,conflict,liberalFriend,liberal,poor,biracialLivingExperience,favorable,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
112,unfavorable,asLongAsEligible,NA,NA,liberalFriend,liberal,hardToSay,NA,favorable,good,someHighSchool,favorable,NA,whiteColorSkilled
113,favorable,untilBetterPlace,favorableAndUnfavorable,NA,NA,NA,hardToSay,NA,NA,poor,gradeSchoolOrLess,favorable,NA,whiteColorSkilled
114,favorable,neverThoughtAboutIt,NA,NA,NA,NA,good,NA,favorable,poor,gradeSchoolOrLess,NA,favorable,unskilledDomesticPersonalService
115,favorable,asLongAsEligible,favorable,NA,liberalFriend,ambivalent,poor,NA,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
116,favorable,asLongAsEligible,unfavorable,mutualAcomodataion,ambivalentFriend,liberal,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
117,favorable,untilBetterPlace,NA,NA,liberalFriend,ambivalent,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
118,favorable,asLongAsEligible,unfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,favorable,NA,NA
119,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,poor,NA,favorable,poor,NA,unfavorable,NA,semiSkilled
120,favorable,asLongAsEligible,unfavorable,mutualAcomodataion,liberalFriend,liberal,good,noBiracialLivingExperience,NA,good,someHighSchool,NA,favorable,unskilledDomesticPersonalService
121,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,NA,NA
122,favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
123,favorable,NA,unfavorable,NA,liberalFriend,liberal,good,NA,favorable,poor,NA,NA,NA,semiSkilled
124,favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
125,favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
126,favorable,NA,NA,NA,liberalFriend,liberal,poor,NA,NA,poor,NA,NA,NA,semiSkilled
127,favorable,NA,NA,NA,liberalFriend,liberal,hardToSay,NA,NA,good,NA,NA,NA,unskilledDomesticPersonalService
128,favorable,asLongAsEligible,favorable,NA,ambivalentFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
129,favorable,NA,favorable,NA,NA,NA,good,NA,favorable,fair,NA,NA,favorable,whiteColorSkilled
130,favorable,permanent,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
131,favorable,untilBetterPlace,favorable,NA,NA,NA,good,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
132,favorable,NA,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
133,favorable,permanent,favorableAndUnfavorable,NA,NA,NA,poor,NA,NA,hardToSay,someHighSchool,NA,NA,semiSkilled
134,NA,untilBetterPlace,noComments,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
135,NA,neverThoughtAboutIt,favorable,conflict,liberalFriend,liberal,good,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
136,favorable,neverThoughtAboutIt,NA,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
137,favorable,asLongAsEligible,favorable,NA,ambivalentFriend,liberal,good,NA,favorable,fair,NA,NA,NA,whiteColorSkilled
138,favorable,NA,NA,NA,NA,NA,good,NA,favorable,hardToSay,gradeSchoolOrLess,favorable,favorable,unskilledDomesticPersonalService
139,favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,NA,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
140,favorable,untilBetterPlace,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
141,favorable,asLongAsEligible,unfavorable,NA,NA,NA,hardToSay,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
142,NA,neverThoughtAboutIt,favorableAndUnfavorable,NA,ambivalentFriend,liberal,hardToSay,NA,NA,poor,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
143,favorable,permanent,favorable,NA,liberalFriend,liberal,good,NA,NA,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
144,favorable,NA,favorableAndUnfavorable,conflict,liberalFriend,liberal,fair,noBiracialLivingExperience,NA,hardToSay,NA,favorable,NA,unskilledDomesticPersonalService
145,favorable,asLongAsEligible,favorable,integration,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
146,NA,NA,favorable,NA,ambivalentFriend,ambivalent,hardToSay,NA,NA,good,NA,NA,NA,unskilledDomesticPersonalService
147,favorable,asLongAsEligible,unfavorable,NA,liberalFriend,liberal,hardToSay,NA,NA,hardToSay,NA,unfavorable,NA,unskilledDomesticPersonalService
148,favorable,asLongAsEligible,unfavorable,NA,NA,NA,poor,NA,NA,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
149,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,highSchoolGraduate,NA,NA,NA
150,NA,neverThoughtAboutIt,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
151,favorable,NA,NA,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
152,favorable,NA,noComments,mutualAcomodataion,liberalFriend,liberal,poor,noBiracialLivingExperience,favorable,poor,NA,NA,favorable,whiteColorSkilled
153,favorable,permanent,favorable,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
154,favorable,asLongAsEligible,favorable,NA,liberalFriend,ambivalent,poor,NA,favorable,poor,someHighSchool,NA,NA,whiteColorSkilled
155,favorable,asLongAsEligible,favorableAndUnfavorable,conflict,ambivalentFriend,liberal,poor,biracialLivingExperience,NA,hardToSay,NA,NA,NA,semiSkilled
156,favorable,NA,favorable,NA,liberalFriend,liberal,fair,NA,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
157,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,someHighSchool,favorable,NA,NA
158,favorable,NA,NA,NA,NA,NA,hardToSay,NA,favorable,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
159,unfavorable,asLongAsEligible,favorable,conflict,liberalFriend,ambivalent,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
160,favorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,unfavorable,NA,NA
161,favorable,NA,unfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,highSchoolGraduate,NA,NA,NA
162,NA,permanent,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
163,favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,favorable,NA,NA
164,favorable,asLongAsEligible,NA,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
165,favorable,NA,favorable,integration,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
166,NA,asLongAsEligible,favorable,NA,NA,NA,good,NA,favorable,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
167,favorable,neverThoughtAboutIt,NA,NA,ambivalentFriend,liberal,poor,NA,favorable,poor,NA,NA,NA,whiteColorSkilled
168,favorable,untilBetterPlace,favorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
169,favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,hardToSay,NA,NA,hardToSay,NA,NA,NA,whiteColorSkilled
170,NA,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
171,favorable,NA,favorable,NA,liberalFriend,liberal,poor,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,semiSkilled
172,favorable,NA,favorable,NA,NA,NA,hardToSay,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
173,unfavorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
174,favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
175,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,semiSkilled
176,favorable,NA,favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,favorable,permanent,NA,NA,ambivalentFriend,liberal,poor,NA,NA,fair,NA,NA,favorable,semiSkilled
178,favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,favorable,NA
179,favorable,neverThoughtAboutIt,NA,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
180,favorable,asLongAsEligible,favorableAndUnfavorable,conflict,NA,NA,hardToSay,biracialLivingExperience,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
181,NA,untilOwnHome,NA,NA,liberalFriend,liberal,fair,NA,NA,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
182,favorable,permanent,noComments,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,fair,gradeSchoolOrLess,NA,NA,semiSkilled
183,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,NA,whiteColorSkilled
184,NA,untilOwnHome,favorable,NA,NA,NA,fair,NA,favorable,hardToSay,gradeSchoolOrLess,unfavorable,NA,unskilledDomesticPersonalService
185,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,fair,biracialLivingExperience,NA,good,NA,NA,NA,unskilledDomesticPersonalService
186,NA,untilBetterPlace,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
187,NA,neverThoughtAboutIt,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
188,favorable,NA,favorable,NA,liberalFriend,liberal,hardToSay,NA,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
189,favorable,permanent,favorable,NA,liberalFriend,ambivalent,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
190,NA,NA,noComments,NA,NA,NA,good,NA,favorable,poor,NA,NA,NA,whiteColorSkilled
191,favorable,permanent,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
192,unfavorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,NA,NA,hardToSay,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
193,favorable,asLongAsEligible,favorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
194,favorable,permanent,favorable,integration,liberalFriend,liberal,NA,biracialLivingExperience,unfavorable,NA,someHighSchool,NA,NA,NA
195,NA,asLongAsEligible,unfavorable,integration,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,favorable,NA,NA
196,favorable,neverThoughtAboutIt,unfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
