id,evaluationOfHilltown,transiency,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,pastExperience,evaluationOfPhysicalAmenities,satisfactionInField,education,evaluationOfCoResidents,evaluationOfManagement,occupation
19,favorable,NA,NA,NA,liberalFriend,ambivalent,hardToSay,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
20,favorable,asLongAsEligible,NA,mutualAcomodataion,ambivalentFriend,liberal,good,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
21,favorable,untilBetterPlace,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
22,NA,NA,NA,conflict,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
23,favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,liberalFriend,ambivalent,poor,NA,NA,fair,NA,NA,NA,unskilledDomesticPersonalService
24,favorable,untilOwnHome,NA,NA,NA,NA,NA,NA,favorable,NA,NA,favorable,NA,NA
25,favorable,permanent,favorable,NA,ambivalentFriend,liberal,fair,NA,NA,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
26,favorable,neverThoughtAboutIt,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
27,favorable,NA,favorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,favorable,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
28,favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,good,NA,NA,NA,semiSkilled
29,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,NA,hardToSay,highSchoolGraduate,NA,NA,semiSkilled
30,favorable,neverThoughtAboutIt,NA,conflict,NA,NA,NA,biracialLivingExperience,NA,NA,someHighSchool,favorable,NA,NA
31,favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
32,favorable,permanent,favorableAndUnfavorable,integration,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
33,favorable,NA,favorableAndUnfavorable,NA,liberalFriend,ambivalent,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
34,favorable,permanent,NA,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
35,favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
36,NA,neverThoughtAboutIt,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
37,favorable,NA,NA,NA,NA,NA,poor,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
38,NA,permanent,unfavorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
39,favorable,neverThoughtAboutIt,NA,NA,NA,NA,poor,NA,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
40,favorable,asLongAsEligible,favorableAndUnfavorable,integration,liberalFriend,liberal,fair,biracialLivingExperience,favorable,good,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
41,favorable,asLongAsEligible,NA,conflict,NA,NA,good,biracialLivingExperience,NA,fair,NA,favorable,NA,unskilledDomesticPersonalService
42,NA,neverThoughtAboutIt,NA,integration,NA,NA,NA,noBiracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
43,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
44,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
45,favorable,untilOwnHome,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
46,favorable,permanent,favorable,NA,liberalFriend,liberal,good,NA,NA,poor,highSchoolGraduate,NA,NA,whiteColorSkilled
47,favorable,untilBetterPlace,NA,NA,NA,NA,good,NA,NA,hardToSay,highSchoolGraduate,NA,NA,whiteColorSkilled
48,unfavorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,good,NA,NA,NA,semiSkilled
49,NA,untilBetterPlace,NA,mutualAcomodataion,NA,NA,good,biracialLivingExperience,NA,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
50,NA,neverThoughtAboutIt,unfavorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
51,favorable,untilOwnHome,NA,NA,liberalFriend,liberal,good,NA,favorable,good,gradeSchoolOrLess,NA,NA,whiteColorSkilled
52,favorable,asLongAsEligible,noComments,NA,liberalFriend,ambivalent,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
53,unfavorable,NA,favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
55,favorable,untilOwnHome,NA,NA,liberalFriend,liberal,good,NA,NA,poor,NA,favorable,NA,unskilledDomesticPersonalService
56,favorable,NA,favorable,conflict,NA,NA,hardToSay,biracialLivingExperience,favorable,good,someHighSchool,NA,NA,whiteColorSkilled
57,unfavorable,untilBetterPlace,favorableAndUnfavorable,NA,NA,NA,good,NA,favorable,fair,gradeSchoolOrLess,NA,NA,semiSkilled
58,favorable,permanent,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
59,favorable,NA,favorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,good,someHighSchool,NA,NA,whiteColorSkilled
60,favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
61,favorable,asLongAsEligible,NA,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
62,NA,NA,favorableAndUnfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,hardToSay,highSchoolGraduate,favorable,NA,unskilledDomesticPersonalService
63,favorable,untilBetterPlace,NA,conflict,NA,NA,poor,noBiracialLivingExperience,NA,poor,NA,favorable,favorable,unskilledDomesticPersonalService
64,favorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,semiSkilled
65,favorable,neverThoughtAboutIt,NA,integration,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
66,favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
67,unfavorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
68,favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
69,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,whiteColorSkilled
70,NA,NA,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
71,favorable,asLongAsEligible,favorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
72,favorable,permanent,favorable,NA,liberalFriend,liberal,good,NA,NA,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
73,favorable,NA,NA,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,unfavorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
74,favorable,neverThoughtAboutIt,unfavorable,integration,liberalFriend,ambivalent,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
75,NA,asLongAsEligible,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
76,favorable,asLongAsEligible,noComments,NA,NA,NA,poor,NA,NA,poor,gradeSchoolOrLess,favorable,NA,semiSkilled
77,favorable,NA,favorable,NA,liberalFriend,liberal,poor,NA,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
78,favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
79,favorable,untilBetterPlace,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,NA,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
80,favorable,NA,unfavorable,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
81,favorable,untilBetterPlace,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
82,favorable,permanent,favorableAndUnfavorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
83,unfavorable,asLongAsEligible,unfavorable,NA,liberalFriend,ambivalent,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
84,favorable,NA,favorable,NA,liberalFriend,liberal,poor,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
85,favorable,untilBetterPlace,favorable,conflict,NA,NA,hardToSay,biracialLivingExperience,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
86,favorable,NA,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
87,NA,permanent,NA,NA,liberalFriend,liberal,hardToSay,NA,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
88,NA,NA,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
89,favorable,NA,unfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,unfavorable,NA,NA
90,favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,hardToSay,NA,favorable,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
91,favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
92,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
93,favorable,untilOwnHome,unfavorable,mutualAcomodataion,NA,NA,good,biracialLivingExperience,favorable,good,someHighSchool,favorable,NA,whiteColorSkilled
94,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
95,NA,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,good,someHighSchool,NA,NA,semiSkilled
96,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
97,unfavorable,NA,favorable,NA,NA,NA,hardToSay,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
98,favorable,asLongAsEligible,NA,integration,NA,NA,hardToSay,biracialLivingExperience,NA,fair,gradeSchoolOrLess,favorable,unfavorable,semiSkilled
99,favorable,untilBetterPlace,unfavorable,NA,NA,NA,hardToSay,NA,favorable,fair,highSchoolGraduate,favorable,NA,unskilledDomesticPersonalService
100,favorable,permanent,noComments,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,favorable,NA,NA
101,favorable,untilOwnHome,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,unfavorable,NA
102,favorable,neverThoughtAboutIt,NA,integration,NA,NA,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,whiteColorSkilled
103,favorable,untilBetterPlace,favorable,conflict,liberalFriend,ambivalent,poor,noBiracialLivingExperience,favorable,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
104,favorable,NA,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
105,favorable,neverThoughtAboutIt,NA,conflict,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
106,favorable,NA,NA,NA,liberalFriend,liberal,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
107,favorable,permanent,favorable,integration,liberalFriend,liberal,good,biracialLivingExperience,NA,hardToSay,gradeSchoolOrLess,favorable,favorable,unskilledDomesticPersonalService
108,favorable,NA,unfavorable,NA,NA,NA,poor,NA,NA,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
109,NA,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,fair,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,semiSkilled
110,NA,asLongAsEligible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,favorable,asLongAsEligible,favorable,NA,ambivalentFriend,ambivalent,fair,NA,favorable,good,gradeSchoolOrLess,NA,NA,whiteColorSkilled
112,favorable,asLongAsEligible,noComments,NA,NA,NA,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
113,favorable,untilOwnHome,favorable,mutualAcomodataion,liberalFriend,liberal,fair,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
114,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,poor,NA,favorable,good,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
115,favorable,asLongAsEligible,favorable,NA,liberalFriend,ambivalent,poor,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
116,favorable,NA,favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,favorable,permanent,unfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,hardToSay,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
118,favorable,asLongAsEligible,favorableAndUnfavorable,integration,NA,NA,good,biracialLivingExperience,favorable,poor,NA,NA,favorable,semiSkilled
119,favorable,asLongAsEligible,favorable,conflict,NA,NA,hardToSay,biracialLivingExperience,NA,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
120,favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,ambivalent,NA,NA,favorable,NA,NA,NA,NA,NA
121,favorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
122,favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
123,NA,permanent,favorableAndUnfavorable,NA,ambivalentFriend,ambivalent,hardToSay,NA,favorable,fair,someHighSchool,favorable,NA,whiteColorSkilled
124,unfavorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,fair,NA,favorable,hardToSay,someHighSchool,NA,NA,whiteColorSkilled
125,favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
126,NA,NA,favorableAndUnfavorable,mutualAcomodataion,ambivalentFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
127,favorable,permanent,NA,NA,liberalFriend,liberal,poor,NA,favorable,good,NA,NA,favorable,unskilledDomesticPersonalService
128,favorable,permanent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,favorable,NA,favorable,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,NA,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
130,favorable,untilOwnHome,favorableAndUnfavorable,NA,liberalFriend,liberal,hardToSay,NA,NA,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
131,NA,permanent,NA,NA,ambivalentFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
132,favorable,NA,NA,NA,liberalFriend,liberal,hardToSay,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
133,favorable,NA,favorable,NA,NA,NA,poor,NA,NA,hardToSay,NA,NA,NA,whiteColorSkilled
134,favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
135,favorable,permanent,noComments,NA,NA,NA,poor,NA,favorable,good,gradeSchoolOrLess,NA,NA,semiSkilled
136,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,favorable,good,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
137,NA,NA,favorable,NA,NA,NA,poor,NA,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
138,NA,NA,favorable,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,semiSkilled
139,favorable,untilBetterPlace,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,hardToSay,NA,NA,NA,semiSkilled
140,favorable,asLongAsEligible,unfavorable,mutualAcomodataion,liberalFriend,ambivalent,poor,biracialLivingExperience,favorable,fair,gradeSchoolOrLess,NA,NA,whiteColorSkilled
141,favorable,NA,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
142,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
143,favorable,neverThoughtAboutIt,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,NA,favorable,NA,NA
144,favorable,untilOwnHome,NA,NA,ambivalentFriend,liberal,poor,NA,favorable,good,gradeSchoolOrLess,NA,NA,whiteColorSkilled
145,favorable,neverThoughtAboutIt,favorable,conflict,NA,NA,good,noBiracialLivingExperience,favorable,fair,someHighSchool,favorable,NA,whiteColorSkilled
146,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
147,favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
148,favorable,permanent,unfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
149,favorable,asLongAsEligible,NA,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
150,unfavorable,neverThoughtAboutIt,NA,mutualAcomodataion,ambivalentFriend,liberal,NA,noBiracialLivingExperience,NA,NA,highSchoolGraduate,favorable,NA,NA
151,favorable,untilBetterPlace,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
152,favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
153,favorable,asLongAsEligible,NA,integration,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
154,NA,NA,favorable,NA,NA,NA,good,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
155,favorable,NA,favorable,NA,liberalFriend,liberal,good,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
156,favorable,asLongAsEligible,favorable,NA,NA,NA,hardToSay,NA,NA,good,NA,NA,NA,semiSkilled
157,favorable,neverThoughtAboutIt,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
158,favorable,untilOwnHome,favorable,NA,liberalFriend,liberal,poor,NA,NA,good,gradeSchoolOrLess,NA,NA,whiteColorSkilled
159,favorable,NA,favorableAndUnfavorable,NA,NA,NA,poor,NA,NA,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
160,unfavorable,permanent,NA,mutualAcomodataion,liberalFriend,liberal,poor,noBiracialLivingExperience,NA,poor,someHighSchool,favorable,NA,unskilledDomesticPersonalService
161,favorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
162,favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,NA,poor,NA,NA,NA,semiSkilled
163,unfavorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
164,favorable,NA,unfavorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
165,favorable,permanent,NA,NA,liberalFriend,liberal,hardToSay,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
166,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
167,favorable,asLongAsEligible,NA,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
168,favorable,NA,favorable,NA,NA,NA,hardToSay,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
169,favorable,untilBetterPlace,favorableAndUnfavorable,NA,liberalFriend,liberal,fair,NA,favorable,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
170,unfavorable,NA,NA,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
171,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
172,favorable,untilBetterPlace,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
173,favorable,permanent,NA,NA,NA,NA,poor,NA,NA,poor,NA,favorable,NA,unskilledDomesticPersonalService
174,favorable,neverThoughtAboutIt,favorable,NA,ambivalentFriend,liberal,fair,NA,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
175,favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
176,favorable,untilBetterPlace,NA,conflict,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,NA,favorable,favorable,unskilledDomesticPersonalService
177,favorable,NA,favorableAndUnfavorable,integration,NA,NA,poor,biracialLivingExperience,favorable,poor,highSchoolGraduate,favorable,NA,unskilledDomesticPersonalService
178,favorable,untilBetterPlace,favorable,mutualAcomodataion,liberalFriend,ambivalent,poor,biracialLivingExperience,NA,poor,NA,NA,NA,semiSkilled
179,favorable,permanent,favorable,conflict,liberalFriend,ambivalent,hardToSay,noBiracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
180,favorable,untilOwnHome,NA,conflict,liberalFriend,ambivalent,poor,biracialLivingExperience,NA,good,someHighSchool,favorable,NA,unskilledDomesticPersonalService
181,favorable,asLongAsEligible,favorable,integration,ambivalentFriend,liberal,good,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
182,favorable,untilBetterPlace,unfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,unfavorable,unskilledDomesticPersonalService
183,favorable,neverThoughtAboutIt,favorable,NA,NA,NA,poor,NA,NA,poor,someHighSchool,favorable,NA,unskilledDomesticPersonalService
184,unfavorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
185,favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
186,unfavorable,asLongAsEligible,NA,NA,liberalFriend,liberal,good,NA,favorable,fair,someHighSchool,NA,NA,whiteColorSkilled
187,NA,NA,favorableAndUnfavorable,conflict,NA,NA,poor,biracialLivingExperience,NA,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
188,favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,unfavorable,NA
189,favorable,permanent,favorable,mutualAcomodataion,liberalFriend,liberal,fair,biracialLivingExperience,NA,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
190,favorable,NA,favorable,integration,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
191,favorable,NA,favorable,NA,NA,NA,hardToSay,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
192,favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
193,favorable,untilOwnHome,favorable,NA,NA,NA,hardToSay,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
194,favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
195,favorable,asLongAsEligible,favorable,conflict,liberalFriend,liberal,poor,noBiracialLivingExperience,favorable,fair,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
